"Sensor 5 Average (x, y, z)"
"[-1.3267200000000001, -0.12417, 1.0662036000000001]"
"[-1.34016, 0.007530000000000002, 1.07932]"
"[-1.33182, 0.14279999999999995, 1.0715759999999999]"
"[-1.30203, 0.27006, 1.0410356000000003]"
"[-1.2539699999999998, 0.3878400000000001, 0.9898284000000002]"
"[-1.19424, 0.489, 0.9228428]"
"[-1.3851899999999997, -0.14363999999999996, 1.308978]"
"[-1.3984500000000002, 0.009780000000000004, 1.3245144]"
"[-1.39026, 0.16568999999999998, 1.3151248]"
"[-1.3583399999999999, 0.31716000000000005, 1.2740332000000003]"
"[-1.3063799999999999, 0.45003, 1.2134364000000002]"
"[-1.23915, 0.5641500000000002, 1.1271875999999998]"
"[-1.41627, -0.16499999999999998, 1.5760976]"
"[-1.43178, 0.011880000000000002, 1.5956996]"
"[-1.4226899999999998, 0.19055999999999998, 1.5807439999999997]"
"[-1.3860299999999999, 0.36000000000000004, 1.53307]"
"[-1.33104, 0.5153400000000001, 1.451274]"
"[-1.257, 0.6446999999999999, 1.3487627999999998]"
"[-1.4145, -0.19008, 1.8662556000000001]"
"[-1.4283599999999996, 0.014340000000000012, 1.8921495999999995]"
"[-1.41612, 0.21816, 1.8757419999999998]"
"[-1.37886, 0.41046000000000005, 1.8160164]"
"[-1.32234, 0.58362, 1.7199423999999999]"
"[-1.2443099999999998, 0.72894, 1.5924568000000001]"
"[-1.36326, -0.21285000000000004, 2.1717079999999997]"
"[-1.3782899999999998, 0.01515000000000001, 2.2012804]"
"[-1.3682400000000001, 0.2418, 2.1822591999999994]"
"[-1.33119, 0.45929999999999993, 2.1094656]"
"[-1.2704699999999998, 0.6539400000000001, 1.9919988000000002]"
"[-1.19541, 0.81558, 1.8436527999999996]"
"[-1.2621600000000002, -0.23750999999999997, 2.4735788000000003]"
"[-1.27605, 0.014040000000000018, 2.5084752000000003]"
"[-1.26651, 0.26715, 2.4840815999999997]"
"[-1.2297000000000002, 0.50697, 2.4045604000000003]"
"[-1.17342, 0.7205999999999999, 2.26633]"
"[-1.09788, 0.8984699999999999, 2.092332]"
