"Sensor 8 Average (x, y, z)"
"[1.0412399999999997, -0.34386000000000005, 2.972002]"
"[1.0569899999999999, -0.04443, 3.0154651999999995]"
"[1.05111, 0.2557499999999999, 2.9783424]"
"[1.02504, 0.5404800000000001, 2.8695392]"
"[0.97887, 0.79356, 2.6957348000000003]"
"[0.91527, 1.0027799999999998, 2.4750791999999997]"
"[1.2296699999999998, -0.31836, 2.6837315999999998]"
"[1.24611, -0.04371, 2.7233712]"
"[1.2387599999999996, 0.23340000000000002, 2.6877488]"
"[1.20711, 0.49497, 2.5975311999999997]"
"[1.1552099999999996, 0.72924, 2.4399891999999994]"
"[1.0866, 0.9230999999999999, 2.2440176]"
"[1.3607099999999999, -0.29316, 2.3724711999999997]"
"[1.3778099999999995, -0.04454999999999999, 2.4051896]"
"[1.36863, 0.2081999999999999, 2.3795859999999998]"
"[1.3372199999999999, 0.44505000000000006, 2.295612]"
"[1.2809699999999997, 0.6598799999999999, 2.164206]"
"[1.20699, 0.8368500000000001, 1.9915147999999996]"
"[1.43307, -0.26208, 2.0531280000000005]"
"[1.45284, -0.041639999999999996, 2.0804256]"
"[1.4419199999999999, 0.18144, 2.0554995999999996]"
"[1.4090099999999997, 0.39525, 1.9849324000000002]"
"[1.3505099999999999, 0.58599, 1.8768068000000002]"
"[1.2766199999999996, 0.74679, 1.7325747999999999]"
"[1.4561099999999998, -0.23189999999999997, 1.7423515999999997]"
"[1.47438, -0.03837, 1.7674227999999998]"
"[1.4657099999999998, 0.15789, 1.7480628]"
"[1.4336699999999998, 0.34475999999999996, 1.6934192000000001]"
"[1.37652, 0.51645, 1.5977323999999997]"
"[1.30086, 0.6629099999999999, 1.480556]"
"[1.4391, -0.20582999999999999, 1.4559687999999997]"
"[1.4541899999999999, -0.03701999999999999, 1.4771679999999998]"
"[1.4465100000000002, 0.13536, 1.4598407999999998]"
"[1.4149799999999997, 0.30141000000000007, 1.4129411999999997]"
"[1.36377, 0.44843999999999995, 1.3395183999999998]"
"[1.29321, 0.5781299999999999, 1.2429603999999999]"
