,SampleID,Accelerometerx,Accelerometery,Accelerometerz,Magnetometerx,Magnetometery,Magnetometerz,Gyroscopex,Gyroscopey,Gyroscopez,EulerAngx,EulerAngy,EulerAngz,Quaternionx,Quaterniony,Quaternionz,LinearAccelerationx,LinearAccelerationy,LinearAccelerationz,Gravityx,Gravityy,Gravityz
0,0.04,-0.35000000000000003,9.36,-2048.0,-914.875,-710.5,0.001090830782496456,-0.001090830782496456,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.02,0.01,-0.39,0.06,-0.37,9.790000000000001
1,0.03,-0.31,9.46,-2048.0,-914.875,-710.875,0.001090830782496456,0.001090830782496456,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.0,-0.4,0.06,-0.37,9.790000000000001
2,0.04,-0.39,9.35,-2048.0,-915.25,-710.0,-0.001090830782496456,0.0,0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,1.28,0.05,-0.33,1.34,-0.37,9.790000000000001
3,1.31,-0.34,9.38,-2040.0,-915.25,-710.0,0.14289883250703572,0.0,0.0,10.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,1.28,0.06,-0.35000000000000003,1.34,-0.37,9.790000000000001
4,1.35,-0.33,9.35,-2040.0,-915.25,-711.375,0.0,-0.003272492347489368,-0.002181661564992912,10.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.0,-0.4,1.34,-0.37,9.790000000000001
5,0.03,-0.41000000000000003,9.370000000000001,-2040.0,-915.25,-710.75,0.1407171709420428,-0.001090830782496456,0.0,10.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.01,-0.36,1.34,-0.37,9.790000000000001
6,0.05,-0.34,9.4,-2048.0,-915.25,-710.75,0.001090830782496456,0.003272492347489368,-0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.01,-0.4,0.06,-0.37,9.790000000000001
7,0.06,-0.39,9.38,-2048.0,-915.25,-710.5,0.001090830782496456,0.003272492347489368,-0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.02,0.01,-0.42,0.06,-0.37,9.790000000000001
8,0.03,-0.37,9.43,-2048.0,-915.5625,-710.0625,0.004363323129985824,0.001090830782496456,-0.003272492347489368,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.03,0.02,-0.39,0.06,-0.37,9.790000000000001
9,0.04,-0.33,9.39,-2048.0,-915.25,-710.0625,0.001090830782496456,0.0,-0.002181661564992912,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.0,-0.39,0.06,-0.37,9.790000000000001
10,0.04,-0.38,9.38,-2048.0,-915.25,-710.0625,0.001090830782496456,0.002181661564992912,-0.002181661564992912,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.03,0.0,-0.38,0.06,-0.37,9.790000000000001
11,0.06,-0.35000000000000003,9.36,-2048.0,-914.875,-709.6875,0.0,-0.002181661564992912,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.05,-0.35000000000000003,0.06,-0.37,9.790000000000001
12,0.03,-0.37,9.49,-2048.0,-914.875,-710.875,0.001090830782496456,0.002181661564992912,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.09,-0.09,-0.49,0.06,-0.37,9.790000000000001
13,0.06,-0.43,9.32,-2048.0,-915.25,-710.875,0.0,0.001090830782496456,0.002181661564992912,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.05,-0.32,0.06,-0.37,9.790000000000001
14,0.09,-0.36,9.36,-2048.0,-915.25,-710.875,-0.001090830782496456,0.001090830782496456,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.05,-0.03,-0.46,0.06,-0.37,9.790000000000001
15,0.01,-0.34,9.46,-2048.0,-914.875,-711.25,0.001090830782496456,0.001090830782496456,-0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.01,0.0,-0.39,0.06,-0.37,9.790000000000001
16,0.02,-0.36,9.450000000000001,-2048.0,-915.6875,-711.875,-0.002181661564992912,-0.001090830782496456,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,-0.04,-0.4,0.06,-0.37,9.790000000000001
17,0.04,-0.35000000000000003,9.38,-2048.0,-915.25,-710.0625,0.001090830782496456,0.001090830782496456,-0.002181661564992912,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.04,-0.39,0.06,-0.37,9.790000000000001
18,0.06,-0.37,9.39,-2048.0,-915.25,-710.0625,0.0,-0.001090830782496456,0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.02,-0.01,-0.43,0.06,-0.37,9.790000000000001
19,0.04,-0.38,9.4,0.0,-916.375,-710.875,0.001090830782496456,-0.003272492347489368,0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.04,-0.39,0.06,-0.37,9.790000000000001
20,0.06,-0.38,9.42,-2048.0,-915.25,-710.875,0.001090830782496456,0.001090830782496456,0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.0,-0.39,0.06,-0.37,9.790000000000001
21,0.03,-0.36,9.4,-2048.0,-915.5625,-712.0625,0.0,0.002181661564992912,0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.02,-0.38,0.06,-0.37,9.790000000000001
22,0.03,-0.36,9.4,-2048.0,-915.5625,-712.0625,-0.001090830782496456,0.0,0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.02,-0.01,-0.42,0.06,-0.37,9.790000000000001
23,0.05,-0.36,9.39,-2048.0,-914.875,-710.0625,0.001090830782496456,-0.001090830782496456,0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.02,-0.39,0.06,-0.37,9.790000000000001
24,0.03,-0.37,9.4,-2048.0,-914.875,-711.6875,-0.003272492347489368,0.0,0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.01,-0.4,0.06,-0.37,9.790000000000001
25,0.06,-0.35000000000000003,9.42,-2048.0,-915.5625,1337.125,0.001090830782496456,-0.002181661564992912,0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.02,0.01,-0.42,0.06,-0.37,9.790000000000001
26,0.04,-0.34,9.39,-2048.0,-915.5625,-710.875,0.0,0.0,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.02,-0.36,0.06,-0.37,9.790000000000001
27,0.04,-0.37,9.4,-2048.0,-915.6875,-711.0625,-0.002181661564992912,0.0,0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.02,-0.37,0.06,-0.37,9.790000000000001
28,0.04,-0.36,9.39,-2048.0,-915.25,-712.375,-0.001090830782496456,0.001090830782496456,0.002181661564992912,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.0,-0.44,0.06,-0.37,9.790000000000001
29,0.04,-0.38,9.36,-2048.0,-915.5625,-709.6875,-0.004363323129985824,0.003272492347489368,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.03,-0.09,-0.51,0.06,-0.37,9.790000000000001
30,0.05,-0.37,9.4,-2048.0,-915.5625,-709.6875,0.001090830782496456,0.002181661564992912,0.002181661564992912,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.08,-0.38,0.06,-0.37,9.790000000000001
31,0.05,-0.28,9.35,-2048.0,-915.5625,-710.875,0.0,-0.001090830782496456,0.004363323129985824,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.02,0.03,-0.33,0.06,-0.37,9.790000000000001
32,0.03,-0.4,9.42,-2048.0,-914.5625,-709.375,0.002181661564992912,-0.002181661564992912,0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.02,-0.02,-0.44,0.06,-0.37,9.790000000000001
33,0.03,-0.32,9.450000000000001,0.0,-916.0,-710.875,0.002181661564992912,0.003272492347489368,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.07,-0.38,0.06,-0.37,9.790000000000001
34,0.04,-0.32,9.4,-2048.0,-916.0,-710.875,-0.002181661564992912,0.0,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.02,-0.07,-0.42,0.06,-0.37,9.790000000000001
35,0.05,-0.36,9.39,-2048.0,-923.6875,-709.875,0.001090830782496456,-0.001090830782496456,0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.03,-0.34,0.06,-0.37,9.790000000000001
36,0.03,-0.3,9.39,-2048.0,-915.25,-709.6875,0.0,0.001090830782496456,0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.03,-0.01,-0.39,0.06,-0.37,9.790000000000001
37,0.05,-0.41000000000000003,9.39,-2048.0,-914.875,-710.0625,0.002181661564992912,0.0,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.02,0.05,-0.42,0.06,-0.37,9.790000000000001
38,0.05,-0.35000000000000003,9.39,-2048.0,-914.875,-710.0625,0.0,0.001090830782496456,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.0,-0.37,0.06,-0.37,9.790000000000001
39,0.04,-0.37,9.38,-2048.0,-915.6875,-710.5625,0.001090830782496456,0.001090830782496456,-0.003272492347489368,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.02,-0.01,-0.37,0.06,-0.37,9.790000000000001
40,0.03,-0.37,9.39,-2048.0,-915.6875,-710.5625,0.0,-0.001090830782496456,-0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.0,-0.41000000000000003,0.06,-0.37,9.790000000000001
41,0.04,-0.34,9.41,0.0,-915.25,-709.25,0.0,-0.002181661564992912,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.0,-0.38,0.06,-0.37,9.790000000000001
42,0.05,-0.39,9.39,-2048.0,-915.25,-709.25,-0.002181661564992912,0.0,0.002181661564992912,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.02,0.04,-0.4,0.06,-0.37,9.790000000000001
43,0.05,-0.39,9.41,-2048.0,-915.6875,-711.875,0.001090830782496456,-0.001090830782496456,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.08,-0.35000000000000003,0.06,-0.37,9.790000000000001
44,0.04,-0.41000000000000003,9.38,-2048.0,-915.25,-711.25,0.0,0.0,-0.002181661564992912,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.02,0.0,-0.45,0.06,-0.37,9.790000000000001
45,0.04,-0.36,9.43,-2048.0,-916.0,-710.5,0.0,0.001090830782496456,-0.002181661564992912,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.02,-0.36,0.06,-0.37,9.790000000000001
46,0.03,-0.36,9.39,-2048.0,-916.0,-710.5,0.001090830782496456,-0.001090830782496456,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.0,-0.42,0.06,-0.37,9.790000000000001
47,0.05,-0.38,9.39,-2048.0,-915.5625,-710.5,0.001090830782496456,0.001090830782496456,-0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.01,-0.39,0.06,-0.37,9.790000000000001
48,0.06,-0.33,9.42,-2048.0,-914.875,-710.5,0.0,0.0,-0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.03,0.03,-0.42,0.06,-0.37,9.790000000000001
49,0.05,-0.4,9.39,-2048.0,-915.5625,-710.0,0.0,0.001090830782496456,0.004363323129985824,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.0,-0.39,0.06,-0.37,9.790000000000001
50,0.06,-0.34,9.41,-2048.0,-915.5625,-710.0,0.0,-0.001090830782496456,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.0,-0.41000000000000003,0.06,-0.37,9.790000000000001
51,0.03,-0.35000000000000003,9.38,-2048.0,-914.5625,-711.6875,-0.001090830782496456,-0.001090830782496456,0.003272492347489368,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.01,-0.34,0.06,-0.37,9.790000000000001
52,0.04,-0.35000000000000003,9.39,-2048.0,-915.25,-710.75,-0.001090830782496456,0.0,-0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.01,-0.4,0.06,-0.37,9.790000000000001
53,0.05,-0.36,9.38,-2048.0,-914.875,-710.5625,0.0,-0.003272492347489368,-0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.02,0.03,-0.4,0.06,-0.37,9.790000000000001
54,0.06,-0.4,9.38,-2048.0,-914.875,-710.5625,-0.002181661564992912,0.001090830782496456,0.001090830782496456,2.3125,0.3125,2.1875,-1.0003662109375,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.02,0.01,-0.4,0.06,-0.37,9.790000000000001
55,0.06,-0.37,9.39,-2048.0,-916.0,-711.6875,0.001090830782496456,0.0,-0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.04,-0.35000000000000003,0.06,-0.37,9.790000000000001
56,0.04,-0.35000000000000003,9.41,-2048.0,-916.375,-711.375,0.0,-0.002181661564992912,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.0,-0.41000000000000003,0.06,-0.37,9.790000000000001
57,0.04,-0.35000000000000003,9.39,-2048.0,-915.5625,-710.0625,-0.001090830782496456,0.001090830782496456,-0.002181661564992912,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.02,-0.39,0.06,-0.37,9.790000000000001
58,0.05,-0.35000000000000003,9.38,-2048.0,-915.5625,-710.0625,0.0,0.0,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.01,-0.36,0.06,-0.37,9.790000000000001
59,0.05,-0.37,9.370000000000001,-2048.0,-915.5625,-711.25,0.0,-0.003272492347489368,0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.03,-0.37,0.06,-0.37,9.790000000000001
60,0.04,-0.34,9.41,-2048.0,-914.875,-710.875,-0.001090830782496456,0.003272492347489368,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.02,-0.39,0.06,-0.37,9.790000000000001
61,0.03,-0.36,9.39,-2048.0,-915.6875,-710.5625,0.001090830782496456,0.001090830782496456,-0.003272492347489368,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.02,0.02,-0.4,0.06,-0.37,9.790000000000001
62,0.05,-0.35000000000000003,9.4,-2048.0,-915.6875,-710.5625,0.0,0.0,-0.002181661564992912,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.01,0.01,-0.37,0.06,-0.37,9.790000000000001
63,0.04,-0.31,9.44,-2048.0,-914.875,-710.875,0.0,0.0,-0.002181661564992912,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.02,-0.38,0.06,-0.37,9.790000000000001
64,0.06,-0.36,9.3,-2048.0,-915.6875,-709.375,-0.002181661564992912,-0.002181661564992912,0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.02,-0.34,0.06,-0.37,9.790000000000001
65,0.01,-0.36,9.450000000000001,-2048.0,-915.25,-710.875,0.0,0.002181661564992912,0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,-0.01,-0.42,0.06,-0.37,9.790000000000001
66,0.02,-0.33,9.42,-2048.0,-915.25,-710.875,0.001090830782496456,-0.001090830782496456,0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,-0.01,-0.38,0.06,-0.37,9.790000000000001
67,0.02,-0.34,9.41,-2048.0,-915.5625,-710.5,0.001090830782496456,0.001090830782496456,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.02,-0.33,0.06,-0.37,9.790000000000001
68,0.03,-0.33,9.4,-2048.0,-915.5625,-710.0625,-0.001090830782496456,-0.002181661564992912,0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.04,0.03,-0.4,0.06,-0.37,9.790000000000001
69,0.06,-0.38,9.4,-2048.0,-915.25,-710.875,0.0,-0.001090830782496456,0.002181661564992912,2.3125,0.3125,2.1875,-1.0003662109375,-0.019287109375,-0.0028076171875,-0.02020263671875,-0.02,0.02,-0.41000000000000003,0.06,-0.37,9.790000000000001
70,0.04,-0.37,9.43,-2048.0,-915.25,-710.875,-0.002181661564992912,-0.002181661564992912,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.0,-0.38,0.06,-0.37,9.790000000000001
71,0.04,-0.36,9.39,-2048.0,-915.5625,-711.25,0.0,0.003272492347489368,0.001090830782496456,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,0.0,-0.38,0.06,-0.37,9.790000000000001
72,0.05,-0.36,9.39,-2048.0,-915.25,-710.875,-0.001090830782496456,0.001090830782496456,0.0,2.3125,0.3125,2.1875,0.9996337890625,-0.019287109375,-0.0028076171875,-0.02020263671875,0.0,-0.03,-0.43,0.06,-0.37,9.790000000000001
