,SampleID,Accelerometerx,Accelerometery,Accelerometerz,Magnetometerx,Magnetometery,Magnetometerz,Gyroscopex,Gyroscopey,Gyroscopez,EulerAngx,EulerAngy,EulerAngz,Quaternionx,Quaterniony,Quaternionz,LinearAccelerationx,LinearAccelerationy,LinearAccelerationz,Gravityx,Gravityy,Gravityz
0,0.07,-0.33,9.43,-2048.0,-2048.0,-2048.0,0.0,-0.001090830782496456,0.002181661564992912,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,0.0,-0.03,-0.46,0.05,-0.36,9.790000000000001
1,-0.11,-0.22,9.47,-2048.0,-2048.0,-2048.0,0.001090830782496456,-0.003272492347489368,-0.001090830782496456,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,0.12,-0.06,-0.56,0.05,-0.36,9.790000000000001
2,-0.11,-0.31,9.370000000000001,-2048.0,-2048.0,-2048.0,0.002181661564992912,0.0,-0.002181661564992912,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,0.11,-0.09,-0.51,0.05,-0.36,9.790000000000001
3,0.0,-0.33,9.36,-2048.0,-2048.0,-2048.0,0.13962634015954636,0.001090830782496456,0.003272492347489368,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,1.33,0.02,-0.32,1.33,-0.36,9.790000000000001
4,-0.03,-0.35000000000000003,9.47,-2040.0,-2048.0,-2048.0,0.001090830782496456,0.001090830782496456,-0.001090830782496456,8.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,0.06,0.06,-0.34,1.33,-0.36,9.790000000000001
5,1.28,-0.36,9.370000000000001,-2040.0,-2048.0,-2048.0,0.0,0.001090830782496456,-0.001090830782496456,8.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,-0.04,-0.01,-0.37,1.33,-0.36,9.790000000000001
6,0.07,-0.38,9.35,-2048.0,-2048.0,-2048.0,0.002181661564992912,0.0,-0.001090830782496456,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,0.0,0.02,-0.41000000000000003,0.05,-0.36,9.790000000000001
7,0.04,-0.3,9.41,-2048.0,-2048.0,-2048.0,0.13962634015954636,-0.001090830782496456,0.001090830782496456,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,0.01,0.0,-0.39,0.05,-0.36,9.790000000000001
8,0.04,-0.36,9.4,-2048.0,-2048.0,-2048.0,-0.001090830782496456,-0.001090830782496456,-0.001090830782496456,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,0.02,0.0,-0.4,0.05,-0.36,9.790000000000001
9,0.03,-0.33,9.4,-2048.0,-2048.0,-2048.0,0.0,0.003272492347489368,0.001090830782496456,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,0.0,0.0,-0.36,0.05,-0.36,9.790000000000001
10,0.0,-0.35000000000000003,9.370000000000001,-2048.0,-2048.0,-2048.0,-0.002181661564992912,0.001090830782496456,-0.001090830782496456,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,-0.02,0.01,-0.39,0.05,-0.36,9.790000000000001
11,0.03,-0.37,9.370000000000001,-2048.0,-2048.0,-2048.0,-0.001090830782496456,0.002181661564992912,0.003272492347489368,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,-0.01,0.0,-0.43,0.05,-0.36,9.790000000000001
12,0.04,-0.44,9.36,-2048.0,-2048.0,-2048.0,0.004363323129985824,0.002181661564992912,-0.002181661564992912,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,-0.01,0.02,-0.35000000000000003,0.05,-0.36,9.790000000000001
13,0.0,-0.35000000000000003,9.39,-2048.0,-2048.0,-2048.0,0.001090830782496456,-0.002181661564992912,0.002181661564992912,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,0.04,0.0,-0.39,0.05,-0.36,9.790000000000001
14,0.01,-0.38,9.4,-2048.0,-2048.0,-2048.0,0.0,0.001090830782496456,0.0,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,-0.02,0.02,-0.38,0.05,-0.36,9.790000000000001
15,0.04,-0.32,9.39,-2048.0,-2048.0,-2048.0,0.0,-0.001090830782496456,0.0,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,-0.04,0.0,-0.38,0.05,-0.36,9.790000000000001
16,0.03,-0.34,9.44,-2048.0,-2048.0,-2048.0,0.001090830782496456,0.001090830782496456,0.001090830782496456,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,0.0,0.0,-0.43,0.05,-0.36,9.790000000000001
17,0.05,-0.34,9.4,-2048.0,-2048.0,-2048.0,0.0,-0.001090830782496456,0.003272492347489368,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,0.0,0.0,-0.4,0.05,-0.36,9.790000000000001
18,0.05,-0.35000000000000003,9.39,-2048.0,-2048.0,-2048.0,0.002181661564992912,-0.002181661564992912,0.001090830782496456,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,0.01,0.02,-0.35000000000000003,0.05,-0.36,9.790000000000001
19,0.06,-0.35000000000000003,9.4,-2048.0,-2048.0,-2048.0,0.002181661564992912,0.001090830782496456,-0.001090830782496456,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,-0.03,-0.01,-0.44,0.05,-0.36,9.790000000000001
20,0.05,-0.35000000000000003,9.4,-2048.0,-2048.0,-2048.0,-0.001090830782496456,0.001090830782496456,0.0,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,1.28,0.01,-0.37,0.05,-0.36,9.790000000000001
21,0.05,-0.35000000000000003,9.4,-2048.0,-2048.0,-2048.0,0.001090830782496456,-0.001090830782496456,0.002181661564992912,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,0.0,0.02,-0.4,0.05,-0.36,9.790000000000001
22,0.04,-0.36,9.39,-2048.0,-2048.0,-2048.0,0.002181661564992912,0.0,-0.003272492347489368,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,-0.01,0.01,-0.38,0.05,-0.36,9.790000000000001
23,0.04,-0.33,9.4,-2048.0,-2048.0,-2048.0,0.0,0.0,-0.001090830782496456,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,0.0,0.0,-0.41000000000000003,0.05,-0.36,9.790000000000001
24,0.05,-0.35000000000000003,9.43,-2048.0,-2048.0,-2048.0,-0.002181661564992912,-0.001090830782496456,0.0,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,0.0,0.02,-0.39,0.05,-0.36,9.790000000000001
25,0.06,-0.36,9.35,-2048.0,-2048.0,-2048.0,0.001090830782496456,0.002181661564992912,0.0,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,0.0,-0.01,-0.41000000000000003,0.05,-0.36,9.790000000000001
26,0.07,-0.34,9.38,-2048.0,-2048.0,-2048.0,0.001090830782496456,0.0,-0.002181661564992912,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,0.0,0.02,-0.36,0.05,-0.36,9.790000000000001
27,0.04,-0.36,9.38,-2048.0,-2048.0,-2048.0,0.002181661564992912,-0.004363323129985824,0.0,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,-0.01,0.0,-0.41000000000000003,0.05,-0.36,9.790000000000001
28,0.03,-0.37,9.4,-2048.0,-2048.0,-2048.0,0.001090830782496456,-0.002181661564992912,0.001090830782496456,0.8125,0.3125,2.0625,0.99981689453125,-0.01837158203125,-0.00274658203125,-0.00726318359375,0.0,0.03,-0.4,0.05,-0.36,9.790000000000001
