"Sensor 13 Average (x, y, z)"
"[-0.349515, -0.38823, 0.2038124]"
"[-0.39531, -0.39984, 0.249623]"
"[-0.4418399999999999, -0.39968999999999993, 0.30312920000000004]"
"[-0.4941, -0.390885, 0.35801479999999997]"
"[-0.544905, -0.3722849999999999, 0.4183212]"
"[-0.5953499999999999, -0.33959999999999996, 0.4781677999999999]"
"[-0.34863, -0.434385, 0.24483139999999998]"
"[-0.39775499999999997, -0.44758499999999996, 0.30259679999999994]"
"[-0.44890499999999994, -0.45116999999999996, 0.3678883999999999]"
"[-0.50319, -0.4434449999999999, 0.43492239999999993]"
"[-0.5572199999999998, -0.42367499999999997, 0.5065302]"
"[-0.61143, -0.390855, 0.5762988]"
"[-0.3400349999999999, -0.478755, 0.28851239999999995]"
"[-0.39132, -0.49538999999999994, 0.36031379999999996]"
"[-0.44299499999999997, -0.5032350000000001, 0.43610819999999995]"
"[-0.4976999999999999, -0.4978499999999999, 0.5169362]"
"[-0.5569049999999999, -0.47930999999999996, 0.604516]"
"[-0.610965, -0.44286, 0.6905954000000001]"
"[-0.32342999999999994, -0.526245, 0.334202]"
"[-0.37356000000000006, -0.54555, 0.4137232]"
"[-0.42618, -0.5586150000000001, 0.5028518000000001]"
"[-0.484215, -0.55362, 0.6039352]"
"[-0.5401199999999999, -0.5352300000000001, 0.7052122000000001]"
"[-0.5967899999999999, -0.49816499999999997, 0.8088850000000001]"
"[-0.29696999999999996, -0.57048, 0.3809806]"
"[-0.34599, -0.59661, 0.4726501999999999]"
"[-0.39579, -0.6108299999999999, 0.5735158]"
"[-0.448695, -0.6098399999999999, 0.688853]"
"[-0.5055449999999999, -0.5940300000000001, 0.810216]"
"[-0.55836, -0.550815, 0.9321113999999999]"
"[-0.25798499999999996, -0.610905, 0.4195795999999999]"
"[-0.30205499999999996, -0.641535, 0.5245592]"
"[-0.348165, -0.66, 0.6409612]"
"[-0.39992999999999995, -0.661605, 0.7688340000000001]"
"[-0.45049499999999987, -0.645885, 0.9047653999999999]"
"[-0.4983, -0.60273, 1.046166]"
