"Sensor 6 Average (x, y, z)"
"[0.39289499999999994, 0.11482499999999998, -0.6065245999999999]"
"[0.40674000000000005, 0.046605, -0.6273366000000001]"
"[0.40789499999999995, -0.02485499999999999, -0.6340399999999999]"
"[0.399765, -0.10283999999999999, -0.6221094]"
"[0.383685, -0.173685, -0.5895846]"
"[0.36072000000000004, -0.22941, -0.5435078]"
"[0.36465000000000003, 0.12081, -0.7117946]"
"[0.37153499999999995, 0.040350000000000004, -0.7345668]"
"[0.37125, -0.040965, -0.7323645999999999]"
"[0.36561, -0.12023999999999999, -0.7138999999999999]"
"[0.351075, -0.18973500000000001, -0.6747928]"
"[0.329025, -0.25138499999999997, -0.6220125999999999]"
"[0.30945, 0.133035, -0.7959137999999998]"
"[0.31678500000000004, 0.048465000000000015, -0.8222433999999998]"
"[0.3192, -0.040679999999999994, -0.8224369999999999]"
"[0.312405, -0.12735, -0.8002455999999999]"
"[0.298065, -0.20557499999999998, -0.7556208]"
"[0.27936, -0.27164999999999995, -0.6937898000000001]"
"[0.23904000000000009, 0.145875, -0.8669408000000001]"
"[0.250365, 0.04969500000000001, -0.8903664]"
"[0.24910499999999997, -0.04546499999999999, -0.8914069999999997]"
"[0.24313500000000005, -0.13701, -0.8667956000000001]"
"[0.235215, -0.22049999999999997, -0.8195813999999999]"
"[0.217605, -0.28939499999999996, -0.7487238]"
"[0.15926999999999997, 0.14929499999999998, -0.9195032]"
"[0.167205, 0.05265000000000001, -0.9460505999999997]"
"[0.16882499999999995, -0.047999999999999994, -0.9464619999999999]"
"[0.16392, -0.1458, -0.9158732]"
"[0.155235, -0.229995, -0.8646417999999999]"
"[0.14390999999999998, -0.301305, -0.7909044000000001]"
"[0.068235, 0.15353999999999998, -0.9491482]"
"[0.06854999999999999, 0.05743500000000001, -0.9744614]"
"[0.07025999999999998, -0.046514999999999994, -0.9748002]"
"[0.069375, -0.145665, -0.9474783999999998]"
"[0.064815, -0.233625, -0.8882610000000002]"
"[0.060149999999999995, -0.308985, -0.8152737999999999]"
