Time,X,Y,Z,Displacement [mm]
2025-12-12T15:00:49.102,       0.00,        0.00,        0.00,        NaN
2025-12-12T15:00:49.102,       0.00,        0.00,        0.00,        NaN
2025-12-12T15:00:49.181,       0.00,        0.00,        0.00,        NaN
2025-12-12T15:06:18.383,        NaN,         NaN,         NaN,        NaN
2025-12-12T15:06:18.799,      -0.01,        0.00,       -0.01,       0.02
2025-12-12T15:06:19.361,        NaN,         NaN,         NaN,        NaN
2025-12-12T15:06:20.130,        NaN,         NaN,         NaN,        NaN
2025-12-12T15:06:20.380,       0.03,        0.11,        0.02,       0.12
2025-12-12T15:06:20.895,       0.02,        0.12,        0.00,       0.12
2025-12-12T15:06:21.357,        NaN,         NaN,         NaN,        NaN
2025-12-12T15:06:23.574,        NaN,         NaN,         NaN,        NaN
2025-12-12T15:06:23.974,       0.00,        0.02,        0.04,       0.05
2025-12-12T15:06:24.489,      -0.00,        0.02,        0.13,       0.13
2025-12-12T15:06:24.991,      -0.01,        0.00,        0.08,       0.08
2025-12-12T15:06:25.505,      -0.01,        0.03,        0.11,       0.12
2025-12-12T15:06:26.021,      -0.01,        0.01,        0.07,       0.07
2025-12-12T15:06:26.536,       0.00,        0.01,        0.08,       0.09
2025-12-12T15:06:27.055,      -0.00,        0.01,        0.06,       0.06
2025-12-12T15:06:27.572,      -0.01,        0.02,        0.09,       0.09
2025-12-12T15:06:28.085,      -0.01,        0.03,        0.08,       0.09
2025-12-12T15:06:28.587,      -0.00,        0.02,        0.11,       0.11
2025-12-12T15:06:29.104,      -0.03,        0.01,        0.08,       0.08
2025-12-12T15:06:29.621,      -0.01,        0.00,        0.10,       0.10
2025-12-12T15:06:30.182,      -0.01,        0.02,        0.10,       0.10
2025-12-12T15:06:30.685,      -0.01,        0.02,        0.15,       0.15
2025-12-12T15:06:31.202,      -0.02,        0.00,        0.08,       0.08
2025-12-12T15:06:31.716,      -0.01,        0.01,        0.10,       0.10
2025-12-12T15:06:32.230,      -0.01,        0.00,        0.08,       0.08
2025-12-12T15:06:32.746,      -0.01,        0.01,        0.11,       0.11
2025-12-12T15:06:33.248,      -0.02,        0.02,        0.13,       0.13
2025-12-12T15:06:33.763,      -0.01,       -0.02,        0.10,       0.11
2025-12-12T15:06:34.278,      -0.01,        0.02,        0.12,       0.12
2025-12-12T15:06:34.794,      -0.01,        0.03,        0.13,       0.13
2025-12-12T15:06:35.296,       0.00,        0.03,        0.18,       0.18
2025-12-12T15:06:35.811,       0.00,        0.00,        0.11,       0.11
2025-12-12T15:06:36.326,      -0.01,       -0.01,        0.09,       0.09
2025-12-12T15:06:36.842,      -0.01,        0.02,        0.09,       0.09
2025-12-12T15:06:37.362,      -0.00,        0.02,        0.10,       0.10
2025-12-12T15:06:37.909,      -0.00,        0.02,        0.14,       0.15
2025-12-12T15:06:38.424,      -0.00,        0.01,        0.13,       0.13
2025-12-12T15:06:38.942,      -0.02,       -0.00,        0.14,       0.14
2025-12-12T15:06:39.459,      -0.01,       -0.00,        0.09,       0.09
2025-12-12T15:06:39.972,      -0.02,        0.01,        0.14,       0.14
2025-12-12T15:06:40.488,      -0.01,        0.01,        0.13,       0.13
2025-12-12T15:06:41.005,      -0.02,        0.02,        0.16,       0.16
2025-12-12T15:06:41.508,      -0.02,        0.01,        0.07,       0.08
2025-12-12T15:06:42.019,      -0.01,        0.00,        0.13,       0.13
2025-12-12T15:06:42.536,       0.00,        0.02,        0.12,       0.12
2025-12-12T15:06:43.053,       0.00,        0.03,        0.15,       0.15
2025-12-12T15:06:43.570,      -0.02,        0.00,        0.11,       0.11
2025-12-12T15:06:44.087,      -0.01,        0.02,        0.13,       0.13
2025-12-12T15:06:44.604,      -0.01,        0.03,        0.15,       0.15
2025-12-12T15:06:45.117,      -0.01,        0.03,        0.13,       0.14
2025-12-12T15:06:45.619,      -0.01,        0.02,        0.11,       0.11
2025-12-12T15:06:46.134,      -0.01,        0.01,        0.13,       0.13
2025-12-12T15:06:46.651,      -0.01,        0.01,        0.15,       0.15
2025-12-12T15:06:47.164,      -0.01,        0.01,        0.10,       0.10
2025-12-12T15:06:47.679,      -0.01,        0.00,        0.10,       0.10
2025-12-12T15:06:48.197,      -0.02,        0.02,        0.16,       0.16
2025-12-12T15:06:48.715,      -0.01,        0.02,        0.08,       0.09
2025-12-12T15:06:49.231,      -0.01,        0.01,        0.13,       0.13
2025-12-12T15:06:49.746,      -0.01,        0.01,        0.10,       0.10
2025-12-12T15:06:50.298,      -0.01,        0.01,        0.07,       0.07
2025-12-12T15:06:50.814,      -0.01,       -0.00,        0.07,       0.07
2025-12-12T15:06:51.327,      -0.01,        0.01,        0.12,       0.12
2025-12-12T15:06:51.843,      -0.02,        0.02,        0.12,       0.13
2025-12-12T15:06:52.358,      -0.01,        0.01,        0.10,       0.10
2025-12-12T15:06:52.877,      -0.01,        0.03,        0.15,       0.16
2025-12-12T15:06:53.394,      -0.02,        0.03,        0.09,       0.09
2025-12-12T15:06:53.906,      -0.00,        0.01,        0.08,       0.08
2025-12-12T15:06:54.406,      -0.01,        0.02,        0.12,       0.13
2025-12-12T15:06:54.925,      -0.01,        0.01,        0.13,       0.13
2025-12-12T15:06:55.442,      -0.01,       -0.00,        0.10,       0.10
2025-12-12T15:06:55.955,      -0.01,        0.01,        0.12,       0.12
2025-12-12T15:06:56.457,      -0.01,       -0.00,        0.13,       0.13
2025-12-12T15:06:56.973,      -0.01,       -0.00,        0.10,       0.10
2025-12-12T15:06:57.490,      -0.01,        0.01,        0.12,       0.12
2025-12-12T15:06:58.003,      -0.01,        0.01,        0.11,       0.11
2025-12-12T15:06:58.520,      -0.00,       -0.01,        0.11,       0.11
2025-12-12T15:06:59.021,      -0.01,       -0.00,        0.08,       0.08
2025-12-12T15:06:59.537,      -0.01,        0.01,        0.09,       0.09
2025-12-12T15:07:00.050,      -0.01,        0.01,        0.13,       0.13
2025-12-12T15:07:00.566,      -0.01,        0.02,        0.13,       0.14
2025-12-12T15:07:01.083,      -0.02,       -0.00,        0.09,       0.09
2025-12-12T15:07:01.601,      -0.02,       -0.01,        0.13,       0.14
2025-12-12T15:07:02.117,      -0.01,        0.00,        0.10,       0.10
2025-12-12T15:07:02.634,      -0.02,        0.01,        0.11,       0.11
2025-12-12T15:07:03.147,      -0.02,       -0.01,        0.04,       0.05
2025-12-12T15:07:03.663,      -0.02,       -0.02,        0.02,       0.04
2025-12-12T15:07:04.165,      -0.01,       -0.02,        0.05,       0.05
2025-12-12T15:07:04.680,      -0.02,        0.00,        0.07,       0.07
2025-12-12T15:07:05.195,      -0.02,        0.00,        0.11,       0.11
2025-12-12T15:07:05.710,      -0.02,        0.01,        0.10,       0.10
2025-12-12T15:07:06.232,      -0.01,        0.00,        0.09,       0.09
2025-12-12T15:07:06.745,      -0.01,       -0.00,        0.08,       0.08
2025-12-12T15:07:07.259,      -0.01,       -0.01,        0.05,       0.05
2025-12-12T15:07:07.776,      -0.02,       -0.00,        0.08,       0.08
2025-12-12T15:07:08.278,      -0.01,       -0.01,        0.04,       0.04
2025-12-12T15:07:08.793,      -0.01,       -0.01,        0.06,       0.06
2025-12-12T15:07:09.307,      -0.02,        0.01,        0.13,       0.13
2025-12-12T15:07:09.824,      -0.03,       -0.00,        0.10,       0.10
2025-12-12T15:07:10.339,      -0.01,        0.01,        0.09,       0.09
2025-12-12T15:07:10.858,      -0.01,        0.01,        0.05,       0.05
2025-12-12T15:07:11.375,      -0.03,       -0.01,        0.07,       0.07
2025-12-12T15:07:11.890,      -0.02,       -0.00,        0.05,       0.05
2025-12-12T15:07:12.440,      -0.02,        0.00,        0.04,       0.05
2025-12-12T15:07:12.955,      -0.03,       -0.00,        0.03,       0.04
2025-12-12T15:07:13.472,      -0.02,        0.01,        0.09,       0.09
2025-12-12T15:07:13.984,      -0.01,       -0.02,        0.05,       0.05
2025-12-12T15:07:14.501,      -0.01,        0.00,        0.08,       0.08
2025-12-12T15:07:15.018,      -0.03,        0.00,        0.08,       0.08
2025-12-12T15:07:15.536,      -0.02,        0.02,        0.09,       0.10
2025-12-12T15:07:16.052,      -0.02,        0.01,        0.08,       0.08
2025-12-12T15:07:16.599,      -0.03,       -0.00,        0.08,       0.09
2025-12-12T15:07:17.119,      -0.03,        0.02,        0.11,       0.12
2025-12-12T15:07:17.634,      -0.02,       -0.01,        0.06,       0.06
2025-12-12T15:07:18.148,      -0.03,        0.00,        0.04,       0.05
2025-12-12T15:07:18.664,      -0.02,       -0.00,        0.07,       0.07
2025-12-12T15:07:19.179,      -0.02,        0.00,        0.08,       0.08
2025-12-12T15:07:19.698,      -0.02,        0.02,        0.05,       0.06
2025-12-12T15:07:20.215,      -0.03,        0.00,        0.07,       0.08
2025-12-12T15:07:20.728,      -0.03,       -0.01,        0.05,       0.05
2025-12-12T15:07:21.294,      -0.03,       -0.00,        0.09,       0.09
2025-12-12T15:07:21.797,      -0.02,       -0.01,        0.07,       0.07
2025-12-12T15:07:22.313,      -0.02,       -0.02,        0.01,       0.03
2025-12-12T15:07:22.826,      -0.02,        0.00,        0.05,       0.05
2025-12-12T15:07:23.342,      -0.03,        0.00,        0.06,       0.07
2025-12-12T15:07:23.859,      -0.01,        0.01,        0.07,       0.07
2025-12-12T15:07:24.376,      -0.02,        0.00,        0.09,       0.09
2025-12-12T15:07:24.892,      -0.03,        0.00,        0.07,       0.08
2025-12-12T15:07:25.457,      -0.02,        0.01,        0.07,       0.08
2025-12-12T15:07:25.972,      -0.03,       -0.00,        0.08,       0.09
2025-12-12T15:07:26.491,      -0.02,       -0.00,        0.06,       0.06
2025-12-12T15:07:27.008,      -0.02,        0.01,        0.09,       0.09
2025-12-12T15:07:27.523,      -0.02,       -0.00,        0.07,       0.07
2025-12-12T15:07:28.086,      -0.02,        0.01,        0.07,       0.07
2025-12-12T15:07:28.588,      -0.02,        0.01,        0.04,       0.05
2025-12-12T15:07:29.105,      -0.02,        0.00,        0.02,       0.03
2025-12-12T15:07:29.618,      -0.02,        0.02,        0.06,       0.06
2025-12-12T15:07:30.134,      -0.02,       -0.00,        0.04,       0.05
2025-12-12T15:07:30.651,      -0.02,       -0.01,        0.09,       0.09
2025-12-12T15:07:31.169,      -0.01,        0.01,        0.08,       0.08
