Time,X,Y,Z,Displacement [mm]
2024-11-01T15:14:47.236,       0.00,        0.00,        0.00,        NaN
2024-11-01T15:14:47.236,       0.00,        0.00,        0.00,        NaN
2024-11-01T15:14:47.290,       0.00,        0.00,        0.00,        NaN
2024-11-01T15:25:53.084,        NaN,         NaN,         NaN,        NaN
2024-11-01T15:25:53.253,       0.00,        0.02,        0.06,       0.06
2024-11-01T15:25:53.753,      -0.02,        0.05,        0.09,       0.11
2024-11-01T15:25:54.267,      -0.01,        0.04,        0.09,       0.10
2024-11-01T15:25:54.833,      -0.03,        0.04,        0.05,       0.07
2024-11-01T15:25:55.334,      -0.02,        0.05,        0.08,       0.09
2024-11-01T15:25:55.849,       0.00,        0.05,        0.09,       0.11
2024-11-01T15:25:56.363,      -0.02,        0.07,        0.09,       0.11
2024-11-01T15:25:56.865,      -0.02,        0.04,        0.08,       0.09
2024-11-01T15:25:57.379,      -0.02,        0.05,        0.11,       0.12
2024-11-01T15:25:57.898,      -0.00,        0.07,        0.11,       0.13
2024-11-01T15:25:58.412,      -0.02,        0.05,        0.07,       0.09
2024-11-01T15:25:58.962,      -0.01,        0.07,        0.11,       0.13
2024-11-01T15:25:59.479,      -0.02,        0.06,        0.11,       0.13
2024-11-01T15:25:59.996,      -0.02,        0.05,        0.06,       0.08
2024-11-01T15:26:00.497,      -0.02,        0.05,        0.09,       0.10
2024-11-01T15:26:01.011,      -0.02,        0.06,        0.13,       0.15
2024-11-01T15:26:01.527,      -0.02,        0.05,        0.14,       0.15
2024-11-01T15:26:02.043,      -0.02,        0.06,        0.15,       0.17
2024-11-01T15:26:02.543,      -0.01,        0.05,        0.09,       0.11
2024-11-01T15:26:03.058,      -0.01,        0.06,        0.12,       0.14
2024-11-01T15:26:03.607,      -0.01,        0.05,        0.14,       0.15
2024-11-01T15:26:04.123,      -0.01,        0.03,        0.09,       0.10
2024-11-01T15:26:04.789,      -0.02,        0.05,        0.09,       0.10
2024-11-01T15:26:05.289,      -0.02,        0.04,        0.09,       0.10
2024-11-01T15:26:05.853,      -0.02,        0.05,        0.11,       0.12
2024-11-01T15:26:06.356,      -0.00,        0.05,        0.10,       0.11
2024-11-01T15:26:06.869,      -0.01,        0.02,        0.07,       0.08
2024-11-01T15:26:07.387,      -0.02,        0.06,        0.10,       0.12
2024-11-01T15:26:07.902,      -0.02,        0.03,        0.10,       0.11
2024-11-01T15:26:08.402,      -0.01,        0.05,        0.14,       0.15
2024-11-01T15:26:08.918,      -0.02,        0.04,        0.15,       0.15
2024-11-01T15:26:09.437,      -0.00,        0.06,        0.10,       0.11
2024-11-01T15:26:09.950,      -0.02,        0.05,        0.10,       0.11
2024-11-01T15:26:10.466,      -0.04,        0.05,        0.13,       0.14
2024-11-01T15:26:10.985,      -0.01,        0.05,        0.08,       0.10
2024-11-01T15:26:11.533,      -0.01,        0.03,        0.10,       0.11
2024-11-01T15:26:12.048,       0.01,        0.06,        0.14,       0.15
2024-11-01T15:26:12.597,      -0.00,        0.06,        0.15,       0.16
2024-11-01T15:26:13.114,       0.01,        0.06,        0.15,       0.16
2024-11-01T15:26:13.630,       0.00,        0.07,        0.16,       0.17
2024-11-01T15:26:14.130,      -0.01,        0.07,        0.15,       0.17
2024-11-01T15:26:14.646,      -0.01,        0.05,        0.11,       0.12
2024-11-01T15:26:15.163,      -0.02,        0.05,        0.11,       0.13
2024-11-01T15:26:15.677,      -0.00,        0.05,        0.11,       0.12
2024-11-01T15:26:16.178,      -0.01,        0.03,        0.12,       0.13
2024-11-01T15:26:16.693,      -0.01,        0.08,        0.11,       0.13
2024-11-01T15:26:17.209,      -0.02,        0.04,        0.08,       0.10
2024-11-01T15:26:17.711,       0.00,        0.06,        0.09,       0.11
2024-11-01T15:26:18.225,      -0.02,        0.05,        0.05,       0.07
2024-11-01T15:26:18.740,      -0.02,        0.05,        0.10,       0.11
2024-11-01T15:26:19.257,      -0.01,        0.06,        0.06,       0.09
2024-11-01T15:26:19.758,      -0.01,        0.06,        0.11,       0.13
2024-11-01T15:26:20.273,      -0.03,        0.07,        0.10,       0.13
2024-11-01T15:26:20.789,      -0.03,        0.05,        0.12,       0.13
2024-11-01T15:26:21.304,      -0.03,        0.08,        0.14,       0.16
2024-11-01T15:26:21.822,      -0.01,        0.06,        0.09,       0.11
2024-11-01T15:26:22.470,      -0.01,        0.07,        0.11,       0.13
2024-11-01T15:26:22.970,      -0.01,        0.04,        0.07,       0.08
