Time,X,Y,Z
2025-03-26T15:57:52.532,     109.23,      197.35,      140.83
2025-03-26T15:57:53.044,     109.23,      197.34,      140.83
2025-03-26T15:57:53.560,     109.23,      197.34,      140.82
2025-03-26T15:57:54.077,     109.23,      197.34,      140.81
2025-03-26T15:57:54.577,     109.22,      197.35,      140.84
2025-03-26T15:57:55.092,     109.23,      197.33,      140.80
2025-03-26T15:57:55.609,     109.22,      197.35,      140.77
2025-03-26T15:57:56.159,     109.23,      197.34,      140.81
2025-03-26T15:57:56.675,     109.22,      197.31,      140.82
2025-03-26T15:57:57.191,     109.22,      197.34,      140.82
2025-03-26T15:57:57.908,     109.23,      197.33,      140.84
2025-03-26T15:57:58.456,     109.23,      197.35,      140.78
2025-03-26T15:57:58.972,     109.22,      197.34,      140.81
2025-03-26T15:57:59.490,     109.23,      197.36,      140.82
2025-03-26T15:58:00.005,     109.23,      197.32,      140.84
2025-03-26T15:58:00.554,     109.22,      197.35,      140.82
2025-03-26T15:58:01.072,     109.22,      197.33,      140.79
2025-03-26T15:58:01.587,     109.22,      197.32,      140.83
2025-03-26T15:58:02.103,     109.21,      197.34,      140.82
2025-03-26T15:58:02.653,     109.22,      197.34,      140.83
2025-03-26T15:58:03.171,     109.22,      197.33,      140.80
2025-03-26T15:58:03.717,     109.23,      197.33,      140.82
2025-03-26T15:58:04.232,     109.22,      197.32,      140.80
2025-03-26T15:58:04.749,     109.22,      197.33,      140.80
2025-03-26T15:58:05.265,     109.23,      197.34,      140.81
2025-03-26T15:58:05.816,     109.22,      197.34,      140.81
2025-03-26T15:58:06.330,     109.23,      197.34,      140.85
2025-03-26T15:58:06.846,     109.22,      197.33,      140.81
2025-03-26T15:58:07.414,     109.22,      197.33,      140.81
2025-03-26T15:58:07.915,     109.23,      197.33,      140.79
2025-03-26T15:58:08.428,     109.22,      197.35,      140.83
2025-03-26T15:58:08.977,     109.23,      197.35,      140.81
2025-03-26T15:58:09.493,     109.22,      197.32,      140.81
2025-03-26T15:58:10.013,     109.22,      197.34,      140.81
2025-03-26T15:58:10.560,     109.22,      197.36,      140.84
2025-03-26T15:58:11.075,     109.23,      197.33,      140.78
2025-03-26T15:58:11.575,     109.22,      197.34,      140.80
2025-03-26T15:58:12.092,     109.22,      197.33,      140.83
2025-03-26T15:58:12.592,     109.23,      197.33,      140.83
2025-03-26T15:58:13.108,     109.24,      197.34,      140.80
2025-03-26T15:58:13.625,     109.22,      197.33,      140.82
2025-03-26T15:58:14.190,     109.23,      197.34,      140.82
2025-03-26T15:58:14.739,     109.23,      197.34,      140.83
2025-03-26T15:58:15.256,     109.22,      197.34,      140.77
2025-03-26T15:58:15.805,     109.25,      197.33,      140.80
2025-03-26T15:58:16.305,     109.24,      197.32,      140.81
2025-03-26T15:58:16.822,     109.23,      197.32,      140.78
2025-03-26T15:58:17.335,     109.24,      197.31,      140.81
2025-03-26T15:58:17.836,     109.22,      197.33,      140.81
2025-03-26T15:58:18.353,     109.23,      197.34,      140.83
2025-03-26T15:58:18.917,     109.21,      197.34,      140.84
2025-03-26T15:58:19.417,     109.24,      197.34,      140.84
2025-03-26T15:58:19.917,     109.22,      197.33,      140.81
2025-03-26T15:58:20.434,     109.23,      197.34,      140.83
2025-03-26T15:58:20.999,     109.23,      197.33,      140.81
2025-03-26T15:58:21.500,     109.23,      197.33,      140.80
2025-03-26T15:58:22.015,     109.21,      197.33,      140.80
2025-03-26T15:58:22.531,     109.22,      197.35,      140.82
2025-03-26T15:58:23.031,     109.23,      197.33,      140.80
2025-03-26T15:58:23.546,     109.24,      197.32,      140.79
2025-03-26T15:58:24.062,     109.23,      197.34,      140.84
2025-03-26T15:58:24.562,     109.22,      197.32,      140.82
2025-03-26T15:58:25.077,     109.24,      197.31,      140.79
2025-03-26T15:58:25.597,     109.23,      197.32,      140.84
2025-03-26T15:58:26.143,     109.22,      197.32,      140.80
2025-03-26T15:58:26.659,     109.22,      197.32,      140.82
2025-03-26T15:58:27.175,     109.23,      197.35,      140.83
2025-03-26T15:58:27.725,     109.23,      197.34,      140.82
2025-03-26T15:58:28.241,     109.22,      197.33,      140.79
2025-03-26T15:58:28.757,     109.22,      197.35,      140.84
2025-03-26T15:58:29.274,     109.23,      197.32,      140.79
2025-03-26T15:58:29.822,     109.22,      197.34,      140.82
2025-03-26T15:58:30.339,     109.22,      197.33,      140.81
2025-03-26T15:58:30.840,     109.23,      197.34,      140.82
2025-03-26T15:58:31.355,     109.23,      197.34,      140.81
2025-03-26T15:58:31.920,     109.22,      197.33,      140.83
2025-03-26T15:58:32.470,     109.22,      197.34,      140.81
2025-03-26T15:58:33.138,     109.22,      197.34,      140.81
2025-03-26T15:58:33.637,     109.22,      197.35,      140.84
2025-03-26T15:58:34.153,     109.22,      197.34,      140.78
2025-03-26T15:58:34.700,     109.21,      197.33,      140.79
2025-03-26T15:58:35.216,     109.23,      197.32,      140.78
2025-03-26T15:58:35.734,     109.22,      197.32,      140.78
2025-03-26T15:58:36.248,     109.23,      197.32,      140.78
2025-03-26T15:58:36.748,     109.23,      197.33,      140.81
2025-03-26T15:58:37.263,     109.22,      197.32,      140.79
2025-03-26T15:58:37.763,     109.22,      197.33,      140.79
2025-03-26T15:58:38.281,     109.22,      197.34,      140.80
2025-03-26T15:58:38.795,     109.22,      197.34,      140.80
2025-03-26T15:58:39.312,     109.23,      197.34,      140.80
2025-03-26T15:58:39.862,     109.23,      197.34,      140.79
2025-03-26T15:58:40.379,     109.23,      197.33,      140.80
2025-03-26T15:58:40.894,     109.24,      197.33,      140.79
2025-03-26T15:58:41.410,     109.23,      197.33,      140.81
2025-03-26T15:58:41.957,     109.23,      197.34,      140.82
2025-03-26T15:58:42.475,     109.24,      197.33,      140.77
2025-03-26T15:58:42.994,     109.23,      197.32,      140.81
2025-03-26T15:58:43.507,     109.22,      197.35,      140.84
2025-03-26T15:58:44.009,     109.23,      197.32,      140.82
2025-03-26T15:58:44.523,     109.22,      197.33,      140.82
2025-03-26T15:58:45.040,     109.22,      197.33,      140.82
2025-03-26T15:58:45.590,     109.22,      197.34,      140.79
2025-03-26T15:58:46.105,     109.22,      197.35,      140.82
2025-03-26T15:58:46.622,     109.23,      197.33,      140.82
2025-03-26T15:58:47.171,     109.24,      197.31,      140.82
2025-03-26T15:58:47.687,     109.24,      197.33,      140.85
2025-03-26T15:58:48.204,     109.23,      197.34,      140.81
2025-03-26T15:58:48.719,     109.23,      197.36,      140.83
2025-03-26T15:58:49.270,     109.24,      197.34,      140.83
2025-03-26T15:58:49.783,     109.23,      197.34,      140.82
2025-03-26T15:58:50.301,     109.23,      197.33,      140.80
2025-03-26T15:58:50.836,     109.23,      197.32,      140.82
2025-03-26T15:58:51.366,     109.23,      197.32,      140.81
2025-03-26T15:58:51.868,     109.22,      197.34,      140.81
2025-03-26T15:58:52.382,     109.22,      197.33,      140.83
2025-03-26T15:58:52.897,     109.23,      197.32,      140.80
2025-03-26T15:58:53.397,     109.23,      197.33,      140.80
2025-03-26T15:58:53.913,     109.21,      197.36,      140.79
2025-03-26T15:58:54.430,     109.23,      197.34,      140.79
2025-03-26T15:58:54.944,     109.22,      197.32,      140.79
2025-03-26T15:58:55.464,     109.23,      197.35,      140.83
2025-03-26T15:58:56.011,     109.23,      197.35,      140.83
2025-03-26T15:58:56.526,     109.23,      197.34,      140.82
2025-03-26T15:58:57.043,     109.23,      197.32,      140.78
2025-03-26T15:58:57.562,     109.22,      197.35,      140.81
2025-03-26T15:58:58.075,     109.22,      197.36,      140.80
2025-03-26T15:58:58.575,     109.22,      197.35,      140.84
2025-03-26T15:58:59.091,     109.22,      197.34,      140.84
2025-03-26T15:58:59.606,     109.22,      197.33,      140.81
2025-03-26T15:59:00.122,     109.23,      197.34,      140.83
2025-03-26T15:59:00.639,     109.23,      197.33,      140.78
2025-03-26T15:59:01.141,     109.23,      197.33,      140.83
2025-03-26T15:59:01.655,     109.23,      197.33,      140.81
2025-03-26T15:59:02.172,     109.23,      197.34,      140.79
2025-03-26T15:59:02.720,     109.23,      197.35,      140.81
2025-03-26T15:59:03.237,     109.23,      197.34,      140.82
2025-03-26T15:59:03.803,     109.23,      197.34,      140.80
2025-03-26T15:59:04.304,     109.23,      197.34,      140.84
2025-03-26T15:59:04.817,     109.23,      197.35,      140.81
2025-03-26T15:59:05.333,     109.22,      197.33,      140.81
2025-03-26T15:59:05.833,     109.22,      197.32,      140.82
2025-03-26T15:59:06.367,     109.22,      197.34,      140.83
2025-03-26T15:59:06.915,     109.23,      197.33,      140.79
2025-03-26T15:59:07.433,     109.22,      197.35,      140.80
2025-03-26T15:59:07.948,     109.23,      197.34,      140.83
2025-03-26T15:59:08.481,     109.22,      197.33,      140.76
2025-03-26T15:59:08.998,     109.23,      197.34,      140.84
2025-03-26T15:59:09.498,     109.23,      197.33,      140.85
2025-03-26T15:59:10.014,     109.22,      197.34,      140.84
2025-03-26T15:59:10.527,     109.23,      197.33,      140.81
2025-03-26T15:59:11.027,     109.23,      197.33,      140.83
2025-03-26T15:59:11.546,     109.23,      197.33,      140.84
2025-03-26T15:59:12.060,     109.23,      197.35,      140.85
2025-03-26T15:59:12.627,     109.22,      197.34,      140.80
2025-03-26T15:59:13.177,     109.23,      197.33,      140.82
2025-03-26T15:59:13.694,     109.23,      197.33,      140.83
2025-03-26T15:59:14.243,     109.21,      197.34,      140.83
2025-03-26T15:59:14.757,     109.24,      197.34,      140.84
2025-03-26T15:59:15.273,     109.24,      197.35,      140.83
2025-03-26T15:59:15.774,     109.24,      197.30,      140.79
2025-03-26T15:59:16.291,     109.22,      197.32,      140.80
2025-03-26T15:59:16.804,     109.20,      197.33,      140.82
2025-03-26T15:59:17.321,     109.24,      197.32,      140.79
2025-03-26T15:59:17.820,     109.23,      197.33,      140.79
2025-03-26T15:59:18.337,     109.22,      197.34,      140.83
2025-03-26T15:59:18.854,     109.23,      197.34,      140.81
2025-03-26T15:59:19.403,     109.23,      197.34,      140.83
2025-03-26T15:59:19.918,     109.23,      197.33,      140.84
2025-03-26T15:59:20.436,     109.24,      197.32,      140.84
2025-03-26T15:59:20.951,     109.22,      197.33,      140.83
2025-03-26T15:59:21.500,     109.22,      197.33,      140.82
2025-03-26T15:59:22.017,     109.22,      197.34,      140.83
2025-03-26T15:59:22.533,     109.24,      197.34,      140.84
2025-03-26T15:59:23.048,     109.23,      197.33,      140.79
2025-03-26T15:59:23.598,     109.23,      197.34,      140.80
2025-03-26T15:59:24.115,     109.22,      197.33,      140.80
2025-03-26T15:59:24.633,     109.22,      197.34,      140.84
2025-03-26T15:59:25.132,     109.22,      197.34,      140.82
2025-03-26T15:59:25.646,     109.23,      197.34,      140.81
2025-03-26T15:59:26.178,     109.22,      197.34,      140.83
2025-03-26T15:59:26.693,     109.23,      197.33,      140.83
2025-03-26T15:59:27.211,     109.23,      197.33,      140.84
2025-03-26T15:59:27.727,     109.22,      197.32,      140.79
2025-03-26T15:59:28.226,     109.22,      197.33,      140.77
2025-03-26T15:59:28.743,     109.22,      197.32,      140.78
2025-03-26T15:59:29.260,     109.21,      197.32,      140.79
2025-03-26T15:59:29.777,     109.22,      197.35,      140.84
2025-03-26T15:59:30.325,     109.23,      197.34,      140.83
2025-03-26T15:59:30.839,     109.23,      197.33,      140.83
2025-03-26T15:59:31.356,     109.23,      197.34,      140.80
2025-03-26T15:59:31.856,     109.23,      197.31,      140.80
2025-03-26T15:59:32.372,     109.23,      197.30,      140.79
2025-03-26T15:59:32.887,     109.23,      197.32,      140.80
2025-03-26T15:59:33.388,     109.22,      197.32,      140.80
2025-03-26T15:59:33.903,     109.22,      197.34,      140.81
2025-03-26T15:59:34.421,     109.23,      197.32,      140.79
2025-03-26T15:59:34.921,     109.22,      197.32,      140.79
2025-03-26T15:59:35.436,     109.22,      197.34,      140.79
2025-03-26T15:59:35.984,     109.23,      197.33,      140.80
2025-03-26T15:59:36.501,     109.23,      197.33,      140.77
2025-03-26T15:59:37.018,     109.22,      197.32,      140.78
2025-03-26T15:59:37.519,     109.22,      197.32,      140.80
2025-03-26T15:59:38.034,     109.22,      197.33,      140.76
2025-03-26T15:59:38.600,     109.22,      197.33,      140.77
2025-03-26T15:59:39.149,     109.22,      197.34,      140.77
2025-03-26T15:59:39.664,     109.23,      197.33,      140.82
2025-03-26T15:59:40.180,     109.22,      197.34,      140.81
2025-03-26T15:59:40.679,     109.22,      197.33,      140.81
2025-03-26T15:59:41.197,     109.22,      197.34,      140.76
2025-03-26T15:59:41.714,     109.22,      197.34,      140.82
2025-03-26T15:59:42.214,     109.23,      197.33,      140.75
2025-03-26T15:59:42.728,     109.23,      197.33,      140.76
2025-03-26T15:59:43.244,     109.23,      197.33,      140.80
2025-03-26T15:59:43.775,     109.21,      197.34,      140.80
2025-03-26T15:59:44.292,     109.23,      197.34,      140.80
2025-03-26T15:59:44.810,     109.22,      197.35,      140.81
2025-03-26T15:59:45.323,     109.22,      197.34,      140.77
2025-03-26T15:59:45.841,     109.23,      197.34,      140.79
2025-03-26T15:59:46.390,     109.23,      197.34,      140.79
2025-03-26T15:59:46.908,     109.22,      197.32,      140.78
2025-03-26T15:59:47.422,     109.22,      197.33,      140.76
2025-03-26T15:59:47.937,     109.22,      197.34,      140.79
2025-03-26T15:59:48.439,     109.23,      197.32,      140.79
2025-03-26T15:59:48.956,     109.23,      197.35,      140.78
2025-03-26T15:59:49.470,     109.24,      197.32,      140.78
2025-03-26T15:59:49.971,     109.23,      197.31,      140.77
2025-03-26T15:59:50.487,     109.23,      197.33,      140.77
2025-03-26T15:59:51.003,     109.22,      197.31,      140.77
2025-03-26T15:59:51.551,     109.23,      197.32,      140.81
2025-03-26T15:59:52.068,     109.23,      197.32,      140.78
2025-03-26T15:59:52.583,     109.22,      197.32,      140.78
2025-03-26T15:59:53.099,     109.22,      197.33,      140.79
2025-03-26T15:59:53.601,     109.21,      197.33,      140.78
2025-03-26T15:59:54.115,     109.22,      197.33,      140.79
2025-03-26T15:59:54.631,     109.22,      197.34,      140.77
2025-03-26T15:59:55.151,     109.22,      197.32,      140.78
2025-03-26T15:59:55.664,     109.23,      197.32,      140.78
2025-03-26T15:59:56.180,     109.22,      197.31,      140.78
2025-03-26T15:59:56.697,     109.23,      197.33,      140.82
2025-03-26T15:59:57.212,     109.23,      197.32,      140.81
2025-03-26T15:59:57.762,     109.22,      197.34,      140.82
2025-03-26T15:59:58.277,     109.23,      197.33,      140.79
2025-03-26T15:59:58.795,     109.25,      197.33,      140.77
2025-03-26T15:59:59.310,     109.23,      197.33,      140.80
2025-03-26T15:59:59.810,     109.23,      197.31,      140.78
2025-03-26T16:00:00.325,     109.23,      197.34,      140.80
2025-03-26T16:00:00.843,     109.22,      197.31,      140.80
2025-03-26T16:00:01.375,     109.23,      197.33,      140.78
2025-03-26T16:00:01.892,     109.22,      197.34,      140.81
2025-03-26T16:00:02.407,     109.24,      197.31,      140.77
2025-03-26T16:00:02.908,     109.22,      197.32,      140.78
2025-03-26T16:00:03.422,     109.22,      197.33,      140.78
2025-03-26T16:00:03.940,     109.21,      197.34,      140.81
2025-03-26T16:00:04.454,     109.23,      197.34,      140.83
2025-03-26T16:00:04.970,     109.23,      197.33,      140.81
2025-03-26T16:00:05.521,     109.23,      197.31,      140.82
2025-03-26T16:00:06.053,     109.22,      197.33,      140.80
2025-03-26T16:00:06.604,     109.23,      197.33,      140.80
2025-03-26T16:00:07.118,     109.23,      197.33,      140.76
2025-03-26T16:00:07.634,     109.22,      197.34,      140.82
2025-03-26T16:00:08.134,     109.23,      197.34,      140.80
2025-03-26T16:00:08.649,     109.23,      197.31,      140.82
2025-03-26T16:00:09.165,     109.22,      197.32,      140.81
2025-03-26T16:00:09.683,     109.23,      197.32,      140.79
2025-03-26T16:00:10.199,     109.23,      197.35,      140.77
2025-03-26T16:00:10.714,     109.24,      197.34,      140.80
2025-03-26T16:00:11.263,     109.23,      197.31,      140.79
2025-03-26T16:00:11.780,     109.23,      197.34,      140.85
2025-03-26T16:00:12.295,     109.23,      197.36,      140.82
2025-03-26T16:00:12.811,     109.23,      197.35,      140.76
2025-03-26T16:00:13.330,     109.22,      197.31,      140.82
2025-03-26T16:00:13.877,     109.22,      197.33,      140.80
2025-03-26T16:00:14.393,     109.21,      197.33,      140.76
2025-03-26T16:00:14.909,     109.23,      197.34,      140.79
2025-03-26T16:00:15.428,     109.23,      197.33,      140.80
2025-03-26T16:00:15.977,     109.23,      197.32,      140.77
2025-03-26T16:00:16.491,     109.23,      197.32,      140.81
2025-03-26T16:00:17.009,     109.23,      197.33,      140.79
2025-03-26T16:00:17.574,     109.23,      197.33,      140.80
2025-03-26T16:00:18.075,     109.24,      197.34,      140.81
2025-03-26T16:00:18.589,     109.23,      197.34,      140.82
2025-03-26T16:00:19.138,     109.23,      197.34,      140.81
2025-03-26T16:00:19.655,     109.21,      197.35,      140.83
2025-03-26T16:00:20.173,     109.22,      197.33,      140.81
2025-03-26T16:00:20.739,     109.22,      197.32,      140.79
2025-03-26T16:00:21.287,     109.23,      197.32,      140.81
2025-03-26T16:00:21.801,     109.21,      197.32,      140.78
2025-03-26T16:00:22.319,     109.22,      197.33,      140.79
2025-03-26T16:00:22.820,     109.22,      197.32,      140.80
2025-03-26T16:00:23.334,     109.23,      197.33,      140.81
2025-03-26T16:00:23.850,     109.22,      197.33,      140.80
2025-03-26T16:00:24.401,     109.23,      197.33,      140.83
2025-03-26T16:00:24.916,     109.23,      197.35,      140.83
2025-03-26T16:00:25.434,     109.22,      197.33,      140.81
2025-03-26T16:00:25.984,     109.22,      197.33,      140.81
2025-03-26T16:00:26.499,     109.23,      197.34,      140.82
2025-03-26T16:00:27.014,     109.23,      197.33,      140.80
2025-03-26T16:00:27.514,     109.23,      197.33,      140.83
2025-03-26T16:00:28.028,     109.22,      197.33,      140.83
2025-03-26T16:00:28.544,     109.24,      197.33,      140.84
2025-03-26T16:00:29.062,     109.22,      197.33,      140.83
2025-03-26T16:00:29.610,     109.23,      197.34,      140.78
2025-03-26T16:00:30.126,     109.23,      197.34,      140.79
2025-03-26T16:00:30.644,     109.22,      197.33,      140.78
2025-03-26T16:00:31.193,     109.22,      197.32,      140.81
2025-03-26T16:00:31.712,     109.22,      197.33,      140.78
2025-03-26T16:00:32.259,     109.24,      197.32,      140.80
2025-03-26T16:00:32.773,     109.23,      197.35,      140.81
2025-03-26T16:00:33.291,     109.22,      197.32,      140.79
2025-03-26T16:00:33.806,     109.22,      197.32,      140.81
2025-03-26T16:00:34.308,     109.22,      197.32,      140.79
2025-03-26T16:00:34.821,     109.22,      197.32,      140.80
2025-03-26T16:00:35.321,     109.23,      197.33,      140.81
2025-03-26T16:00:35.837,     109.23,      197.33,      140.82
2025-03-26T16:00:36.354,     109.22,      197.33,      140.80
2025-03-26T16:00:36.904,     109.22,      197.31,      140.78
2025-03-26T16:00:37.453,     109.22,      197.32,      140.80
2025-03-26T16:00:37.968,     109.22,      197.34,      140.80
2025-03-26T16:00:38.486,     109.23,      197.34,      140.81
2025-03-26T16:00:39.001,     109.24,      197.33,      140.77
2025-03-26T16:00:39.515,     109.22,      197.33,      140.78
2025-03-26T16:00:40.016,     109.22,      197.31,      140.77
2025-03-26T16:00:40.532,     109.22,      197.32,      140.77
2025-03-26T16:00:41.034,     109.22,      197.33,      140.79
2025-03-26T16:00:41.549,     109.22,      197.32,      140.79
2025-03-26T16:00:42.066,     109.22,      197.33,      140.81
2025-03-26T16:00:42.614,     109.23,      197.32,      140.77
2025-03-26T16:00:43.130,     109.22,      197.33,      140.76
2025-03-26T16:00:43.646,     109.22,      197.33,      140.78
2025-03-26T16:00:44.198,     109.23,      197.33,      140.77
2025-03-26T16:00:44.712,     109.22,      197.32,      140.80
2025-03-26T16:00:45.229,     109.22,      197.32,      140.79
2025-03-26T16:00:45.794,     109.23,      197.31,      140.78
2025-03-26T16:00:46.345,     109.22,      197.34,      140.81
2025-03-26T16:00:46.860,     109.23,      197.33,      140.84
2025-03-26T16:00:47.375,     109.23,      197.35,      140.86
2025-03-26T16:00:47.875,     109.23,      197.33,      140.80
2025-03-26T16:00:48.391,     109.22,      197.34,      140.80
2025-03-26T16:00:48.940,     109.23,      197.35,      140.83
2025-03-26T16:00:49.457,     109.23,      197.32,      140.78
2025-03-26T16:00:49.974,     109.22,      197.33,      140.80
2025-03-26T16:00:50.491,     109.23,      197.33,      140.84
2025-03-26T16:00:51.039,     109.23,      197.33,      140.81
2025-03-26T16:00:51.553,     109.24,      197.32,      140.80
2025-03-26T16:00:52.070,     109.22,      197.35,      140.81
2025-03-26T16:00:52.586,     109.23,      197.34,      140.80
2025-03-26T16:00:53.101,     109.22,      197.31,      140.79
2025-03-26T16:00:53.602,     109.24,      197.34,      140.83
2025-03-26T16:00:54.217,     109.21,      197.34,      140.82
2025-03-26T16:00:54.718,     109.23,      197.34,      140.81
2025-03-26T16:00:55.235,     109.22,      197.34,      140.81
2025-03-26T16:00:55.782,     109.22,      197.34,      140.81
2025-03-26T16:00:56.300,     109.24,      197.33,      140.79
2025-03-26T16:00:56.848,     109.21,      197.33,      140.77
2025-03-26T16:00:57.365,     109.23,      197.31,      140.80
2025-03-26T16:00:57.880,     109.23,      197.31,      140.78
2025-03-26T16:00:58.382,     109.23,      197.32,      140.82
2025-03-26T16:00:58.896,     109.23,      197.32,      140.82
2025-03-26T16:00:59.412,     109.22,      197.34,      140.79
2025-03-26T16:00:59.928,     109.22,      197.31,      140.79
2025-03-26T16:01:00.444,     109.24,      197.31,      140.78
2025-03-26T16:01:00.960,     109.23,      197.32,      140.81
2025-03-26T16:01:01.479,     109.23,      197.34,      140.83
2025-03-26T16:01:02.026,     109.22,      197.33,      140.79
2025-03-26T16:01:02.542,     109.23,      197.32,      140.77
2025-03-26T16:01:03.060,     109.23,      197.35,      140.80
2025-03-26T16:01:03.576,     109.23,      197.32,      140.77
2025-03-26T16:01:04.091,     109.22,      197.33,      140.79
2025-03-26T16:01:04.590,     109.22,      197.34,      140.83
2025-03-26T16:01:05.105,     109.23,      197.33,      140.78
2025-03-26T16:01:05.623,     109.22,      197.34,      140.82
2025-03-26T16:01:06.138,     109.23,      197.32,      140.78
2025-03-26T16:01:06.638,     109.22,      197.34,      140.81
2025-03-26T16:01:07.154,     109.22,      197.34,      140.80
2025-03-26T16:01:07.671,     109.23,      197.33,      140.78
2025-03-26T16:01:08.186,     109.21,      197.34,      140.83
2025-03-26T16:01:08.751,     109.22,      197.33,      140.81
2025-03-26T16:01:09.252,     109.24,      197.33,      140.83
2025-03-26T16:01:09.768,     109.23,      197.32,      140.82
2025-03-26T16:01:10.283,     109.23,      197.32,      140.77
2025-03-26T16:01:10.801,     109.23,      197.34,      140.78
2025-03-26T16:01:11.317,     109.22,      197.34,      140.80
2025-03-26T16:01:11.916,     109.22,      197.34,      140.83
2025-03-26T16:01:12.465,     109.24,      197.33,      140.80
2025-03-26T16:01:12.980,     109.24,      197.33,      140.77
2025-03-26T16:01:13.496,     109.24,      197.32,      140.83
2025-03-26T16:01:14.014,     109.24,      197.35,      140.88
2025-03-26T16:01:14.514,     109.23,      197.33,      140.86
2025-03-26T16:01:15.029,     109.22,      197.34,      140.79
2025-03-26T16:01:15.547,     109.23,      197.34,      140.84
2025-03-26T16:01:16.062,     109.22,      197.34,      140.83
2025-03-26T16:01:16.611,     109.24,      197.33,      140.80
2025-03-26T16:01:17.126,     109.22,      197.33,      140.81
2025-03-26T16:01:17.645,     109.22,      197.32,      140.79
2025-03-26T16:01:18.192,     109.23,      197.34,      140.82
2025-03-26T16:01:18.708,     109.23,      197.36,      140.85
2025-03-26T16:01:19.224,     109.20,      197.34,      140.83
2025-03-26T16:01:19.741,     109.22,      197.33,      140.80
2025-03-26T16:01:20.257,     109.22,      197.33,      140.82
2025-03-26T16:01:20.773,     109.24,      197.31,      140.82
2025-03-26T16:01:21.289,     109.23,      197.32,      140.82
2025-03-26T16:01:21.856,     109.22,      197.33,      140.76
2025-03-26T16:01:22.357,     109.22,      197.33,      140.81
2025-03-26T16:01:22.870,     109.22,      197.34,      140.80
2025-03-26T16:01:23.386,     109.23,      197.32,      140.82
2025-03-26T16:01:23.905,     109.22,      197.34,      140.78
2025-03-26T16:01:24.418,     109.23,      197.33,      140.79
2025-03-26T16:01:24.968,     109.23,      197.33,      140.82
2025-03-26T16:01:25.483,     109.23,      197.35,      140.82
2025-03-26T16:01:26.002,     109.23,      197.32,      140.79
2025-03-26T16:01:26.518,     109.23,      197.34,      140.79
2025-03-26T16:01:27.032,     109.22,      197.33,      140.81
2025-03-26T16:01:27.600,     109.23,      197.32,      140.80
2025-03-26T16:01:28.149,     109.23,      197.33,      140.84
2025-03-26T16:01:28.663,     109.23,      197.32,      140.81
2025-03-26T16:01:29.181,     109.23,      197.32,      140.83
2025-03-26T16:01:29.681,     109.23,      197.32,      140.86
2025-03-26T16:01:30.197,     109.23,      197.32,      140.79
2025-03-26T16:01:30.712,     109.22,      197.34,      140.81
2025-03-26T16:01:31.227,     109.23,      197.32,      140.77
2025-03-26T16:01:31.728,     109.23,      197.32,      140.78
2025-03-26T16:01:32.245,     109.23,      197.33,      140.80
2025-03-26T16:01:32.759,     109.22,      197.34,      140.78
2025-03-26T16:01:33.277,     109.24,      197.34,      140.80
2025-03-26T16:01:33.777,     109.22,      197.34,      140.80
2025-03-26T16:01:34.293,     109.23,      197.35,      140.81
2025-03-26T16:01:34.806,     109.24,      197.33,      140.79
2025-03-26T16:01:35.323,     109.22,      197.33,      140.77
2025-03-26T16:01:35.823,     109.22,      197.32,      140.85
2025-03-26T16:01:36.339,     109.22,      197.34,      140.83
2025-03-26T16:01:36.854,     109.23,      197.32,      140.82
2025-03-26T16:01:37.356,     109.24,      197.32,      140.79
2025-03-26T16:01:37.871,     109.23,      197.34,      140.81
2025-03-26T16:01:38.387,     109.23,      197.33,      140.78
2025-03-26T16:01:38.889,     109.25,      197.31,      140.81
2025-03-26T16:01:39.402,     109.24,      197.32,      140.84
2025-03-26T16:01:39.920,     109.23,      197.33,      140.82
2025-03-26T16:01:40.487,     109.23,      197.34,      140.82
2025-03-26T16:01:41.034,     109.23,      197.33,      140.81
2025-03-26T16:01:41.550,     109.23,      197.33,      140.81
2025-03-26T16:01:42.065,     109.24,      197.32,      140.78
2025-03-26T16:01:42.566,     109.23,      197.34,      140.85
2025-03-26T16:01:43.083,     109.22,      197.35,      140.79
2025-03-26T16:01:43.631,     109.23,      197.33,      140.83
2025-03-26T16:01:44.147,     109.22,      197.33,      140.83
2025-03-26T16:01:44.664,     109.22,      197.33,      140.79
2025-03-26T16:01:45.183,     109.23,      197.34,      140.81
2025-03-26T16:01:45.728,     109.22,      197.33,      140.81
2025-03-26T16:01:46.245,     109.23,      197.31,      140.78
2025-03-26T16:01:46.761,     109.22,      197.33,      140.79
2025-03-26T16:01:47.294,     109.23,      197.32,      140.81
2025-03-26T16:01:47.811,     109.24,      197.33,      140.82
2025-03-26T16:01:48.326,     109.23,      197.33,      140.82
2025-03-26T16:01:48.842,     109.22,      197.33,      140.83
2025-03-26T16:01:49.342,     109.24,      197.33,      140.82
2025-03-26T16:01:49.858,     109.24,      197.33,      140.81
2025-03-26T16:01:50.377,     109.21,      197.33,      140.81
2025-03-26T16:01:50.890,     109.21,      197.34,      140.80
2025-03-26T16:01:51.409,     109.24,      197.33,      140.81
2025-03-26T16:01:51.924,     109.24,      197.32,      140.80
2025-03-26T16:01:52.437,     109.23,      197.34,      140.85
2025-03-26T16:01:52.937,     109.23,      197.34,      140.81
2025-03-26T16:01:53.455,     109.24,      197.33,      140.79
2025-03-26T16:01:54.003,     109.23,      197.35,      140.82
2025-03-26T16:01:54.521,     109.23,      197.32,      140.81
2025-03-26T16:01:55.035,     109.23,      197.32,      140.80
