  322,     100.03,      234.33,      139.78
  323,     100.07,      234.35,      139.84
  324,      99.94,      234.34,      139.72
  325,      99.95,      234.34,      139.69
  326,      99.95,      234.32,      139.67
  327,      99.99,      234.33,      139.72
  328,     100.13,      234.10,      140.19
  329,     100.25,      233.78,      140.72
  330,     100.25,      233.80,      140.77
  331,     100.27,      233.78,      140.78
  332,     100.24,      233.79,      140.75
  333,     100.25,      233.79,      140.67
  334,     100.22,      233.82,      140.71
  335,     100.21,      233.83,      140.64
  336,     100.21,      233.82,      140.68
  337,     100.20,      233.85,      140.68
  338,     100.15,      234.05,      140.33
  339,      99.98,      234.24,      139.86
  340,      99.96,      234.26,      139.87
  341,      99.97,      234.26,      139.82
  342,      99.97,      234.27,      139.81
  343,      99.96,      234.28,      139.87
  344,      99.97,      234.25,      139.85
  345,      99.97,      234.23,      139.79
  346,      99.96,      234.26,      139.83
  347,      99.96,      234.25,      139.86
  348,      99.98,      234.25,      139.83
  349,     100.01,      234.25,      139.85
  350,     100.04,      234.28,      139.87
  351,     100.05,      234.26,      139.89
  352,     100.05,      234.27,      139.89
  353,     100.05,      234.26,      139.87
  354,     100.21,      234.22,      139.87
  355,     100.26,      234.17,      139.85
  356,     100.20,      234.18,      139.83
  357,     100.25,      234.17,      139.82
  358,     100.23,      234.18,      139.82
  359,     100.31,      234.18,      139.84
  360,     100.36,      234.15,      139.77
  361,     100.34,      234.13,      139.75
  362,     100.31,      234.17,      139.76
  363,     100.32,      234.17,      139.75
  364,     100.35,      234.17,      139.77
  365,     100.34,      234.18,      139.74
  366,     100.31,      234.17,      139.71
  367,     100.32,      234.16,      139.67
  368,     100.34,      234.17,      139.67
  369,     100.33,      234.18,      139.75
  370,     100.32,      234.18,      139.75
  371,     100.30,      234.17,      139.72
  372,     100.14,      234.19,      139.69
  373,      99.62,      234.24,      139.61
  374,      99.64,      234.26,      139.62
  375,      99.65,      234.25,      139.56
  376,      99.67,      234.29,      139.53
  377,      99.94,      234.67,      139.36
  378,      99.96,      234.68,      139.29
  379,      99.96,      234.63,      139.35
  380,      99.84,      234.48,      139.55
  381,      99.85,      234.45,      139.57
  382,      99.83,      234.45,      139.54
  383,      99.82,      234.49,      139.57
  384,      99.92,      234.77,      139.26
  385,     100.06,      235.01,      138.94
  386,     100.15,      234.97,      138.89
  387,     100.27,      235.04,      138.81
  388,     100.30,      234.99,      138.80
  389,     100.29,      234.98,      138.79
  390,     100.27,      234.98,      138.80
  391,     100.28,      234.99,      138.82
  392,     100.30,      235.00,      138.88
  393,     100.33,      234.97,      138.79
  394,     100.33,      234.99,      138.82
  395,     100.33,      234.99,      138.80
  396,     100.33,      234.96,      138.75
  397,     100.33,      234.98,      138.77
  398,     100.35,      234.99,      138.79
  399,     100.35,      234.99,      138.78
  400,     100.34,      235.00,      138.80
  401,     100.34,      235.00,      138.81
  402,     100.36,      235.00,      138.80
  403,     100.35,      234.97,      138.80
  404,     100.34,      234.96,      138.83
  405,     100.25,      234.76,      139.18
  406,     100.05,      234.60,      139.38
  407,     100.03,      234.62,      139.41
  408,        NaN,         NaN,         NaN
  409,        NaN,         NaN,         NaN
  410,     100.03,      234.63,      139.45
  411,     100.03,      234.63,      139.47
  412,     100.02,      234.61,      139.43
  413,     100.02,      234.63,      139.46
  414,     100.02,      234.62,      139.49
  415,     100.02,      234.61,      139.43
  416,     100.02,      234.61,      139.42
  417,     100.02,      234.62,      139.44
  418,     100.02,      234.64,      139.47
  419,     100.02,      234.64,      139.47
  420,     100.03,      234.60,      139.44
  421,     100.02,      234.62,      139.42
  422,     100.02,      234.62,      139.45
  423,     100.03,      234.62,      139.47
  424,     100.02,      234.61,      139.47
  425,     100.02,      234.60,      139.44
  426,     100.03,      234.63,      139.45
  427,     100.02,      234.62,      139.40
  428,     100.04,      234.59,      139.39
  429,     100.02,      234.62,      139.44
  430,     100.02,      234.61,      139.45
  431,     100.02,      234.62,      139.44
  432,     100.02,      234.61,      139.40
  433,     100.03,      234.62,      139.46
  434,     100.01,      234.61,      139.45
  435,     100.02,      234.62,      139.47
  436,     100.01,      234.61,      139.46
  437,     100.01,      234.61,      139.43
  438,     100.02,      234.61,      139.44
  439,     100.03,      234.61,      139.43
  440,     100.03,      234.61,      139.47
  441,     100.03,      234.62,      139.45
  442,     100.01,      234.61,      139.44
  443,     100.02,      234.61,      139.40
  444,     100.03,      234.60,      139.44
  445,     100.01,      234.63,      139.48
  446,     100.02,      234.62,      139.47
  447,     100.02,      234.62,      139.47
  448,     100.02,      234.61,      139.44
  449,     100.01,      234.60,      139.45
  450,     100.04,      234.62,      139.46
  451,     100.03,      234.61,      139.45
  452,     100.03,      234.62,      139.45
  453,     100.02,      234.60,      139.44
  454,     100.03,      234.58,      139.44
  455,     100.03,      234.61,      139.45
  456,     100.02,      234.61,      139.44
  457,     100.02,      234.61,      139.47
  458,     100.01,      234.62,      139.47
  459,     100.02,      234.62,      139.45
  460,     100.03,      234.62,      139.47
  461,     100.01,      234.63,      139.46
  462,     100.01,      234.63,      139.47
  463,     100.01,      234.60,      139.40
  464,     100.03,      234.61,      139.41
  465,     100.05,      234.62,      139.48
  466,     100.03,      234.62,      139.46
  467,     100.01,      234.61,      139.45
  468,     100.01,      234.60,      139.46
  469,      99.97,      234.59,      139.47
  470,      99.96,      234.57,      139.50
  471,      99.95,      234.60,      139.45
  472,      99.75,      234.54,      139.48
  473,      98.72,      234.42,      139.71
  474,      98.10,      234.36,      139.67
  475,      98.16,      234.34,      139.63
  476,      98.27,      234.36,      139.70
  477,      98.29,      234.36,      139.74
  478,      98.32,      234.34,      139.70
  479,      98.32,      234.36,      139.74
  480,      98.29,      234.34,      139.68
  481,      98.23,      234.34,      139.63
  482,      98.24,      234.36,      139.68
  483,      98.26,      234.35,      139.70
  484,      98.28,      234.34,      139.71
  485,      98.30,      234.36,      139.70
  486,      98.30,      234.34,      139.78
  487,      98.31,      234.38,      139.79
  488,      98.28,      234.35,      139.71
  489,      98.29,      234.37,      139.78
  490,      98.25,      234.38,      139.76
  491,      98.27,      234.36,      139.72
  492,      98.26,      234.35,      139.74
  493,      98.28,      234.37,      139.79
  494,      98.30,      234.36,      139.77
  495,      98.31,      234.37,      139.73
  496,      98.33,      234.34,      139.74
  497,      98.32,      234.34,      139.71
  498,      98.37,      234.35,      139.76
  499,      98.35,      234.34,      139.73
  500,      98.39,      234.36,      139.75
  501,      98.36,      234.35,      139.74
  502,      98.37,      234.34,      139.73
  503,      98.32,      234.34,      139.72
  504,      98.32,      234.35,      139.75
  505,      98.33,      234.34,      139.72
  506,      98.26,      234.36,      139.68
  507,      98.28,      234.34,      139.69
  508,      98.32,      234.37,      139.77
  509,      98.34,      234.36,      139.77
  510,      98.35,      234.35,      139.75
  511,      98.36,      234.37,      139.75
  512,      98.33,      234.38,      139.78
  513,      98.35,      234.35,      139.75
  514,      99.30,      234.42,      139.61
  515,      99.79,      234.50,      139.52
  516,      99.79,      234.49,      139.51
  517,      99.79,      234.48,      139.46
  518,      99.80,      234.50,      139.53
  519,      99.80,      234.52,      139.51
  520,      99.80,      234.50,      139.48
  521,      99.80,      234.50,      139.48
  522,      99.80,      234.48,      139.49
  523,      99.81,      234.49,      139.53
  524,      99.80,      234.48,      139.47
  525,      99.80,      234.52,      139.51
  526,      99.80,      234.51,      139.48
  527,      99.80,      234.50,      139.51
  528,      99.79,      234.49,      139.47
  529,      99.80,      234.50,      139.53
  530,      99.81,      234.51,      139.51
  531,      99.82,      234.49,      139.51
  532,      99.82,      234.49,      139.52
  533,      99.83,      234.51,      139.53
  534,      99.82,      234.49,      139.54
  535,      99.82,      234.48,      139.48
  536,      99.82,      234.49,      139.50
  537,      99.81,      234.49,      139.48
  538,      99.81,      234.49,      139.49
  539,      99.82,      234.48,      139.47
  540,      99.81,      234.49,      139.52
  541,      99.83,      234.50,      139.54
  542,      99.82,      234.50,      139.52
  543,      99.82,      234.49,      139.51
  544,      99.80,      234.49,      139.51
  545,      99.82,      234.47,      139.46
  546,      99.82,      234.50,      139.53
  547,      99.82,      234.52,      139.52
  548,      99.82,      234.49,      139.49
  549,      99.82,      234.50,      139.51
  550,      99.82,      234.52,      139.50
  551,      99.81,      234.49,      139.51
  552,      99.81,      234.50,      139.52
  553,      99.81,      234.50,      139.48
  554,      99.83,      234.52,      139.49
  555,      99.82,      234.51,      139.48
  556,      99.82,      234.51,      139.53
  557,      99.81,      234.50,      139.52
  558,      99.81,      234.50,      139.49
  559,      99.83,      234.50,      139.54
  560,      99.82,      234.51,      139.51
  561,      99.82,      234.49,      139.49
  562,      99.82,      234.48,      139.48
  563,      99.82,      234.49,      139.52
  564,      99.82,      234.49,      139.52
  565,      99.82,      234.50,      139.52
  566,      99.81,      234.50,      139.54
  567,      99.81,      234.50,      139.54
  568,      99.82,      234.49,      139.49
  569,      99.82,      234.47,      139.50
  570,      99.82,      234.51,      139.54
  571,      99.81,      234.49,      139.50
  572,      99.82,      234.49,      139.47
  573,      99.83,      234.52,      139.55
  574,      99.81,      234.49,      139.51
  575,      99.82,      234.50,      139.53
  576,      99.81,      234.49,      139.55
