No.,X,Y,Z,Displacement [mm]
  568,      -0.21,       -0.13,        0.04,       0.25
  569,      -0.21,       -0.16,        0.05,       0.27
  570,      -0.21,       -0.11,        0.09,       0.25
  571,      -0.22,       -0.14,        0.05,       0.26
  572,      -0.20,       -0.14,        0.02,       0.25
  573,      -0.20,       -0.11,        0.10,       0.25
  574,      -0.22,       -0.14,        0.06,       0.27
  575,      -0.21,       -0.13,        0.08,       0.26
  576,      -0.21,       -0.13,        0.10,       0.27
  577,      -0.21,       -0.14,        0.03,       0.25
  578,      -0.21,       -0.14,        0.02,       0.25
  579,      -0.22,       -0.11,        0.07,       0.26
  580,      -0.21,       -0.12,        0.09,       0.26
  581,      -0.20,       -0.12,        0.05,       0.24
  582,      -0.19,       -0.12,        0.10,       0.25
  583,      -0.21,       -0.12,        0.10,       0.26
  584,      -0.21,       -0.11,        0.14,       0.28
  585,      -0.20,       -0.13,        0.10,       0.26
  586,      -0.22,       -0.12,        0.06,       0.26
  587,      -0.21,       -0.13,        0.09,       0.26
  588,      -0.21,       -0.14,        0.04,       0.25
  589,      -0.21,       -0.13,        0.03,       0.25
  590,      -0.20,       -0.12,        0.05,       0.24
  591,      -0.21,       -0.12,        0.07,       0.25
  592,      -0.22,       -0.15,        0.03,       0.26
  593,      -0.21,       -0.13,        0.08,       0.26
  594,      -0.20,       -0.13,        0.05,       0.24
  595,      -0.21,       -0.14,        0.06,       0.25
  596,      -0.20,       -0.11,        0.08,       0.24
  597,      -0.21,       -0.13,        0.06,       0.25
  598,      -0.20,       -0.13,        0.06,       0.25
  599,      -0.20,       -0.13,        0.07,       0.25
  600,      -0.20,       -0.14,        0.06,       0.25
  601,      -0.22,       -0.14,        0.06,       0.26
  602,      -0.21,       -0.14,        0.06,       0.26
  603,      -0.21,       -0.13,        0.08,       0.26
  604,      -0.21,       -0.12,        0.05,       0.25
  605,      -0.21,       -0.14,        0.03,       0.25
  606,      -0.20,       -0.13,        0.07,       0.25
  607,      -0.19,       -0.11,        0.07,       0.23
  608,      -0.21,       -0.12,        0.04,       0.24
  609,      -0.19,       -0.13,        0.08,       0.24
  610,      -0.21,       -0.13,        0.06,       0.25
  611,      -0.21,       -0.12,        0.08,       0.26
  612,      -0.21,       -0.14,        0.06,       0.26
  613,      -0.20,       -0.11,        0.10,       0.25
  614,      -0.19,       -0.11,        0.08,       0.24
  615,      -0.20,       -0.13,        0.08,       0.25
  616,      -0.22,       -0.13,        0.05,       0.26
  617,      -0.22,       -0.12,        0.04,       0.26
  618,      -0.21,       -0.13,        0.06,       0.25
  619,      -0.19,       -0.10,        0.08,       0.23
  620,      -0.20,       -0.13,        0.04,       0.24
  621,      -0.20,       -0.10,        0.10,       0.25
  622,      -0.20,       -0.12,        0.04,       0.24
  623,      -0.20,       -0.15,        0.03,       0.25
  624,      -0.21,       -0.14,        0.05,       0.25
  625,      -0.21,       -0.13,        0.04,       0.25
  626,      -0.20,       -0.12,        0.09,       0.25
  627,      -0.21,       -0.11,        0.10,       0.26
  628,      -0.21,       -0.13,        0.06,       0.25
  629,      -0.21,       -0.13,        0.06,       0.25
  630,      -0.20,       -0.12,        0.06,       0.25
  631,      -0.20,       -0.13,        0.05,       0.25
  632,      -0.20,       -0.13,        0.02,       0.24
  633,      -0.21,       -0.14,        0.04,       0.25
  634,      -0.20,       -0.13,        0.05,       0.24
  635,      -0.20,       -0.13,        0.09,       0.26
  636,      -0.20,       -0.13,        0.05,       0.25
  637,      -0.21,       -0.14,        0.06,       0.26
  638,      -0.22,       -0.13,        0.04,       0.25
  639,      -0.21,       -0.14,        0.01,       0.25
  640,      -0.20,       -0.12,        0.07,       0.25
  641,      -0.20,       -0.12,        0.06,       0.24
  642,      -0.20,       -0.13,        0.06,       0.25
  643,      -0.20,       -0.12,        0.06,       0.24
  644,      -0.21,       -0.13,        0.09,       0.26
  645,      -0.19,       -0.12,        0.03,       0.23
  646,      -0.19,       -0.13,        0.10,       0.25
  647,      -0.21,       -0.14,        0.07,       0.26
  648,      -0.20,       -0.13,        0.05,       0.25
  649,      -0.20,       -0.14,        0.04,       0.25
  650,      -0.21,       -0.13,        0.10,       0.26
  651,      -0.21,       -0.13,        0.07,       0.25
  652,      -0.20,       -0.11,        0.10,       0.25
  653,      -0.21,       -0.10,        0.07,       0.24
  654,      -0.21,       -0.13,        0.05,       0.25
  655,      -0.19,       -0.12,        0.08,       0.24
  656,      -0.19,       -0.13,        0.05,       0.24
  657,      -0.22,       -0.13,        0.10,       0.27
  658,      -0.20,       -0.12,        0.06,       0.25
  659,      -0.21,       -0.13,        0.06,       0.25
  660,      -0.22,       -0.11,        0.09,       0.26
  661,      -0.18,       -0.14,        0.00,       0.23
  662,      -0.20,       -0.11,        0.11,       0.26
  663,      -0.19,       -0.14,        0.02,       0.24
  664,      -0.19,       -0.11,        0.07,       0.23
  665,      -0.19,       -0.13,        0.05,       0.24
  666,      -0.21,       -0.14,        0.03,       0.26
  667,      -0.20,       -0.10,        0.08,       0.23
  668,      -0.21,       -0.14,        0.07,       0.27
  669,      -0.19,       -0.14,        0.07,       0.25
  670,      -0.20,       -0.14,        0.05,       0.24
  671,      -0.20,       -0.13,        0.07,       0.25
  672,      -0.19,       -0.11,        0.07,       0.23
  673,      -0.20,       -0.13,        0.05,       0.24
  674,      -0.21,       -0.14,        0.05,       0.26
  675,      -0.20,       -0.12,        0.07,       0.25
  676,      -0.20,       -0.13,        0.05,       0.24
  677,      -0.21,       -0.13,        0.08,       0.26
  678,      -0.20,       -0.12,        0.08,       0.25
  679,      -0.19,       -0.13,        0.05,       0.24
  680,      -0.20,       -0.12,        0.06,       0.25
  681,      -0.20,       -0.12,        0.05,       0.24
  682,      -0.21,       -0.14,        0.01,       0.25
  683,      -0.21,       -0.13,        0.05,       0.25
  684,      -0.21,       -0.14,        0.05,       0.26
  685,      -0.20,       -0.13,        0.05,       0.25
  686,      -0.21,       -0.13,        0.03,       0.25
  687,      -0.20,       -0.12,        0.08,       0.24
  688,      -0.20,       -0.13,        0.03,       0.24
  689,      -0.21,       -0.15,        0.01,       0.26
  690,      -0.21,       -0.13,        0.06,       0.25
  691,      -0.20,       -0.13,        0.06,       0.24
  692,      -0.20,       -0.14,        0.07,       0.25
  693,      -0.19,       -0.11,        0.05,       0.23
  694,      -0.20,       -0.13,        0.02,       0.24
  695,      -0.19,       -0.13,        0.05,       0.23
  696,      -0.19,       -0.13,        0.05,       0.24
  697,      -0.20,       -0.12,        0.10,       0.25
  698,      -0.20,       -0.13,        0.06,       0.25
  699,      -0.21,       -0.13,       -0.00,       0.25
  700,      -0.20,       -0.12,        0.02,       0.23
  701,      -0.20,       -0.14,        0.04,       0.25
  702,      -0.21,       -0.13,        0.02,       0.25
  703,      -0.20,       -0.12,        0.05,       0.24
  704,      -0.21,       -0.14,        0.03,       0.25
  705,      -0.20,       -0.12,        0.03,       0.24
  706,      -0.20,       -0.14,        0.06,       0.25
  707,      -0.20,       -0.14,        0.04,       0.25
  708,      -0.20,       -0.12,        0.07,       0.25
  709,      -0.21,       -0.12,        0.03,       0.24
  710,      -0.20,       -0.12,        0.04,       0.23
  711,      -0.19,       -0.14,        0.02,       0.24
  712,      -0.20,       -0.13,        0.05,       0.24
  713,      -0.20,       -0.11,        0.09,       0.25
  714,      -0.20,       -0.10,        0.08,       0.24
  715,      -0.21,       -0.14,        0.04,       0.25
  716,      -0.21,       -0.12,        0.06,       0.25
  717,      -0.21,       -0.13,        0.07,       0.26
  718,      -0.22,       -0.14,        0.06,       0.26
  719,      -0.20,       -0.14,        0.06,       0.25
  720,      -0.20,       -0.14,        0.04,       0.25
  721,      -0.19,       -0.12,        0.11,       0.25
  722,      -0.21,       -0.13,        0.06,       0.25
  723,      -0.20,       -0.13,        0.07,       0.25
  724,        NaN,         NaN,         NaN,        NaN
  725,        NaN,         NaN,         NaN,        NaN
  726,      -0.00,       -0.00,       -0.03,       0.03
  727,       0.00,        0.02,        0.02,       0.03
  728,      -0.00,        0.01,       -0.03,       0.03
  729,       0.02,        0.01,       -0.05,       0.06
  730,       0.02,        0.03,        0.02,       0.04
  731,       0.00,        0.01,       -0.00,       0.01
  732,       0.01,        0.00,       -0.01,       0.01
  733,      -0.00,        0.01,       -0.01,       0.01
  734,       0.00,        0.01,       -0.00,       0.01
  735,       0.00,       -0.01,       -0.01,       0.01
  736,       0.01,        0.01,        0.02,       0.02
  737,       0.02,        0.01,        0.00,       0.02
  738,       0.01,        0.02,       -0.02,       0.03
  739,       0.00,        0.01,       -0.05,       0.05
  740,       0.01,        0.02,        0.01,       0.02
  741,       0.01,        0.00,       -0.03,       0.03
  742,       0.00,       -0.00,       -0.07,       0.07
  743,      -0.00,        0.01,       -0.03,       0.03
  744,       0.00,        0.01,        0.01,       0.01
  745,       0.02,        0.02,        0.02,       0.03
  746,       0.01,        0.02,        0.03,       0.04
  747,       0.00,        0.01,       -0.04,       0.04
  748,       0.00,        0.03,        0.00,       0.03
  749,       0.01,        0.02,        0.05,       0.05
  750,       0.01,        0.02,       -0.01,       0.02
  751,       0.03,       -0.01,       -0.03,       0.04
  752,       0.00,       -0.01,       -0.04,       0.04
  753,      -0.00,        0.02,       -0.01,       0.02
  754,       0.01,        0.01,       -0.04,       0.04
  755,       0.01,        0.01,        0.02,       0.03
  756,       0.01,       -0.01,       -0.04,       0.04
  757,       0.00,       -0.00,       -0.01,       0.01
  758,      -0.00,       -0.00,       -0.05,       0.05
  759,       0.01,        0.02,       -0.00,       0.02
  760,       0.01,        0.01,        0.01,       0.02
  761,       0.01,        0.00,       -0.02,       0.02
  762,       0.01,        0.01,       -0.02,       0.02
  763,      -0.00,        0.03,        0.01,       0.03
  764,       0.00,        0.00,       -0.03,       0.03
  765,       0.00,        0.01,        0.02,       0.02
  766,       0.00,        0.01,        0.01,       0.01
  767,       0.01,        0.02,        0.02,       0.03
  768,       0.01,        0.02,       -0.04,       0.04
  769,       0.00,        0.01,       -0.00,       0.01
  770,      -0.00,       -0.01,       -0.00,       0.01
  771,       0.01,        0.00,       -0.01,       0.01
  772,       0.01,        0.00,       -0.02,       0.02
  773,       0.01,        0.03,       -0.02,       0.04
  774,       0.01,        0.02,        0.01,       0.02
  775,       0.01,        0.02,       -0.01,       0.03
  776,      -0.00,        0.00,        0.00,       0.00
  777,      -0.00,        0.03,        0.03,       0.04
  778,       0.01,        0.01,       -0.02,       0.02
  779,      -0.00,        0.01,        0.02,       0.03
  780,       0.01,        0.02,       -0.02,       0.03
  781,       0.01,        0.02,        0.02,       0.02
  782,       0.01,        0.01,       -0.01,       0.02
  783,       0.01,       -0.02,       -0.03,       0.03
  784,       0.01,        0.02,        0.00,       0.02
  785,      -0.01,        0.01,       -0.00,       0.01
  786,       0.00,        0.02,        0.02,       0.03
  787,       0.01,        0.01,       -0.02,       0.03
  788,       0.01,        0.02,       -0.01,       0.02
  789,       0.00,        0.01,       -0.03,       0.03
  790,       0.00,        0.01,       -0.04,       0.04
  791,       0.01,        0.02,        0.01,       0.02
  792,       0.00,        0.01,        0.03,       0.03
  793,       0.01,        0.01,        0.00,       0.02
  794,       0.01,        0.01,       -0.02,       0.02
  795,       0.02,        0.01,        0.01,       0.03
  796,       0.00,        0.00,       -0.00,       0.01
  797,       0.00,        0.00,       -0.00,       0.01
  798,      -0.00,        0.01,        0.01,       0.02
  799,      -0.00,        0.01,        0.01,       0.02
  800,       0.00,        0.01,       -0.04,       0.04
  801,       0.01,        0.03,       -0.01,       0.03
  802,       0.01,        0.02,       -0.02,       0.03
  803,       0.01,        0.01,       -0.02,       0.03
  804,       0.01,        0.01,       -0.04,       0.05
  805,       0.01,        0.02,        0.03,       0.04
  806,      -0.00,        0.01,       -0.00,       0.01
  807,       0.01,        0.01,       -0.01,       0.02
  808,       0.01,        0.02,       -0.01,       0.03
  809,       0.01,        0.03,        0.00,       0.03
  810,       0.00,        0.01,       -0.02,       0.03
  811,       0.01,        0.01,       -0.00,       0.02
  812,       0.01,       -0.01,       -0.00,       0.01
  813,       0.00,        0.02,       -0.02,       0.03
  814,       0.01,        0.02,        0.00,       0.02
  815,       0.00,       -0.01,       -0.04,       0.04
  816,       0.01,        0.01,       -0.00,       0.01
  817,       0.00,        0.02,       -0.01,       0.02
  818,       0.03,        0.02,        0.03,       0.05
  819,       0.00,       -0.00,       -0.02,       0.02
  820,       0.01,        0.02,       -0.03,       0.04
  821,       0.01,        0.01,       -0.02,       0.02
  822,       0.01,        0.01,        0.03,       0.03
  823,       0.01,        0.01,        0.00,       0.01
  824,       0.01,        0.01,        0.02,       0.02
  825,       0.01,        0.02,        0.02,       0.03
  826,       0.00,        0.01,        0.01,       0.01
  827,       0.00,       -0.00,       -0.02,       0.02
  828,      -0.00,        0.01,       -0.04,       0.04
  829,       0.01,        0.01,       -0.00,       0.02
  830,       0.01,        0.00,        0.00,       0.01
  831,       0.02,        0.02,        0.01,       0.03
  832,       0.01,        0.02,       -0.01,       0.03
  833,       0.00,        0.01,        0.02,       0.03
  834,      -0.00,        0.03,        0.01,       0.03
  835,       0.01,        0.02,       -0.03,       0.04
  836,       0.01,        0.00,       -0.02,       0.02
  837,       0.01,        0.01,       -0.06,       0.06
  838,       0.00,        0.01,       -0.06,       0.06
  839,      -0.00,        0.01,        0.00,       0.01
  840,      -0.00,        0.02,       -0.05,       0.05
  841,      -0.00,        0.02,       -0.01,       0.03
  842,      -0.00,        0.03,       -0.02,       0.03
  843,       0.02,        0.01,       -0.03,       0.04
  844,      -0.01,        0.01,        0.00,       0.01
  845,       0.03,       -0.01,       -0.06,       0.06
  846,       0.04,        0.02,        0.02,       0.05
  847,       0.01,        0.01,        0.02,       0.02
  848,       0.01,        0.02,        0.04,       0.04
  849,      -0.01,        0.01,       -0.00,       0.02
  850,       0.00,        0.02,       -0.04,       0.04
  851,       0.02,        0.01,        0.00,       0.02
  852,       0.01,        0.02,       -0.04,       0.05
  853,       0.01,        0.01,        0.01,       0.02
  854,       0.00,        0.02,       -0.01,       0.02
  855,       0.02,        0.03,        0.02,       0.04
  856,       0.01,        0.02,        0.02,       0.03
  857,       0.02,        0.03,        0.00,       0.03
  858,      -0.01,       -0.01,       -0.02,       0.03
  859,      -0.01,        0.02,       -0.02,       0.03
  860,      -0.00,        0.01,       -0.04,       0.04
  861,      -0.01,        0.02,       -0.04,       0.04
  862,      -0.01,        0.01,        0.01,       0.02
  863,       0.02,       -0.01,       -0.08,       0.09
  864,       0.01,        0.01,       -0.02,       0.03
  865,      -0.00,        0.01,       -0.02,       0.03
  866,       0.00,        0.01,       -0.02,       0.02
  867,      -0.00,        0.00,       -0.04,       0.04
  868,       0.01,        0.01,       -0.04,       0.04
  869,       0.01,        0.02,        0.04,       0.05
  870,       0.02,        0.03,        0.04,       0.06
  871,       0.01,        0.02,       -0.02,       0.03
  872,       0.01,        0.02,        0.01,       0.03
  873,      -0.01,        0.02,       -0.01,       0.02
  874,      -0.00,        0.02,       -0.02,       0.02
  875,      -0.00,        0.01,       -0.01,       0.02
  876,       0.00,        0.01,       -0.02,       0.02
  877,      -0.01,        0.02,       -0.02,       0.03
  878,       0.01,        0.03,        0.03,       0.04
  879,       0.00,        0.01,        0.02,       0.02
  880,       0.00,        0.00,       -0.01,       0.01
  881,       0.00,        0.02,        0.01,       0.02
  882,       0.01,        0.03,       -0.03,       0.04
  883,       0.01,        0.02,       -0.02,       0.03
  884,       0.01,        0.00,       -0.03,       0.03
  885,       0.00,        0.00,       -0.02,       0.02
  886,      -0.00,        0.01,        0.02,       0.02
  887,       0.02,        0.02,       -0.03,       0.04
  888,       0.01,        0.04,        0.05,       0.06
  889,       0.01,        0.02,        0.04,       0.05
  890,       0.00,        0.01,        0.02,       0.02
  891,       0.00,        0.02,        0.04,       0.05
  892,       0.01,        0.00,        0.01,       0.01
  893,       0.00,        0.02,       -0.00,       0.02
  894,       0.00,        0.03,        0.04,       0.05
  895,       0.01,        0.00,       -0.06,       0.06
  896,       0.01,        0.01,       -0.04,       0.04
  897,       0.01,        0.03,        0.02,       0.04
  898,      -0.00,        0.02,        0.03,       0.04
  899,       0.00,        0.01,       -0.00,       0.01
  900,       0.00,        0.00,       -0.01,       0.01
  901,       0.01,       -0.00,       -0.01,       0.02
  902,       0.00,        0.00,       -0.01,       0.01
  903,       0.01,        0.00,       -0.01,       0.01
  904,       0.01,        0.00,       -0.03,       0.03
  905,       0.01,        0.02,       -0.01,       0.03
  906,      -0.00,        0.00,       -0.02,       0.02
  907,       0.01,       -0.00,       -0.01,       0.01
  908,       0.01,        0.01,       -0.04,       0.05
  909,       0.00,        0.01,        0.02,       0.03
  910,       0.01,        0.01,       -0.05,       0.05
  911,       0.00,       -0.00,       -0.01,       0.01
  912,       0.01,        0.01,       -0.02,       0.02
  913,       0.00,        0.03,        0.01,       0.03
  914,      -0.00,        0.01,       -0.03,       0.03
  915,       0.00,       -0.01,       -0.01,       0.02
  916,       0.00,       -0.00,       -0.03,       0.03
  917,       0.00,        0.00,       -0.02,       0.02
  918,      -0.01,       -0.01,       -0.09,       0.09
  919,      -0.01,       -0.02,       -0.02,       0.03
  920,       0.01,        0.02,       -0.03,       0.04
  921,      -0.00,        0.00,       -0.02,       0.03
  922,       0.01,        0.00,       -0.02,       0.02
  923,       0.02,        0.01,        0.03,       0.04
  924,       0.01,        0.03,       -0.01,       0.04
  925,       0.01,        0.04,        0.04,       0.06
  926,       0.02,        0.01,        0.02,       0.03
  927,       0.00,        0.02,        0.03,       0.04
  928,       0.01,        0.01,       -0.04,       0.04
  929,       0.00,        0.01,       -0.00,       0.01
  930,       0.01,        0.01,       -0.01,       0.02
  931,       0.00,       -0.00,       -0.01,       0.01
  932,       0.00,        0.02,       -0.02,       0.03
  933,      -0.01,        0.02,        0.03,       0.03
  934,       0.00,       -0.00,       -0.01,       0.01
  935,       0.00,        0.01,       -0.02,       0.03
  936,      -0.00,       -0.01,       -0.03,       0.03
  937,       0.00,        0.01,        0.01,       0.01
  938,       0.02,        0.01,       -0.02,       0.03
  939,      -0.00,        0.02,        0.02,       0.03
  940,       0.00,        0.02,       -0.00,       0.02
  941,      -0.01,        0.00,       -0.07,       0.07
  942,       0.00,        0.02,       -0.00,       0.02
  943,       0.00,        0.02,        0.05,       0.06
  944,       0.01,        0.01,       -0.00,       0.01
  945,       0.01,        0.03,       -0.00,       0.03
  946,       0.02,        0.01,       -0.02,       0.03
  947,       0.01,       -0.01,       -0.03,       0.03
  948,       0.01,        0.01,       -0.01,       0.01
  949,      -0.00,       -0.00,       -0.05,       0.05
  950,       0.02,       -0.01,       -0.04,       0.04
  951,       0.02,        0.03,       -0.01,       0.04
  952,       0.00,        0.02,        0.02,       0.02
  953,      -0.00,        0.00,        0.01,       0.01
  954,       0.01,        0.01,       -0.02,       0.03
  955,       0.01,        0.03,       -0.00,       0.03
  956,       0.00,        0.01,       -0.01,       0.01
  957,       0.01,        0.03,        0.02,       0.04
  958,       0.01,        0.00,       -0.02,       0.02
  959,       0.00,        0.00,       -0.02,       0.02
  960,       0.01,        0.02,       -0.01,       0.03
  961,       0.01,        0.02,        0.03,       0.03
  962,       0.01,        0.02,        0.02,       0.03
  963,       0.00,       -0.01,       -0.05,       0.05
  964,       0.00,        0.01,       -0.00,       0.01
  965,      -0.00,        0.01,       -0.01,       0.02
  966,       0.00,        0.01,       -0.03,       0.03
  967,       0.00,        0.02,       -0.02,       0.03
  968,       0.00,        0.03,        0.02,       0.04
  969,      -0.00,        0.02,        0.00,       0.02
  970,       0.01,        0.03,        0.02,       0.04
  971,       0.00,        0.03,        0.02,       0.03
  972,       0.01,        0.01,       -0.05,       0.05
  973,       0.01,        0.00,       -0.03,       0.03
  974,       0.00,        0.02,       -0.00,       0.02
  975,       0.00,        0.01,       -0.01,       0.02
  976,       0.02,        0.02,       -0.02,       0.04
  977,       0.01,       -0.00,       -0.04,       0.04
  978,       0.01,        0.01,        0.01,       0.02
  979,       0.02,        0.01,       -0.01,       0.03
  980,       0.00,        0.00,       -0.02,       0.02
  981,       0.01,        0.01,       -0.04,       0.04
  982,      -0.00,        0.01,       -0.01,       0.02
  983,       0.00,        0.01,       -0.01,       0.02
  984,       0.01,        0.02,       -0.04,       0.05
  985,       0.00,        0.02,       -0.01,       0.02
  986,       0.01,        0.00,       -0.03,       0.03
  987,       0.01,        0.00,       -0.01,       0.02
  988,       0.01,        0.03,       -0.00,       0.03
  989,      -0.01,        0.01,       -0.03,       0.03
  990,      -0.02,       -0.01,       -0.07,       0.07
  991,      -0.00,        0.03,       -0.01,       0.03
  992,      -0.00,        0.02,        0.04,       0.04
  993,      -0.01,        0.02,        0.02,       0.03
  994,       0.01,       -0.00,       -0.03,       0.04
  995,      -0.00,        0.02,        0.03,       0.04
  996,       0.01,       -0.00,       -0.02,       0.02
  997,       0.02,        0.02,       -0.06,       0.07
  998,       0.01,        0.01,       -0.01,       0.02
  999,       0.00,        0.02,        0.01,       0.02
 1000,       0.01,        0.01,       -0.02,       0.02
 1001,       0.01,        0.01,       -0.01,       0.02
 1002,      -0.01,        0.00,        0.00,       0.01
 1003,       0.00,        0.00,       -0.00,       0.01
 1004,      -0.01,        0.00,       -0.04,       0.04
 1005,       0.00,        0.01,       -0.03,       0.03
 1006,      -0.00,        0.00,        0.00,       0.00
 1007,       0.01,        0.01,        0.01,       0.02
 1008,       0.01,        0.02,       -0.00,       0.02
 1009,       0.00,        0.01,       -0.02,       0.02
 1010,      -0.00,        0.01,       -0.02,       0.02
 1011,      -0.00,        0.03,       -0.01,       0.03
 1012,      -0.00,        0.01,       -0.00,       0.01
 1013,       0.00,        0.02,       -0.01,       0.02
 1014,       0.01,        0.00,       -0.04,       0.04
 1015,      -0.01,        0.00,       -0.01,       0.02
 1016,       0.00,        0.02,       -0.00,       0.02
 1017,       0.01,        0.00,       -0.05,       0.05
 1018,      -0.01,        0.02,        0.01,       0.03
 1019,       0.01,        0.02,       -0.03,       0.04
 1020,       0.00,        0.02,        0.01,       0.02
 1021,       0.01,        0.03,       -0.02,       0.04
 1022,       0.01,        0.02,       -0.02,       0.03
 1023,       0.01,        0.01,        0.01,       0.02
 1024,       0.00,        0.01,       -0.02,       0.02
 1025,       0.01,        0.02,       -0.01,       0.02
 1026,       0.01,        0.02,       -0.03,       0.04
 1027,       0.01,        0.01,        0.01,       0.02
 1028,       0.00,        0.02,       -0.03,       0.03
 1029,      -0.00,        0.00,       -0.01,       0.01
 1030,      -0.01,        0.00,        0.00,       0.01
 1031,       0.00,        0.01,       -0.03,       0.03
 1032,       0.00,        0.01,        0.03,       0.04
 1033,       0.00,       -0.00,       -0.03,       0.03
 1034,       0.01,        0.01,       -0.01,       0.02
 1035,       0.01,        0.01,       -0.01,       0.02
 1036,       0.01,        0.04,       -0.01,       0.04
 1037,       0.01,        0.02,       -0.01,       0.02
 1038,       0.00,        0.02,        0.00,       0.02
 1039,       0.01,        0.01,       -0.00,       0.01
 1040,      -0.00,        0.01,       -0.01,       0.02
 1041,      -0.01,        0.02,        0.01,       0.03
 1042,      -0.00,        0.01,        0.03,       0.03
 1043,       0.01,        0.02,        0.00,       0.03
 1044,      -0.01,        0.02,       -0.06,       0.06
 1045,      -0.01,        0.01,       -0.05,       0.05
 1046,      -0.01,        0.01,       -0.01,       0.01
 1047,       0.01,        0.02,       -0.00,       0.02
 1048,       0.01,        0.01,       -0.02,       0.02
 1049,       0.01,        0.01,        0.02,       0.02
 1050,      -0.01,       -0.00,       -0.03,       0.03
 1051,      -0.00,        0.03,        0.04,       0.05
 1052,       0.00,        0.01,        0.00,       0.02
 1053,      -0.00,       -0.00,       -0.03,       0.03
 1054,       0.01,       -0.00,       -0.05,       0.06
 1055,       0.02,        0.00,       -0.03,       0.04
 1056,       0.00,        0.01,        0.02,       0.02
 1057,      -0.00,        0.03,       -0.02,       0.04
 1058,      -0.01,        0.02,       -0.01,       0.03
 1059,      -0.01,        0.02,       -0.00,       0.03
 1060,      -0.00,        0.00,        0.02,       0.02
 1061,      -0.00,        0.02,       -0.01,       0.02
 1062,      -0.01,        0.01,        0.05,       0.05
 1063,       0.01,        0.00,       -0.04,       0.04
 1064,       0.00,        0.00,       -0.03,       0.03
 1065,       0.01,        0.01,        0.02,       0.03
 1066,       0.01,        0.01,        0.01,       0.02
 1067,      -0.01,        0.00,       -0.03,       0.03
 1068,      -0.00,        0.00,       -0.00,       0.01
 1069,      -0.00,        0.00,       -0.02,       0.02
 1070,       0.01,        0.01,       -0.00,       0.01
 1071,       0.01,        0.01,       -0.00,       0.01
 1072,       0.01,        0.02,       -0.01,       0.02
 1073,      -0.01,        0.02,       -0.00,       0.02
 1074,       0.00,        0.01,       -0.04,       0.04
 1075,       0.00,        0.03,       -0.02,       0.03
 1076,      -0.00,        0.03,        0.00,       0.03
 1077,       0.00,        0.03,        0.03,       0.04
 1078,       0.00,        0.01,       -0.01,       0.01
 1079,       0.00,        0.02,       -0.00,       0.02
 1080,       0.01,        0.01,       -0.01,       0.02
 1081,       0.01,        0.01,        0.01,       0.01
 1082,      -0.00,        0.02,       -0.01,       0.02
 1083,      -0.00,       -0.00,       -0.02,       0.02
 1084,       0.00,       -0.01,       -0.06,       0.07
 1085,      -0.00,        0.01,       -0.03,       0.03
 1086,      -0.01,        0.01,        0.01,       0.02
 1087,       0.01,        0.00,       -0.02,       0.02
 1088,       0.01,        0.00,       -0.01,       0.02
 1089,      -0.00,        0.01,       -0.00,       0.02
 1090,       0.01,        0.02,        0.03,       0.03
 1091,       0.01,        0.02,       -0.00,       0.02
 1092,       0.00,        0.01,       -0.00,       0.01
 1093,       0.00,        0.00,       -0.04,       0.04
 1094,       0.01,        0.01,       -0.06,       0.06
 1095,       0.01,       -0.00,       -0.02,       0.02
 1096,       0.00,        0.00,        0.01,       0.01
 1097,       0.00,        0.02,       -0.03,       0.04
 1098,       0.01,        0.03,        0.01,       0.03
 1099,       0.00,        0.02,        0.01,       0.03
 1100,      -0.00,        0.02,       -0.01,       0.02
 1101,      -0.01,        0.01,       -0.03,       0.03
 1102,       0.00,        0.00,       -0.06,       0.06
 1103,       0.01,        0.01,       -0.01,       0.02
 1104,       0.00,        0.02,       -0.01,       0.02
 1105,      -0.00,        0.02,       -0.01,       0.02
 1106,       0.01,        0.01,       -0.01,       0.01
 1107,       0.00,        0.01,        0.03,       0.03
 1108,      -0.00,        0.01,        0.01,       0.02
 1109,      -0.00,        0.02,        0.00,       0.03
 1110,      -0.00,        0.02,       -0.02,       0.03
 1111,      -0.00,        0.02,        0.01,       0.02
 1112,       0.00,       -0.00,       -0.04,       0.04
 1113,       0.00,        0.00,       -0.02,       0.02
 1114,       0.01,        0.01,       -0.02,       0.03
 1115,      -0.01,       -0.01,       -0.03,       0.04
 1116,       0.00,        0.01,       -0.02,       0.02
 1117,       0.00,        0.01,       -0.02,       0.02
 1118,       0.02,        0.02,        0.00,       0.03
 1119,       0.01,        0.00,       -0.02,       0.02
 1120,        NaN,         NaN,         NaN,        NaN
 1121,        NaN,         NaN,         NaN,        NaN
 1122,       0.01,        0.00,        0.01,       0.01
 1123,       0.01,        0.00,       -0.04,       0.04
 1124,       0.01,        0.01,        0.02,       0.02
 1125,       0.02,        0.01,       -0.01,       0.02
 1126,       0.01,        0.01,        0.01,       0.02
 1127,       0.00,       -0.00,        0.03,       0.03
 1128,       0.02,        0.02,       -0.01,       0.03
 1129,       0.03,       -0.00,        0.01,       0.03
 1130,       0.02,        0.01,        0.03,       0.03
 1131,       0.00,        0.02,        0.04,       0.04
 1132,       0.02,        0.00,       -0.03,       0.04
 1133,       0.01,        0.02,        0.00,       0.02
 1134,       0.02,        0.04,        0.03,       0.05
 1135,       0.02,        0.01,        0.01,       0.02
 1136,       0.01,        0.00,        0.01,       0.02
 1137,       0.01,        0.01,       -0.02,       0.02
