Time,X,Y,Z,Displacement [mm]
2026-02-20T15:51:35.759,       0.00,        0.00,        0.00,        NaN
2026-02-20T15:51:35.760,       0.00,        0.00,        0.00,        NaN
2026-02-20T15:51:35.831,       0.00,        0.00,        0.00,        NaN
2026-02-20T15:51:45.804,        NaN,         NaN,         NaN,        NaN
2026-02-20T15:51:45.804,       0.00,        0.00,        0.00,       0.00
2026-02-20T15:51:46.320,       0.01,       -0.02,       -0.04,       0.05
2026-02-20T15:51:46.883,       0.01,       -0.01,       -0.06,       0.06
2026-02-20T15:51:47.435,      -0.00,       -0.01,        0.01,       0.01
2026-02-20T15:51:47.951,       0.01,        0.01,       -0.02,       0.03
2026-02-20T15:51:48.464,       0.00,       -0.01,       -0.02,       0.02
2026-02-20T15:51:48.981,      -0.00,       -0.01,       -0.05,       0.05
2026-02-20T15:51:49.497,      -0.00,       -0.01,       -0.00,       0.01
2026-02-20T15:51:50.015,       0.00,       -0.01,       -0.04,       0.04
2026-02-20T15:51:50.581,      -0.00,        0.00,       -0.01,       0.01
2026-02-20T15:51:51.144,       0.00,       -0.01,       -0.03,       0.03
2026-02-20T15:51:51.646,      -0.00,       -0.05,       -0.04,       0.06
2026-02-20T15:51:52.160,      -0.01,       -0.02,       -0.04,       0.05
2026-02-20T15:51:52.678,       0.01,        0.00,        0.00,       0.01
2026-02-20T15:51:53.192,      -0.01,       -0.01,       -0.00,       0.01
2026-02-20T15:51:53.711,      -0.01,       -0.02,       -0.06,       0.07
2026-02-20T15:51:54.258,      -0.00,       -0.02,       -0.02,       0.02
2026-02-20T15:51:54.775,       0.01,       -0.01,       -0.03,       0.03
2026-02-20T15:51:55.293,      -0.00,       -0.02,       -0.07,       0.07
2026-02-20T15:51:55.808,      -0.00,       -0.01,       -0.04,       0.04
2026-02-20T15:51:56.325,      -0.01,       -0.02,       -0.02,       0.03
2026-02-20T15:51:56.872,       0.01,       -0.04,       -0.04,       0.05
2026-02-20T15:51:57.391,       0.00,       -0.02,       -0.02,       0.03
2026-02-20T15:51:57.906,      -0.01,       -0.02,       -0.04,       0.04
2026-02-20T15:51:58.421,      -0.00,       -0.01,       -0.06,       0.06
2026-02-20T15:51:58.936,       0.01,       -0.03,       -0.02,       0.03
2026-02-20T15:51:59.438,      -0.00,       -0.01,       -0.02,       0.02
2026-02-20T15:51:59.954,       0.02,       -0.02,       -0.04,       0.05
2026-02-20T15:52:00.470,      -0.00,        0.00,        0.01,       0.01
2026-02-20T15:52:00.984,       0.01,       -0.02,       -0.06,       0.06
2026-02-20T15:52:01.487,       0.01,       -0.00,       -0.02,       0.02
2026-02-20T15:52:01.999,      -0.00,        0.01,       -0.02,       0.02
2026-02-20T15:52:02.516,       0.01,       -0.00,       -0.02,       0.02
2026-02-20T15:52:03.031,       0.00,       -0.02,       -0.03,       0.03
2026-02-20T15:52:03.565,       0.00,       -0.01,        0.01,       0.01
2026-02-20T15:52:04.080,      -0.01,       -0.02,        0.01,       0.02
2026-02-20T15:52:04.599,      -0.00,       -0.01,        0.00,       0.01
2026-02-20T15:52:05.116,       0.01,       -0.02,        0.00,       0.02
2026-02-20T15:52:05.629,       0.00,       -0.01,        0.01,       0.01
2026-02-20T15:52:06.195,       0.00,       -0.01,        0.01,       0.02
2026-02-20T15:52:06.711,       0.01,       -0.01,       -0.01,       0.02
2026-02-20T15:52:07.213,       0.00,        0.00,       -0.02,       0.02
2026-02-20T15:52:07.726,       0.01,       -0.03,       -0.06,       0.07
2026-02-20T15:52:08.242,       0.00,       -0.02,       -0.05,       0.05
2026-02-20T15:52:08.759,       0.02,       -0.01,       -0.00,       0.02
2026-02-20T15:52:09.277,       0.01,       -0.01,       -0.00,       0.02
2026-02-20T15:52:09.793,       0.00,       -0.02,       -0.00,       0.02
2026-02-20T15:52:10.308,       0.01,       -0.01,       -0.03,       0.03
2026-02-20T15:52:10.823,       0.00,        0.02,       -0.02,       0.03
2026-02-20T15:52:11.325,       0.01,        0.00,       -0.03,       0.03
2026-02-20T15:52:11.841,       0.00,       -0.01,       -0.01,       0.01
2026-02-20T15:52:12.356,       0.01,       -0.05,       -0.04,       0.06
2026-02-20T15:52:12.871,      -0.00,       -0.22,       -0.08,       0.24
2026-02-20T15:52:13.387,      -0.01,       -0.31,       -0.02,       0.31
2026-02-20T15:52:13.907,      -0.00,       -0.52,       -0.08,       0.52
2026-02-20T15:52:14.421,      -0.01,       -0.58,       -0.10,       0.59
2026-02-20T15:52:14.935,       0.02,       -0.74,       -0.03,       0.74
2026-02-20T15:52:15.487,       0.00,       -0.83,       -0.08,       0.83
2026-02-20T15:52:16.005,       0.01,       -1.05,       -0.03,       1.05
2026-02-20T15:52:16.518,       0.01,       -1.16,       -0.01,       1.16
2026-02-20T15:52:17.033,      -0.00,       -1.32,       -0.00,       1.32
2026-02-20T15:52:17.550,       0.01,       -1.44,        0.02,       1.44
2026-02-20T15:52:18.069,       0.02,       -1.61,        0.01,       1.61
2026-02-20T15:52:18.584,       0.01,       -1.65,        0.00,       1.65
2026-02-20T15:52:19.102,      -0.02,       -1.84,        0.07,       1.84
2026-02-20T15:52:19.647,      -0.00,       -1.94,        0.10,       1.95
2026-02-20T15:52:20.165,       0.01,       -2.12,        0.06,       2.12
2026-02-20T15:52:20.682,       0.00,       -2.20,        0.09,       2.20
2026-02-20T15:52:21.196,       0.00,       -2.34,        0.15,       2.35
2026-02-20T15:52:21.711,       0.01,       -2.40,        0.14,       2.40
2026-02-20T15:52:22.227,       0.02,       -2.51,        0.14,       2.51
2026-02-20T15:52:22.727,       0.01,       -2.54,        0.05,       2.54
2026-02-20T15:52:23.244,       0.00,       -2.55,        0.07,       2.56
2026-02-20T15:52:23.759,       0.01,       -2.58,        0.08,       2.58
2026-02-20T15:52:24.279,       0.01,       -2.59,        0.01,       2.59
2026-02-20T15:52:24.795,       0.00,       -2.56,        0.01,       2.56
2026-02-20T15:52:25.311,      -0.01,       -2.56,        0.03,       2.56
2026-02-20T15:52:25.824,      -0.00,       -2.55,       -0.02,       2.55
2026-02-20T15:52:26.340,      -0.01,       -2.54,        0.02,       2.54
2026-02-20T15:52:26.855,       0.01,       -2.56,       -0.01,       2.56
2026-02-20T15:52:27.374,       0.00,       -2.56,       -0.01,       2.56
2026-02-20T15:52:27.891,       0.01,       -2.54,       -0.00,       2.54
2026-02-20T15:52:28.438,       0.01,       -2.48,        0.05,       2.48
2026-02-20T15:52:28.957,       0.02,       -2.29,        0.09,       2.29
2026-02-20T15:52:29.473,       0.02,       -2.22,        0.09,       2.22
2026-02-20T15:52:29.989,      -0.00,       -1.99,        0.06,       1.99
2026-02-20T15:52:30.502,       0.01,       -1.90,        0.07,       1.90
2026-02-20T15:52:31.018,      -0.01,       -1.68,        0.06,       1.68
2026-02-20T15:52:31.520,       0.03,       -1.61,        0.04,       1.61
2026-02-20T15:52:32.036,       0.02,       -1.37,        0.00,       1.37
2026-02-20T15:52:32.549,       0.02,       -1.33,        0.08,       1.33
2026-02-20T15:52:33.065,       0.01,       -1.10,        0.03,       1.10
2026-02-20T15:52:33.582,       0.01,       -1.00,        0.04,       1.00
2026-02-20T15:52:34.101,       0.02,       -0.80,       -0.09,       0.81
2026-02-20T15:52:34.617,       0.02,       -0.61,       -0.06,       0.62
2026-02-20T15:52:35.131,       0.01,       -0.53,       -0.08,       0.54
2026-02-20T15:52:35.646,       0.01,       -0.36,       -0.01,       0.36
2026-02-20T15:52:36.148,       0.03,       -0.24,        0.03,       0.25
2026-02-20T15:52:36.662,       0.01,       -0.12,       -0.01,       0.13
2026-02-20T15:52:37.179,       0.02,       -0.05,       -0.00,       0.05
2026-02-20T15:52:37.694,       0.05,       -0.02,       -0.01,       0.05
2026-02-20T15:52:38.213,       0.03,       -0.02,       -0.01,       0.03
2026-02-20T15:52:38.730,       0.02,       -0.00,        0.01,       0.02
2026-02-20T15:52:39.245,       0.02,       -0.01,        0.02,       0.03
2026-02-20T15:52:39.758,       0.01,        0.00,       -0.05,       0.05
2026-02-20T15:52:40.275,       0.03,       -0.02,       -0.03,       0.04
2026-02-20T15:52:40.790,       0.03,        0.01,       -0.08,       0.08
2026-02-20T15:52:41.309,       0.03,        0.04,       -0.03,       0.06
2026-02-20T15:52:41.826,       0.04,        0.01,       -0.07,       0.08
2026-02-20T15:52:42.389,       0.04,        0.00,       -0.02,       0.04
2026-02-20T15:52:42.905,       0.02,        0.01,       -0.02,       0.03
2026-02-20T15:52:43.422,       0.00,        0.01,       -0.05,       0.05
2026-02-20T15:52:43.924,       0.01,       -0.01,       -0.02,       0.02
2026-02-20T15:52:44.437,       0.00,       -0.00,       -0.01,       0.01
2026-02-20T15:52:44.953,      -0.00,       -0.00,        0.02,       0.02
2026-02-20T15:52:45.469,       0.01,       -0.00,       -0.02,       0.02
2026-02-20T15:52:45.988,      -0.01,       -0.01,       -0.05,       0.05
2026-02-20T15:52:46.521,       0.01,       -0.01,       -0.10,       0.10
2026-02-20T15:52:47.084,       0.01,       -0.02,       -0.05,       0.06
