Time,X,Y,Z,Displacement [mm]
2024-12-13T16:34:56.680,       0.00,        0.00,        0.00,        NaN
2024-12-13T16:34:56.680,       0.00,        0.00,        0.00,        NaN
2024-12-13T16:34:56.746,       0.00,        0.00,        0.00,        NaN
2024-12-13T16:35:12.235,        NaN,         NaN,         NaN,        NaN
2024-12-13T16:35:12.236,       0.00,        0.00,        0.00,       0.00
2024-12-13T16:35:12.751,      -0.01,       -0.00,        0.00,       0.01
2024-12-13T16:35:13.269,      -0.01,        0.01,        0.04,       0.04
2024-12-13T16:35:13.816,       0.01,        0.01,        0.02,       0.02
2024-12-13T16:35:14.331,      -0.00,        0.01,       -0.03,       0.03
2024-12-13T16:35:14.846,      -0.01,       -0.02,        0.02,       0.02
2024-12-13T16:35:15.365,      -0.01,        0.01,        0.03,       0.03
2024-12-13T16:35:15.882,      -0.00,        0.00,        0.05,       0.05
2024-12-13T16:35:16.397,      -0.01,       -0.01,        0.01,       0.02
2024-12-13T16:35:16.965,      -0.01,       -0.01,        0.01,       0.02
2024-12-13T16:35:17.511,      -0.00,       -0.00,       -0.00,       0.00
2024-12-13T16:35:18.028,      -0.01,        0.01,        0.06,       0.06
2024-12-13T16:35:18.543,      -0.01,        0.01,        0.02,       0.03
2024-12-13T16:35:19.043,      -0.02,        0.02,        0.04,       0.05
2024-12-13T16:35:19.560,      -0.01,        0.01,        0.01,       0.02
2024-12-13T16:35:20.110,      -0.03,       -0.01,        0.00,       0.03
2024-12-13T16:35:20.624,      -0.01,       -0.02,        0.02,       0.03
2024-12-13T16:35:21.175,      -0.02,        0.01,        0.07,       0.07
2024-12-13T16:35:21.723,      -0.00,        0.02,        0.08,       0.08
2024-12-13T16:35:22.239,      -0.01,        0.02,        0.04,       0.04
2024-12-13T16:35:22.756,      -0.00,       -0.01,        0.02,       0.02
2024-12-13T16:35:23.307,      -0.01,       -0.01,        0.00,       0.01
2024-12-13T16:35:23.822,      -0.01,        0.02,        0.00,       0.03
2024-12-13T16:35:24.340,      -0.00,        0.01,        0.02,       0.02
2024-12-13T16:35:24.856,      -0.01,        0.00,       -0.00,       0.01
2024-12-13T16:35:25.355,      -0.00,        0.02,        0.01,       0.02
2024-12-13T16:35:25.870,      -0.01,        0.02,        0.02,       0.03
2024-12-13T16:35:26.387,      -0.01,        0.00,        0.02,       0.02
