No.,X,Y,Z,Displacement [mm]
2024-09-09T17:13:21.870,       0.00,        0.00,        0.00,        NaN
2024-09-09T17:13:21.870,       0.00,        0.00,        0.00,        NaN
2024-09-09T17:13:21.927,       0.00,        0.00,        0.00,        NaN
2024-09-09T17:13:55.934,        NaN,         NaN,         NaN,        NaN
2024-09-09T17:13:56.101,      -0.01,       -0.00,       -0.01,       0.02
2024-09-09T17:13:56.599,      -0.01,        0.00,        0.01,       0.02
2024-09-09T17:13:57.115,      -0.00,       -0.01,       -0.01,       0.01
2024-09-09T17:13:57.633,       0.06,       -0.01,       -0.01,       0.06
2024-09-09T17:13:58.182,       0.02,       -0.01,       -0.05,       0.05
2024-09-09T17:13:58.699,      -0.04,        0.01,        0.01,       0.05
2024-09-09T17:13:59.197,      -0.04,       -0.01,       -0.01,       0.05
2024-09-09T17:13:59.713,      -0.02,       -0.02,       -0.02,       0.04
2024-09-09T17:14:00.229,      -0.03,       -0.03,       -0.02,       0.04
2024-09-09T17:14:00.730,      -0.02,       -0.01,        0.01,       0.02
2024-09-09T17:14:01.244,      -0.02,       -0.00,        0.00,       0.02
2024-09-09T17:14:01.761,        NaN,         NaN,         NaN,        NaN
2024-09-09T17:14:05.207,        NaN,         NaN,         NaN,        NaN
2024-09-09T17:14:05.408,      -0.00,       -0.02,       -0.01,       0.02
2024-09-09T17:14:05.925,      -0.00,       -0.04,       -0.04,       0.05
2024-09-09T17:14:06.439,       0.00,       -0.04,        0.03,       0.04
2024-09-09T17:14:06.955,      -0.01,       -0.03,       -0.01,       0.04
2024-09-09T17:14:07.454,      -0.01,       -0.03,        0.00,       0.03
2024-09-09T17:14:07.971,      -0.02,       -0.02,        0.04,       0.05
2024-09-09T17:14:08.487,      -0.00,       -0.02,        0.00,       0.02
2024-09-09T17:14:09.002,       0.01,       -0.07,       -0.02,       0.07
2024-09-09T17:14:09.519,       0.02,       -0.08,       -0.01,       0.08
2024-09-09T17:14:10.035,       0.02,       -0.07,       -0.01,       0.07
2024-09-09T17:14:10.601,       0.00,       -0.05,       -0.02,       0.05
2024-09-09T17:14:11.151,      -0.01,       -0.03,        0.03,       0.04
2024-09-09T17:14:11.666,      -0.01,       -0.01,        0.07,       0.07
2024-09-09T17:14:12.217,      -0.02,        0.02,        0.08,       0.08
2024-09-09T17:14:12.732,      -0.03,       -0.02,        0.04,       0.05
2024-09-09T17:14:13.248,      -0.02,       -0.03,        0.06,       0.07
2024-09-09T17:14:13.765,      -0.02,       -0.01,        0.05,       0.06
2024-09-09T17:14:14.313,      -0.02,       -0.02,        0.04,       0.05
2024-09-09T17:14:14.831,      -0.03,       -0.01,        0.10,       0.10
2024-09-09T17:14:15.348,      -0.02,       -0.01,        0.08,       0.08
2024-09-09T17:14:15.864,      -0.02,       -0.02,        0.07,       0.08
2024-09-09T17:14:16.378,      -0.02,        0.01,        0.06,       0.06
2024-09-09T17:14:16.878,      -0.02,       -0.01,        0.10,       0.10
2024-09-09T17:14:17.393,      -0.02,       -0.00,        0.12,       0.12
2024-09-09T17:14:17.912,      -0.01,       -0.01,        0.07,       0.07
2024-09-09T17:14:18.425,      -0.03,        0.00,        0.07,       0.07
2024-09-09T17:14:18.926,      -0.02,        0.01,        0.06,       0.06
2024-09-09T17:14:19.442,      -0.02,        0.00,        0.11,       0.12
2024-09-09T17:14:19.959,      -0.02,       -0.01,        0.07,       0.08
2024-09-09T17:14:20.346,        NaN,         NaN,         NaN,        NaN
2024-09-09T17:14:22.041,        NaN,         NaN,         NaN,        NaN
2024-09-09T17:14:22.041,       0.00,        0.00,        0.00,       0.00
2024-09-09T17:14:22.588,      -0.03,       -0.01,       -0.01,       0.04
2024-09-09T17:14:23.104,      -0.02,       -0.00,       -0.03,       0.04
2024-09-09T17:14:23.619,      -0.03,        0.01,        0.01,       0.03
2024-09-09T17:14:24.137,      -0.02,        0.03,        0.04,       0.05
2024-09-09T17:14:24.653,      -0.02,        0.01,        0.02,       0.03
2024-09-09T17:14:25.168,      -0.01,        0.03,        0.05,       0.06
2024-09-09T17:14:25.206,        NaN,         NaN,         NaN,        NaN
2024-09-09T17:14:25.788,        NaN,         NaN,         NaN,        NaN
2024-09-09T17:14:26.184,      -0.20,       -0.15,       -0.05,       0.25
2024-09-09T17:14:26.702,      -0.18,       -0.16,       -0.05,       0.25
2024-09-09T17:14:27.216,      -0.18,       -0.14,       -0.01,       0.23
2024-09-09T17:14:27.716,      -0.17,       -0.14,       -0.00,       0.22
2024-09-09T17:14:28.232,      -0.18,       -0.14,       -0.00,       0.23
2024-09-09T17:14:28.750,      -0.19,       -0.18,       -0.07,       0.26
2024-09-09T17:14:29.297,      -0.18,       -0.14,        0.04,       0.23
2024-09-09T17:14:29.813,      -0.19,       -0.14,        0.02,       0.23
2024-09-09T17:14:30.331,      -0.19,       -0.14,       -0.03,       0.24
2024-09-09T17:14:30.879,      -0.18,       -0.14,       -0.03,       0.23
2024-09-09T17:14:31.048,        NaN,         NaN,         NaN,        NaN
2024-09-09T17:14:31.711,        NaN,         NaN,         NaN,        NaN
2024-09-09T17:14:31.911,      -0.00,        0.01,       -0.01,       0.02
2024-09-09T17:14:32.427,      -0.00,        0.02,       -0.01,       0.02
2024-09-09T17:14:32.928,       0.01,        0.03,       -0.00,       0.03
2024-09-09T17:14:33.445,       0.00,        0.00,        0.01,       0.01
2024-09-09T17:14:33.959,       0.01,       -0.01,        0.00,       0.01
2024-09-09T17:14:34.459,       0.01,       -0.01,       -0.01,       0.02
2024-09-09T17:14:34.975,       0.01,        0.00,       -0.04,       0.04
2024-09-09T17:14:35.493,      -0.00,        0.01,       -0.05,       0.05
2024-09-09T17:14:36.040,       0.00,       -0.00,       -0.04,       0.04
2024-09-09T17:14:36.556,      -0.00,        0.01,        0.00,       0.01
2024-09-09T17:14:37.073,       0.01,        0.01,        0.01,       0.02
2024-09-09T17:14:37.591,      -0.01,        0.02,        0.02,       0.02
2024-09-09T17:14:38.156,       0.01,        0.02,        0.03,       0.04
2024-09-09T17:14:38.656,      -0.00,        0.02,       -0.01,       0.02
2024-09-09T17:14:39.170,      -0.01,        0.00,       -0.03,       0.03
2024-09-09T17:14:39.703,      -0.01,       -0.00,       -0.04,       0.04
2024-09-09T17:14:40.218,       0.00,        0.01,       -0.04,       0.04
2024-09-09T17:14:40.735,      -0.00,        0.01,       -0.05,       0.05
2024-09-09T17:14:41.236,      -0.01,        0.02,       -0.00,       0.02
2024-09-09T17:14:41.750,      -0.00,        0.00,       -0.03,       0.03
2024-09-09T17:14:42.268,       0.01,        0.01,       -0.06,       0.06
2024-09-09T17:14:42.784,      -0.01,        0.02,        0.01,       0.02
2024-09-09T17:14:43.284,      -0.02,       -0.00,       -0.00,       0.02
2024-09-09T17:14:43.800,      -0.00,        0.00,       -0.01,       0.01
2024-09-09T17:14:44.314,      -0.00,       -0.00,        0.00,       0.00
2024-09-09T17:14:44.865,       0.00,        0.01,       -0.02,       0.03
2024-09-09T17:14:45.382,      -0.00,       -0.01,       -0.01,       0.02
2024-09-09T17:14:45.896,       0.01,        0.01,       -0.00,       0.01
2024-09-09T17:14:46.396,      -0.00,       -0.00,       -0.00,       0.01
2024-09-09T17:14:46.913,      -0.00,        0.03,       -0.00,       0.03
2024-09-09T17:14:47.428,       0.01,        0.01,       -0.00,       0.02
2024-09-09T17:14:47.980,      -0.01,        0.02,        0.01,       0.03
2024-09-09T17:14:48.494,       0.00,        0.01,       -0.04,       0.04
2024-09-09T17:14:49.010,      -0.01,        0.01,       -0.01,       0.02
2024-09-09T17:14:49.527,       0.00,        0.01,        0.01,       0.02
2024-09-09T17:14:50.077,      -0.01,       -0.00,       -0.03,       0.03
2024-09-09T17:14:50.593,      -0.01,        0.00,       -0.03,       0.03
2024-09-09T17:14:51.107,       0.01,       -0.00,        0.01,       0.01
2024-09-09T17:14:51.607,      -0.00,        0.01,        0.02,       0.02
2024-09-09T17:14:52.127,      -0.01,        0.01,        0.05,       0.06
2024-09-09T17:14:52.638,      -0.02,       -0.00,       -0.04,       0.04
2024-09-09T17:14:53.189,      -0.01,        0.02,       -0.01,       0.02
2024-09-09T17:14:53.704,      -0.02,        0.01,       -0.02,       0.03
2024-09-09T17:14:54.223,      -0.01,       -0.00,       -0.04,       0.04
2024-09-09T17:14:54.737,       0.01,        0.02,       -0.04,       0.05
2024-09-09T17:14:55.237,      -0.01,        0.02,       -0.03,       0.04
2024-09-09T17:14:55.753,      -0.01,        0.01,       -0.03,       0.03
2024-09-09T17:14:56.270,      -0.00,       -0.00,       -0.02,       0.02
2024-09-09T17:14:56.770,      -0.02,        0.00,        0.03,       0.03
2024-09-09T17:14:57.335,       0.00,       -0.01,       -0.03,       0.03
2024-09-09T17:14:57.900,      -0.00,        0.01,        0.03,       0.03
2024-09-09T17:14:58.399,      -0.01,       -0.02,       -0.04,       0.05
2024-09-09T17:14:58.917,       0.01,        0.01,       -0.00,       0.01
2024-09-09T17:14:59.432,      -0.00,        0.01,        0.02,       0.02
2024-09-09T17:14:59.983,      -0.00,        0.01,        0.03,       0.03
2024-09-09T17:15:00.498,      -0.00,        0.01,        0.05,       0.05
2024-09-09T17:15:01.014,      -0.00,        0.01,       -0.01,       0.02
2024-09-09T17:15:01.531,       0.01,        0.00,        0.00,       0.01
2024-09-09T17:15:02.032,      -0.00,       -0.00,        0.00,       0.00
2024-09-09T17:15:02.547,      -0.01,        0.01,       -0.04,       0.04
2024-09-09T17:15:03.063,      -0.01,       -0.00,       -0.02,       0.02
2024-09-09T17:15:03.610,      -0.02,        0.03,        0.03,       0.05
2024-09-09T17:15:04.128,      -0.02,        0.01,        0.05,       0.06
2024-09-09T17:15:04.694,       0.01,       -0.02,       -0.10,       0.10
2024-09-09T17:15:05.210,       0.03,       -0.05,       -0.16,       0.17
2024-09-09T17:15:05.725,       0.02,       -0.03,       -0.11,       0.11
2024-09-09T17:15:06.226,       0.03,       -0.05,       -0.13,       0.14
2024-09-09T17:15:06.740,       0.04,       -0.04,       -0.09,       0.10
2024-09-09T17:15:07.257,       0.04,       -0.03,       -0.08,       0.09
2024-09-09T17:15:07.758,       0.03,       -0.04,       -0.07,       0.09
2024-09-09T17:15:08.273,       0.03,       -0.04,       -0.07,       0.08
2024-09-09T17:15:08.788,       0.02,       -0.04,       -0.09,       0.10
2024-09-09T17:15:09.304,       0.03,       -0.03,       -0.09,       0.10
2024-09-09T17:15:09.805,       0.04,       -0.04,       -0.09,       0.10
2024-09-09T17:15:10.321,       0.02,       -0.06,       -0.10,       0.12
2024-09-09T17:15:10.836,       0.04,       -0.06,       -0.10,       0.12
2024-09-09T17:15:11.354,       0.04,       -0.04,       -0.08,       0.10
2024-09-09T17:15:11.903,       0.03,       -0.05,       -0.07,       0.09
2024-09-09T17:15:12.417,       0.03,       -0.04,       -0.11,       0.13
2024-09-09T17:15:12.933,       0.04,       -0.04,       -0.10,       0.11
2024-09-09T17:15:13.434,       0.03,       -0.03,       -0.08,       0.09
2024-09-09T17:15:13.953,       0.04,       -0.03,       -0.08,       0.10
2024-09-09T17:15:14.467,       0.03,       -0.05,       -0.09,       0.11
2024-09-09T17:15:15.015,       0.02,       -0.03,       -0.11,       0.11
2024-09-09T17:15:15.514,       0.04,       -0.04,       -0.12,       0.13
2024-09-09T17:15:16.029,       0.03,       -0.05,       -0.13,       0.14
2024-09-09T17:15:16.530,       0.03,       -0.03,       -0.07,       0.09
2024-09-09T17:15:17.047,       0.03,       -0.05,       -0.06,       0.08
2024-09-09T17:15:17.562,       0.03,       -0.04,       -0.05,       0.07
2024-09-09T17:15:18.063,       0.03,       -0.05,       -0.11,       0.12
2024-09-09T17:15:18.579,       0.03,       -0.05,       -0.09,       0.11
2024-09-09T17:15:19.095,       0.03,       -0.04,       -0.10,       0.11
2024-09-09T17:15:19.610,       0.03,       -0.03,       -0.08,       0.09
2024-09-09T17:15:19.860,        NaN,         NaN,         NaN,        NaN
2024-09-09T17:15:20.576,        NaN,         NaN,         NaN,        NaN
2024-09-09T17:15:20.626,      -0.00,        0.01,       -0.01,       0.01
2024-09-09T17:15:21.143,      -0.01,        0.01,        0.01,       0.02
2024-09-09T17:15:21.658,       0.00,        0.01,        0.00,       0.01
2024-09-09T17:15:22.174,       0.00,        0.02,       -0.00,       0.02
2024-09-09T17:15:22.676,      -0.00,        0.01,        0.03,       0.03
2024-09-09T17:15:23.191,      -0.00,       -0.01,       -0.03,       0.03
2024-09-09T17:15:23.741,      -0.01,        0.01,        0.04,       0.04
2024-09-09T17:15:24.255,      -0.00,        0.01,        0.02,       0.02
2024-09-09T17:15:24.773,      -0.00,        0.02,        0.02,       0.02
2024-09-09T17:15:25.287,      -0.00,        0.00,        0.01,       0.01
2024-09-09T17:15:25.788,      -0.01,       -0.01,        0.04,       0.05
2024-09-09T17:15:26.304,      -0.00,        0.02,        0.04,       0.04
2024-09-09T17:15:26.804,      -0.01,        0.00,       -0.01,       0.01
2024-09-09T17:15:27.319,      -0.01,        0.00,       -0.01,       0.01
2024-09-09T17:15:27.868,      -0.02,        0.01,        0.03,       0.04
2024-09-09T17:15:28.384,      -0.02,        0.01,        0.01,       0.03
2024-09-09T17:15:28.902,      -0.01,        0.00,       -0.02,       0.02
2024-09-09T17:15:29.449,      -0.01,        0.01,        0.00,       0.01
2024-09-09T17:15:29.965,      -0.01,        0.00,        0.02,       0.02
2024-09-09T17:15:30.465,      -0.03,        0.02,        0.03,       0.05
2024-09-09T17:15:30.983,      -0.00,        0.01,       -0.01,       0.01
2024-09-09T17:15:31.498,       0.00,        0.02,        0.08,       0.09
2024-09-09T17:15:32.046,      -0.01,        0.02,        0.03,       0.04
2024-09-09T17:15:32.596,      -0.01,        0.01,        0.03,       0.03
2024-09-09T17:15:33.096,      -0.01,       -0.00,       -0.02,       0.02
2024-09-09T17:15:33.614,       0.00,        0.01,       -0.02,       0.02
2024-09-09T17:15:34.127,      -0.01,        0.03,        0.05,       0.06
2024-09-09T17:15:34.630,      -0.01,        0.02,        0.01,       0.02
2024-09-09T17:15:35.143,      -0.01,        0.03,        0.01,       0.03
2024-09-09T17:15:35.660,      -0.00,        0.00,       -0.01,       0.01
2024-09-09T17:15:36.176,      -0.00,        0.02,        0.02,       0.03
2024-09-09T17:15:36.677,      -0.00,        0.01,       -0.01,       0.01
2024-09-09T17:15:37.191,      -0.01,       -0.00,        0.03,       0.03
2024-09-09T17:15:37.707,      -0.01,        0.02,        0.04,       0.05
2024-09-09T17:15:38.224,      -0.01,        0.01,        0.01,       0.02
2024-09-09T17:15:38.724,      -0.01,        0.03,        0.01,       0.03
2024-09-09T17:15:39.238,      -0.01,        0.01,       -0.01,       0.02
2024-09-09T17:15:39.738,      -0.01,        0.02,        0.04,       0.04
2024-09-09T17:15:40.255,      -0.00,       -0.00,        0.01,       0.01
2024-09-09T17:15:40.754,      -0.01,       -0.00,        0.02,       0.02
2024-09-09T17:15:41.273,      -0.00,        0.02,        0.03,       0.03
2024-09-09T17:15:41.788,      -0.00,        0.01,        0.04,       0.04
2024-09-09T17:15:42.337,      -0.01,        0.02,       -0.01,       0.03
2024-09-09T17:15:42.852,      -0.02,        0.02,       -0.01,       0.03
2024-09-09T17:15:43.369,      -0.01,       -0.01,       -0.01,       0.02
2024-09-09T17:15:43.870,      -0.00,       -0.01,       -0.01,       0.01
2024-09-09T17:15:44.383,       0.00,        0.02,        0.01,       0.02
2024-09-09T17:15:44.950,      -0.01,        0.00,        0.00,       0.01
2024-09-09T17:15:45.450,      -0.01,        0.02,        0.02,       0.03
2024-09-09T17:15:45.966,      -0.01,        0.02,        0.03,       0.04
2024-09-09T17:15:46.468,      -0.01,        0.01,       -0.01,       0.02
2024-09-09T17:15:46.983,      -0.01,        0.00,       -0.01,       0.01
2024-09-09T17:15:47.530,      -0.00,        0.01,        0.02,       0.02
2024-09-09T17:15:48.048,       0.00,        0.00,       -0.01,       0.01
2024-09-09T17:15:48.563,      -0.00,        0.02,        0.05,       0.05
2024-09-09T17:15:49.062,      -0.01,       -0.00,        0.03,       0.04
2024-09-09T17:15:49.628,      -0.00,        0.02,        0.04,       0.04
2024-09-09T17:15:50.178,      -0.00,        0.00,        0.04,       0.04
2024-09-09T17:15:50.678,      -0.00,       -0.00,       -0.01,       0.01
2024-09-09T17:15:51.195,      -0.01,        0.05,        0.05,       0.07
2024-09-09T17:15:51.742,      -0.01,        0.03,        0.01,       0.03
2024-09-09T17:15:52.260,      -0.00,       -0.00,        0.01,       0.01
2024-09-09T17:15:52.776,      -0.00,       -0.00,        0.01,       0.01
2024-09-09T17:15:53.323,      -0.01,        0.00,        0.02,       0.03
2024-09-09T17:15:53.840,      -0.00,        0.00,       -0.00,       0.00
2024-09-09T17:15:54.358,       0.00,        0.01,       -0.02,       0.03
2024-09-09T17:15:54.858,      -0.00,        0.00,        0.02,       0.02
2024-09-09T17:15:55.373,      -0.02,        0.01,        0.00,       0.03
2024-09-09T17:15:55.888,      -0.01,        0.00,        0.01,       0.01
2024-09-09T17:15:56.439,      -0.01,       -0.00,        0.03,       0.03
2024-09-09T17:15:56.953,      -0.01,       -0.01,       -0.00,       0.01
2024-09-09T17:15:57.469,      -0.01,        0.01,        0.05,       0.05
2024-09-09T17:15:57.986,      -0.01,       -0.01,       -0.03,       0.03
2024-09-09T17:15:58.502,      -0.01,        0.01,        0.04,       0.04
2024-09-09T17:15:59.054,      -0.01,        0.01,        0.05,       0.05
2024-09-09T17:15:59.567,      -0.01,        0.02,        0.05,       0.05
2024-09-09T17:16:00.084,      -0.01,        0.01,        0.04,       0.04
2024-09-09T17:16:00.601,      -0.02,        0.01,        0.03,       0.04
2024-09-09T17:16:01.116,      -0.01,       -0.00,        0.00,       0.01
2024-09-09T17:16:01.632,      -0.01,        0.01,       -0.00,       0.02
2024-09-09T17:16:02.132,      -0.01,        0.01,       -0.03,       0.03
2024-09-09T17:16:02.649,      -0.00,        0.01,        0.02,       0.02
2024-09-09T17:16:03.162,      -0.01,        0.02,        0.05,       0.06
2024-09-09T17:16:03.679,      -0.01,        0.03,        0.08,       0.08
2024-09-09T17:16:04.197,      -0.01,        0.02,        0.06,       0.06
2024-09-09T17:16:04.745,      -0.00,        0.01,        0.04,       0.04
2024-09-09T17:16:05.261,      -0.00,        0.01,        0.03,       0.04
2024-09-09T17:16:05.777,       0.00,        0.01,        0.01,       0.02
2024-09-09T17:16:06.293,       0.00,       -0.01,       -0.03,       0.03
2024-09-09T17:16:06.795,      -0.01,        0.02,        0.03,       0.04
2024-09-09T17:16:07.309,      -0.01,        0.01,        0.02,       0.02
2024-09-09T17:16:07.842,      -0.01,        0.01,        0.01,       0.02
2024-09-09T17:16:08.359,      -0.01,        0.04,        0.05,       0.06
2024-09-09T17:16:08.874,       0.00,        0.01,       -0.03,       0.03
2024-09-09T17:16:09.424,      -0.00,        0.00,       -0.02,       0.02
2024-09-09T17:16:09.940,      -0.00,       -0.02,       -0.06,       0.06
2024-09-09T17:16:10.455,      -0.01,        0.02,        0.05,       0.05
2024-09-09T17:16:10.956,      -0.01,        0.01,        0.04,       0.04
2024-09-09T17:16:11.471,       0.01,       -0.00,       -0.01,       0.01
2024-09-09T17:16:12.021,      -0.02,        0.01,        0.02,       0.03
2024-09-09T17:16:12.537,      -0.00,        0.01,        0.02,       0.02
2024-09-09T17:16:13.055,      -0.01,       -0.00,       -0.01,       0.01
2024-09-09T17:16:13.570,      -0.00,        0.01,        0.02,       0.02
2024-09-09T17:16:14.118,      -0.01,        0.01,        0.02,       0.03
2024-09-09T17:16:14.634,       0.00,        0.01,        0.01,       0.01
2024-09-09T17:16:15.151,      -0.01,        0.01,       -0.01,       0.01
2024-09-09T17:16:15.700,       0.00,       -0.01,       -0.04,       0.05
2024-09-09T17:16:16.215,      -0.00,        0.00,        0.00,       0.00
2024-09-09T17:16:16.718,      -0.01,       -0.01,       -0.03,       0.04
2024-09-09T17:16:17.234,      -0.00,        0.00,        0.02,       0.02
2024-09-09T17:16:17.798,      -0.01,        0.00,        0.00,       0.01
2024-09-09T17:16:18.314,       0.00,        0.02,        0.00,       0.02
2024-09-09T17:16:18.814,      -0.01,        0.01,        0.03,       0.03
2024-09-09T17:16:19.330,      -0.01,        0.01,        0.03,       0.03
2024-09-09T17:16:19.844,      -0.01,        0.02,       -0.02,       0.03
2024-09-09T17:16:20.346,      -0.01,        0.01,        0.00,       0.01
2024-09-09T17:16:20.862,      -0.01,        0.00,        0.03,       0.03
2024-09-09T17:16:21.376,      -0.00,        0.02,        0.05,       0.05
2024-09-09T17:16:21.877,      -0.01,        0.01,        0.05,       0.05
2024-09-09T17:16:22.392,      -0.01,        0.01,        0.03,       0.03
2024-09-09T17:16:22.909,      -0.01,        0.04,        0.06,       0.07
2024-09-09T17:16:23.458,      -0.01,        0.01,        0.05,       0.05
2024-09-09T17:16:23.975,      -0.00,        0.01,        0.04,       0.04
2024-09-09T17:16:24.491,       0.00,       -0.01,       -0.01,       0.01
2024-09-09T17:16:25.190,      -0.00,        0.01,        0.00,       0.01
2024-09-09T17:16:25.689,      -0.01,        0.02,        0.02,       0.03
2024-09-09T17:16:26.189,      -0.00,        0.01,        0.02,       0.02
2024-09-09T17:16:26.705,      -0.00,        0.01,        0.02,       0.03
2024-09-09T17:16:27.221,       0.01,        0.01,        0.02,       0.03
2024-09-09T17:16:27.721,      -0.01,        0.02,        0.01,       0.02
2024-09-09T17:16:28.238,      -0.01,        0.01,        0.02,       0.02
2024-09-09T17:16:28.751,      -0.01,        0.00,       -0.02,       0.03
2024-09-09T17:16:29.269,      -0.00,        0.02,        0.01,       0.02
2024-09-09T17:16:29.820,       0.01,       -0.01,        0.02,       0.02
2024-09-09T17:16:30.334,       0.01,        0.01,        0.02,       0.02
2024-09-09T17:16:30.850,       0.00,       -0.02,        0.00,       0.02
2024-09-09T17:16:31.367,       0.00,       -0.00,        0.01,       0.01
2024-09-09T17:16:31.884,      -0.00,        0.01,        0.04,       0.04
2024-09-09T17:16:32.432,      -0.01,        0.00,       -0.02,       0.03
2024-09-09T17:16:32.950,      -0.02,        0.00,        0.00,       0.02
2024-09-09T17:16:33.497,      -0.01,        0.01,       -0.02,       0.03
2024-09-09T17:16:34.014,      -0.01,        0.01,        0.03,       0.03
2024-09-09T17:16:34.529,      -0.01,       -0.00,       -0.01,       0.01
2024-09-09T17:16:35.046,       0.01,       -0.01,        0.02,       0.02
2024-09-09T17:16:35.562,      -0.01,       -0.01,        0.01,       0.01
2024-09-09T17:16:36.062,      -0.01,        0.01,       -0.01,       0.02
2024-09-09T17:16:36.579,      -0.00,        0.01,        0.03,       0.03
2024-09-09T17:16:37.143,      -0.01,        0.02,        0.03,       0.04
2024-09-09T17:16:37.645,      -0.01,        0.01,       -0.01,       0.02
2024-09-09T17:16:38.163,       0.00,        0.01,       -0.00,       0.01
2024-09-09T17:16:38.676,      -0.01,        0.00,        0.02,       0.03
2024-09-09T17:16:39.241,      -0.01,        0.02,        0.03,       0.04
2024-09-09T17:16:39.741,      -0.01,       -0.01,        0.03,       0.03
2024-09-09T17:16:40.258,      -0.01,        0.01,        0.04,       0.04
2024-09-09T17:16:40.772,      -0.01,        0.02,        0.01,       0.03
2024-09-09T17:16:41.290,      -0.02,        0.03,        0.03,       0.05
2024-09-09T17:16:41.805,      -0.01,        0.02,        0.02,       0.03
2024-09-09T17:16:42.306,      -0.01,        0.03,        0.01,       0.03
2024-09-09T17:16:42.822,      -0.01,        0.03,        0.05,       0.06
2024-09-09T17:16:43.322,      -0.00,       -0.00,       -0.00,       0.01
2024-09-09T17:16:43.886,       0.00,       -0.00,        0.01,       0.01
2024-09-09T17:16:44.438,      -0.01,       -0.01,       -0.03,       0.03
2024-09-09T17:16:44.952,      -0.01,        0.01,        0.02,       0.03
2024-09-09T17:16:45.455,      -0.02,        0.02,        0.05,       0.06
2024-09-09T17:16:45.968,      -0.00,       -0.01,       -0.01,       0.01
2024-09-09T17:16:46.484,       0.00,        0.00,       -0.00,       0.00
2024-09-09T17:16:47.033,      -0.00,       -0.01,       -0.02,       0.02
2024-09-09T17:16:47.550,      -0.01,        0.00,       -0.00,       0.01
2024-09-09T17:16:48.101,      -0.01,        0.01,        0.01,       0.02
2024-09-09T17:16:48.614,      -0.01,        0.02,        0.01,       0.03
2024-09-09T17:16:49.130,      -0.00,        0.02,        0.04,       0.04
2024-09-09T17:16:49.647,      -0.01,        0.00,        0.03,       0.03
2024-09-09T17:16:50.149,      -0.01,        0.00,        0.02,       0.03
2024-09-09T17:16:50.662,      -0.01,        0.01,        0.01,       0.02
2024-09-09T17:16:51.179,      -0.01,        0.01,        0.04,       0.04
2024-09-09T17:16:51.678,      -0.01,        0.01,        0.02,       0.03
2024-09-09T17:16:52.195,      -0.04,        0.14,        0.09,       0.17
2024-09-09T17:16:52.710,      -0.13,        0.42,        0.45,       0.63
2024-09-09T17:16:53.260,      -0.12,        0.37,        0.40,       0.56
2024-09-09T17:16:53.778,      -0.16,        0.48,        0.53,       0.73
2024-09-09T17:16:53.913,        NaN,         NaN,         NaN,        NaN
2024-09-09T17:16:55.310,        NaN,         NaN,         NaN,        NaN
2024-09-09T17:16:55.310,       0.00,        0.00,        0.00,       0.00
2024-09-09T17:16:55.823,       0.02,       -0.08,       -0.11,       0.14
2024-09-09T17:16:56.325,       0.02,       -0.09,       -0.10,       0.14
2024-09-09T17:16:56.840,       0.03,       -0.10,       -0.11,       0.16
2024-09-09T17:16:57.356,       0.03,       -0.09,       -0.13,       0.16
2024-09-09T17:16:57.904,       0.02,       -0.09,       -0.13,       0.16
2024-09-09T17:16:58.423,       0.03,       -0.08,       -0.11,       0.13
2024-09-09T17:16:58.939,       0.03,       -0.09,       -0.10,       0.14
2024-09-09T17:16:59.504,       0.03,       -0.09,       -0.12,       0.15
2024-09-09T17:17:00.003,       0.02,       -0.09,       -0.07,       0.12
2024-09-09T17:17:00.537,       0.03,       -0.09,       -0.14,       0.17
2024-09-09T17:17:01.051,       0.03,       -0.08,       -0.13,       0.16
2024-09-09T17:17:01.568,       0.04,       -0.10,       -0.13,       0.17
2024-09-09T17:17:02.118,       0.02,       -0.07,       -0.07,       0.10
2024-09-09T17:17:02.633,       0.02,       -0.10,       -0.11,       0.15
2024-09-09T17:17:03.200,       0.03,       -0.08,       -0.11,       0.14
2024-09-09T17:17:03.699,       0.02,       -0.08,       -0.14,       0.16
2024-09-09T17:17:04.216,       0.02,       -0.08,       -0.11,       0.14
2024-09-09T17:17:04.732,       0.03,       -0.11,       -0.14,       0.18
2024-09-09T17:17:05.281,       0.03,       -0.10,       -0.11,       0.15
2024-09-09T17:17:05.797,       0.03,       -0.10,       -0.12,       0.16
2024-09-09T17:17:06.312,       0.03,       -0.07,       -0.09,       0.12
2024-09-09T17:17:06.812,       0.03,       -0.08,       -0.10,       0.13
2024-09-09T17:17:07.329,       0.03,       -0.09,       -0.10,       0.14
2024-09-09T17:17:07.846,       0.02,       -0.08,       -0.10,       0.13
2024-09-09T17:17:08.394,       0.02,       -0.08,       -0.09,       0.12
2024-09-09T17:17:08.910,       0.03,       -0.09,       -0.14,       0.17
2024-09-09T17:17:09.429,       0.03,       -0.11,       -0.11,       0.15
2024-09-09T17:17:09.991,       0.03,       -0.08,       -0.08,       0.11
2024-09-09T17:17:10.492,       0.04,       -0.10,       -0.11,       0.16
2024-09-09T17:17:11.008,       0.03,       -0.10,       -0.16,       0.19
2024-09-09T17:17:11.524,       0.03,       -0.09,       -0.15,       0.17
2024-09-09T17:17:12.075,       0.03,       -0.08,       -0.10,       0.13
2024-09-09T17:17:12.590,       0.03,       -0.08,       -0.04,       0.09
2024-09-09T17:17:13.138,       0.02,       -0.08,       -0.07,       0.11
2024-09-09T17:17:13.654,       0.03,       -0.09,       -0.10,       0.14
