Time,X,Y,Z,Displacement [mm]
2026-01-09T14:51:41.937,       0.00,        0.00,        0.00,        NaN
2026-01-09T14:51:41.938,       0.00,        0.00,        0.00,        NaN
2026-01-09T14:51:42.125,       0.00,        0.00,        0.00,        NaN
2026-01-09T14:51:51.696,        NaN,         NaN,         NaN,        NaN
2026-01-09T14:51:51.696,       0.00,        0.00,        0.00,       0.00
2026-01-09T14:51:52.209,       0.01,       -0.00,       -0.01,       0.01
2026-01-09T14:51:52.761,       0.01,       -0.02,       -0.03,       0.04
2026-01-09T14:51:53.278,       0.00,       -0.00,       -0.06,       0.06
2026-01-09T14:51:53.791,       0.02,       -0.01,        0.01,       0.02
2026-01-09T14:51:54.307,       0.01,        0.01,        0.02,       0.02
2026-01-09T14:51:54.824,       0.01,        0.01,        0.03,       0.03
2026-01-09T14:51:55.342,       0.02,        0.00,        0.01,       0.02
2026-01-09T14:51:55.858,       0.00,        0.01,       -0.01,       0.01
2026-01-09T14:51:56.376,       0.02,        0.01,        0.01,       0.03
2026-01-09T14:51:56.921,      -0.01,        0.01,       -0.00,       0.01
2026-01-09T14:51:57.440,       0.01,        0.00,        0.01,       0.01
2026-01-09T14:51:57.955,       0.02,        0.03,        0.03,       0.05
2026-01-09T14:51:58.470,      -0.00,        0.02,        0.07,       0.08
2026-01-09T14:51:58.985,       0.01,        0.03,        0.04,       0.05
2026-01-09T14:51:59.501,       0.00,        0.02,        0.02,       0.03
2026-01-09T14:52:00.021,      -0.01,        0.02,       -0.03,       0.03
2026-01-09T14:52:00.537,       0.00,        0.01,        0.00,       0.01
2026-01-09T14:52:01.083,       0.01,        0.03,        0.08,       0.08
2026-01-09T14:52:01.602,       0.02,       -0.01,       -0.02,       0.03
2026-01-09T14:52:02.118,       0.01,        0.02,       -0.01,       0.02
2026-01-09T14:52:02.631,      -0.00,        0.02,        0.01,       0.03
2026-01-09T14:52:03.147,      -0.00,        0.02,       -0.01,       0.02
2026-01-09T14:52:03.664,       0.01,        0.03,        0.01,       0.03
2026-01-09T14:52:04.182,       0.02,       -0.00,       -0.00,       0.02
2026-01-09T14:52:04.698,       0.01,        0.01,       -0.02,       0.02
2026-01-09T14:52:05.263,       0.02,        0.00,       -0.00,       0.02
2026-01-09T14:52:05.762,      -0.01,        0.00,       -0.02,       0.02
2026-01-09T14:52:06.280,       0.01,        0.03,       -0.00,       0.03
2026-01-09T14:52:06.797,       0.01,        0.03,        0.05,       0.06
2026-01-09T14:52:07.311,       0.00,        0.02,        0.02,       0.02
2026-01-09T14:52:07.825,       0.01,        0.01,        0.02,       0.03
2026-01-09T14:52:08.341,      -0.00,       -0.02,       -0.01,       0.02
2026-01-09T14:52:08.861,       0.00,        0.02,        0.01,       0.02
2026-01-09T14:52:09.424,       0.01,        0.01,        0.03,       0.04
2026-01-09T14:52:09.940,      -0.00,        0.00,       -0.00,       0.01
2026-01-09T14:52:10.457,       0.01,        0.02,        0.03,       0.04
2026-01-09T14:52:10.959,       0.02,        0.01,       -0.03,       0.04
2026-01-09T14:52:11.472,       0.01,        0.03,        0.03,       0.05
2026-01-09T14:52:11.988,       0.01,       -0.01,       -0.01,       0.02
2026-01-09T14:52:12.505,       0.01,        0.01,        0.00,       0.02
2026-01-09T14:52:13.023,       0.00,        0.00,       -0.01,       0.01
2026-01-09T14:52:13.539,       0.00,        0.01,       -0.03,       0.03
2026-01-09T14:52:14.056,       0.00,        0.01,        0.00,       0.01
2026-01-09T14:52:14.568,      -0.00,        0.02,       -0.01,       0.02
2026-01-09T14:52:15.070,       0.02,        0.02,        0.03,       0.04
2026-01-09T14:52:15.586,       0.00,        0.00,        0.01,       0.01
2026-01-09T14:52:16.104,       0.00,        0.01,        0.03,       0.03
2026-01-09T14:52:16.616,       0.01,        0.01,       -0.03,       0.03
2026-01-09T14:52:17.132,       0.01,       -0.00,       -0.02,       0.02
2026-01-09T14:52:17.649,       0.01,        0.01,       -0.01,       0.02
2026-01-09T14:52:18.167,      -0.01,        0.02,       -0.01,       0.02
2026-01-09T14:52:18.683,       0.01,        0.00,       -0.00,       0.01
2026-01-09T14:52:19.198,       0.00,        0.01,        0.03,       0.03
2026-01-09T14:52:19.713,       0.01,        0.02,       -0.03,       0.03
2026-01-09T14:52:20.229,       0.01,       -0.00,       -0.01,       0.01
2026-01-09T14:52:20.748,       0.00,        0.01,        0.02,       0.02
2026-01-09T14:52:21.311,       0.00,        0.01,        0.01,       0.01
2026-01-09T14:52:21.810,       0.00,       -0.01,        0.04,       0.04
2026-01-09T14:52:22.329,       0.02,        0.01,        0.06,       0.06
2026-01-09T14:52:22.846,      -0.02,       -0.00,       -0.01,       0.02
2026-01-09T14:52:23.359,       0.00,        0.01,        0.02,       0.02
2026-01-09T14:52:23.875,       0.01,       -0.00,        0.00,       0.01
2026-01-09T14:52:24.392,      -0.01,        0.01,        0.02,       0.03
2026-01-09T14:52:24.910,      -0.00,       -0.01,        0.12,       0.12
2026-01-09T14:52:25.426,       0.01,        0.01,        0.21,       0.21
2026-01-09T14:52:25.972,       0.01,        0.00,        0.33,       0.33
2026-01-09T14:52:26.488,       0.00,       -0.00,        0.43,       0.43
2026-01-09T14:52:27.007,       0.00,        0.02,        0.52,       0.52
2026-01-09T14:52:27.554,       0.01,        0.02,        0.66,       0.66
2026-01-09T14:52:28.073,       0.02,        0.01,        0.79,       0.79
2026-01-09T14:52:28.590,       0.02,        0.02,        0.88,       0.88
2026-01-09T14:52:29.105,       0.00,       -0.01,        0.95,       0.95
2026-01-09T14:52:29.619,      -0.00,       -0.01,        1.12,       1.12
2026-01-09T14:52:30.136,      -0.00,       -0.01,        1.21,       1.21
2026-01-09T14:52:30.638,       0.00,       -0.01,        1.33,       1.33
2026-01-09T14:52:31.153,       0.01,       -0.02,        1.41,       1.41
2026-01-09T14:52:31.666,       0.01,       -0.01,        1.54,       1.54
2026-01-09T14:52:32.183,      -0.00,        0.01,        1.67,       1.67
2026-01-09T14:52:32.698,       0.00,       -0.01,        1.74,       1.74
2026-01-09T14:52:33.200,       0.01,       -0.00,        1.82,       1.82
2026-01-09T14:52:33.714,       0.01,        0.00,        1.88,       1.88
2026-01-09T14:52:34.231,       0.02,       -0.01,        1.90,       1.90
2026-01-09T14:52:34.746,       0.02,       -0.01,        1.94,       1.94
2026-01-09T14:52:35.266,       0.01,        0.01,        2.00,       2.00
2026-01-09T14:52:35.782,       0.02,        0.02,        2.01,       2.01
2026-01-09T14:52:36.329,       0.04,        0.01,        1.95,       1.95
2026-01-09T14:52:36.847,       0.02,        0.00,        1.96,       1.96
2026-01-09T14:52:37.364,       0.02,        0.02,        1.95,       1.95
2026-01-09T14:52:37.879,       0.02,       -0.01,        1.94,       1.94
2026-01-09T14:52:38.392,       0.02,        0.00,        1.97,       1.97
2026-01-09T14:52:38.894,       0.02,        0.02,        1.99,       1.99
2026-01-09T14:52:39.410,       0.00,        0.02,        1.98,       1.98
2026-01-09T14:52:39.924,       0.03,       -0.01,        1.98,       1.99
2026-01-09T14:52:40.440,       0.02,       -0.02,        1.97,       1.97
2026-01-09T14:52:40.956,       0.00,        0.02,        1.99,       1.99
2026-01-09T14:52:41.459,       0.01,       -0.02,        1.98,       1.98
2026-01-09T14:52:41.973,       0.01,       -0.00,        1.99,       1.99
2026-01-09T14:52:42.488,       0.02,        0.01,        1.98,       1.98
2026-01-09T14:52:43.004,       0.02,        0.01,        2.02,       2.02
2026-01-09T14:52:43.524,       0.00,        0.00,        1.97,       1.97
2026-01-09T14:52:44.039,       0.03,        0.00,        1.94,       1.94
2026-01-09T14:52:44.585,       0.04,       -0.01,        1.96,       1.96
2026-01-09T14:52:45.104,       0.01,        0.00,        1.96,       1.96
2026-01-09T14:52:45.621,       0.02,       -0.00,        1.94,       1.94
2026-01-09T14:52:46.134,       0.02,        0.00,        1.94,       1.94
2026-01-09T14:52:46.650,       0.02,        0.00,        2.00,       2.00
2026-01-09T14:52:47.152,       0.02,       -0.00,        2.02,       2.02
2026-01-09T14:52:47.669,       0.02,       -0.02,        1.99,       1.99
2026-01-09T14:52:48.182,       0.02,        0.02,        1.97,       1.97
2026-01-09T14:52:48.734,       0.01,       -0.00,        1.96,       1.96
2026-01-09T14:52:49.250,       0.03,       -0.00,        1.96,       1.96
2026-01-09T14:52:49.767,       0.01,       -0.01,        1.97,       1.97
2026-01-09T14:52:50.329,       0.02,        0.01,        2.02,       2.02
2026-01-09T14:52:50.831,       0.01,        0.01,        2.01,       2.01
2026-01-09T14:52:51.345,       0.02,        0.02,        1.97,       1.97
2026-01-09T14:52:51.862,       0.04,        0.01,        1.92,       1.92
2026-01-09T14:52:52.377,       0.02,       -0.03,        1.84,       1.85
2026-01-09T14:52:52.896,       0.00,       -0.02,        1.77,       1.77
2026-01-09T14:52:53.413,       0.00,       -0.00,        1.66,       1.66
2026-01-09T14:52:53.928,       0.01,       -0.02,        1.52,       1.52
2026-01-09T14:52:54.479,      -0.00,       -0.02,        1.30,       1.30
2026-01-09T14:52:54.994,       0.01,       -0.00,        1.19,       1.19
2026-01-09T14:52:55.510,       0.00,       -0.02,        1.16,       1.16
2026-01-09T14:52:56.023,       0.02,       -0.01,        0.94,       0.94
2026-01-09T14:52:56.539,       0.00,       -0.03,        0.77,       0.77
2026-01-09T14:52:57.042,       0.01,       -0.03,        0.65,       0.65
2026-01-09T14:52:57.558,       0.02,       -0.03,        0.58,       0.59
2026-01-09T14:52:58.071,       0.01,       -0.00,        0.45,       0.45
2026-01-09T14:52:58.587,      -0.01,       -0.01,        0.41,       0.41
2026-01-09T14:52:59.089,       0.02,       -0.01,        0.25,       0.25
2026-01-09T14:52:59.606,       0.02,        0.00,        0.20,       0.20
2026-01-09T14:53:00.119,       0.02,       -0.00,        0.13,       0.14
2026-01-09T14:53:00.621,       0.03,       -0.01,        0.07,       0.08
2026-01-09T14:53:01.137,       0.01,       -0.04,        0.05,       0.07
2026-01-09T14:53:01.654,       0.00,       -0.03,        0.05,       0.06
2026-01-09T14:53:02.167,       0.02,       -0.01,        0.04,       0.05
2026-01-09T14:53:02.683,       0.02,       -0.01,        0.09,       0.09
2026-01-09T14:53:03.199,       0.03,       -0.00,        0.01,       0.03
2026-01-09T14:53:03.701,       0.01,       -0.03,       -0.08,       0.09
2026-01-09T14:53:04.214,       0.00,       -0.01,       -0.01,       0.02
