Time,X,Y,Z,Displacement [mm]
2024-10-10T16:07:44.013,       0.00,        0.00,        0.00,        NaN
2024-10-10T16:07:44.013,       0.00,        0.00,        0.00,        NaN
2024-10-10T16:07:44.090,       0.00,        0.00,        0.00,        NaN
2024-10-10T16:08:00.133,        NaN,         NaN,         NaN,        NaN
2024-10-10T16:08:00.133,       0.00,        0.00,        0.00,       0.00
2024-10-10T16:08:00.649,       0.01,       -0.00,       -0.04,       0.04
2024-10-10T16:08:01.167,       0.01,       -0.01,       -0.02,       0.03
2024-10-10T16:08:01.666,       0.01,       -0.01,       -0.03,       0.03
2024-10-10T16:08:02.183,       0.01,        0.00,       -0.02,       0.02
2024-10-10T16:08:02.698,       0.01,       -0.01,       -0.00,       0.01
2024-10-10T16:08:03.215,      -0.00,       -0.02,       -0.06,       0.07
2024-10-10T16:08:03.765,      -0.01,       -0.02,       -0.04,       0.04
2024-10-10T16:08:04.279,       0.02,       -0.03,       -0.04,       0.06
2024-10-10T16:08:04.795,       0.01,       -0.04,       -0.04,       0.06
2024-10-10T16:08:05.344,       0.01,       -0.02,       -0.03,       0.03
2024-10-10T16:08:05.862,       0.01,       -0.02,       -0.02,       0.03
2024-10-10T16:08:06.361,       0.00,        0.00,        0.00,       0.00
2024-10-10T16:08:06.877,       0.01,        0.00,       -0.02,       0.02
2024-10-10T16:08:07.393,       0.01,        0.00,       -0.01,       0.01
2024-10-10T16:08:07.943,      -0.00,        0.01,       -0.02,       0.02
2024-10-10T16:08:08.462,       0.02,        0.02,        0.01,       0.03
2024-10-10T16:08:09.009,       0.01,        0.00,       -0.00,       0.01
2024-10-10T16:08:09.509,      -0.00,       -0.01,       -0.05,       0.05
2024-10-10T16:08:10.022,       0.02,       -0.00,       -0.03,       0.03
2024-10-10T16:08:10.522,       0.01,        0.01,       -0.02,       0.02
2024-10-10T16:08:11.041,       0.02,        0.01,       -0.05,       0.06
2024-10-10T16:08:11.555,       0.01,       -0.02,       -0.03,       0.04
2024-10-10T16:08:12.057,       0.01,       -0.01,       -0.03,       0.03
2024-10-10T16:08:12.570,       0.01,       -0.02,       -0.01,       0.02
2024-10-10T16:08:13.086,       0.01,       -0.02,       -0.02,       0.03
2024-10-10T16:08:13.587,       0.00,       -0.02,       -0.00,       0.02
2024-10-10T16:08:14.103,       0.02,        0.00,       -0.05,       0.06
2024-10-10T16:08:14.618,       0.03,        0.02,       -0.03,       0.04
2024-10-10T16:08:15.135,       0.01,       -0.02,       -0.05,       0.05
2024-10-10T16:08:15.652,       0.01,       -0.01,       -0.02,       0.02
2024-10-10T16:08:16.199,      -0.00,       -0.02,       -0.02,       0.03
2024-10-10T16:08:16.715,       0.00,       -0.00,       -0.03,       0.03
2024-10-10T16:08:17.266,       0.00,       -0.01,       -0.04,       0.04
2024-10-10T16:08:17.783,       0.00,       -0.01,       -0.06,       0.06
2024-10-10T16:08:18.298,       0.01,       -0.02,       -0.00,       0.02
2024-10-10T16:08:18.813,       0.01,        0.00,       -0.01,       0.02
2024-10-10T16:08:19.313,      -0.00,        0.01,       -0.04,       0.04
2024-10-10T16:08:19.829,      -0.00,       -0.01,       -0.01,       0.01
2024-10-10T16:08:20.380,       0.01,       -0.02,       -0.03,       0.04
2024-10-10T16:08:20.896,       0.01,        0.01,       -0.03,       0.03
2024-10-10T16:08:21.412,      -0.00,       -0.01,       -0.03,       0.03
2024-10-10T16:08:21.959,      -0.00,       -0.02,       -0.03,       0.04
2024-10-10T16:08:22.477,       0.01,        0.03,       -0.01,       0.03
2024-10-10T16:08:22.992,      -0.00,       -0.01,       -0.04,       0.04
2024-10-10T16:08:23.509,       0.01,       -0.01,       -0.04,       0.04
2024-10-10T16:08:24.009,       0.00,       -0.00,        0.02,       0.02
2024-10-10T16:08:24.575,       0.01,        0.01,       -0.08,       0.08
2024-10-10T16:08:25.123,       0.02,       -0.02,       -0.08,       0.08
2024-10-10T16:08:25.639,       0.00,        0.01,       -0.01,       0.02
2024-10-10T16:08:26.340,       0.01,       -0.02,       -0.07,       0.07
2024-10-10T16:08:26.889,       0.00,       -0.03,       -0.06,       0.07
2024-10-10T16:08:27.438,      -0.01,        0.01,       -0.04,       0.04
2024-10-10T16:08:27.954,      -0.00,       -0.02,       -0.04,       0.04
2024-10-10T16:08:28.471,       0.00,        0.01,       -0.04,       0.04
2024-10-10T16:08:29.021,       0.01,        0.01,       -0.02,       0.02
2024-10-10T16:08:29.536,       0.01,       -0.02,       -0.04,       0.05
2024-10-10T16:08:30.051,       0.01,       -0.01,       -0.03,       0.03
2024-10-10T16:08:30.616,      -0.00,        0.02,        0.01,       0.02
2024-10-10T16:08:31.116,       0.02,       -0.02,       -0.05,       0.06
2024-10-10T16:08:31.633,       0.00,       -0.02,       -0.02,       0.03
2024-10-10T16:08:32.134,       0.00,        0.00,       -0.03,       0.03
2024-10-10T16:08:32.648,      -0.00,       -0.02,       -0.02,       0.03
2024-10-10T16:08:33.149,      -0.00,       -0.03,       -0.08,       0.08
2024-10-10T16:08:33.664,       0.01,       -0.03,       -0.02,       0.03
2024-10-10T16:08:34.182,       0.02,       -0.00,       -0.02,       0.03
2024-10-10T16:08:34.681,       0.01,       -0.01,       -0.03,       0.03
2024-10-10T16:08:35.196,       0.01,       -0.01,       -0.09,       0.09
2024-10-10T16:08:35.713,       0.01,        0.00,        0.00,       0.01
2024-10-10T16:08:36.230,       0.02,       -0.02,       -0.04,       0.05
2024-10-10T16:08:36.746,       0.02,       -0.02,       -0.05,       0.05
2024-10-10T16:08:37.293,      -0.00,        0.05,       -0.01,       0.05
2024-10-10T16:08:37.812,       0.01,        0.00,       -0.03,       0.03
2024-10-10T16:08:38.361,       0.01,        0.02,       -0.02,       0.03
2024-10-10T16:08:38.876,       0.01,        0.04,        0.01,       0.04
2024-10-10T16:08:39.391,       0.00,        0.02,       -0.03,       0.04
2024-10-10T16:08:39.891,       0.01,       -0.03,       -0.04,       0.05
2024-10-10T16:08:40.406,       0.02,       -0.00,       -0.06,       0.06
2024-10-10T16:08:40.924,       0.00,       -0.02,       -0.03,       0.03
2024-10-10T16:08:41.423,       0.00,       -0.00,       -0.02,       0.02
2024-10-10T16:08:41.941,       0.01,       -0.01,       -0.10,       0.10
2024-10-10T16:08:42.455,       0.00,       -0.02,       -0.04,       0.04
2024-10-10T16:08:42.955,       0.02,       -0.00,       -0.08,       0.08
2024-10-10T16:08:43.472,      -0.00,        0.00,       -0.06,       0.06
2024-10-10T16:08:44.003,       0.00,       -0.01,       -0.08,       0.09
2024-10-10T16:08:44.519,      -0.00,       -0.03,       -0.08,       0.08
2024-10-10T16:08:45.035,       0.00,       -0.02,       -0.07,       0.07
2024-10-10T16:08:45.538,       0.00,       -0.01,       -0.04,       0.04
2024-10-10T16:08:46.050,       0.00,       -0.03,       -0.06,       0.07
2024-10-10T16:08:46.600,       0.01,       -0.01,       -0.03,       0.03
