Time,X,Y,Z,Displacement [mm]
2024-12-23T15:26:44.757,       0.00,        0.00,        0.00,        NaN
2024-12-23T15:26:44.757,       0.00,        0.00,        0.00,        NaN
2024-12-23T15:26:44.861,       0.00,        0.00,        0.00,        NaN
2024-12-23T15:27:00.784,        NaN,         NaN,         NaN,        NaN
2024-12-23T15:27:00.784,       0.00,        0.00,        0.00,       0.00
2024-12-23T15:27:01.300,      -0.01,       -0.00,       -0.01,       0.02
2024-12-23T15:27:01.817,      -0.01,       -0.01,       -0.02,       0.02
2024-12-23T15:27:02.332,      -0.00,       -0.00,        0.02,       0.02
2024-12-23T15:27:02.882,      -0.02,       -0.01,       -0.02,       0.03
2024-12-23T15:27:03.400,      -0.00,       -0.01,       -0.01,       0.01
2024-12-23T15:27:03.914,      -0.01,       -0.01,       -0.01,       0.02
2024-12-23T15:27:04.431,      -0.01,        0.01,        0.00,       0.01
2024-12-23T15:27:04.946,       0.00,       -0.00,        0.00,       0.00
2024-12-23T15:27:05.446,      -0.01,       -0.02,       -0.02,       0.03
2024-12-23T15:27:05.963,      -0.01,        0.01,        0.01,       0.02
2024-12-23T15:27:06.478,       0.01,        0.02,        0.03,       0.03
2024-12-23T15:27:06.993,      -0.00,       -0.00,        0.00,       0.01
2024-12-23T15:27:07.494,       0.00,       -0.01,       -0.03,       0.03
2024-12-23T15:27:08.011,       0.00,       -0.01,        0.03,       0.03
2024-12-23T15:27:08.529,       0.00,        0.00,       -0.02,       0.02
2024-12-23T15:27:09.042,      -0.00,        0.01,        0.02,       0.02
2024-12-23T15:27:09.574,      -0.01,       -0.01,       -0.03,       0.04
2024-12-23T15:27:10.090,      -0.01,       -0.03,       -0.01,       0.03
2024-12-23T15:27:10.607,      -0.01,        0.00,        0.03,       0.03
2024-12-23T15:27:11.123,       0.01,        0.00,        0.04,       0.04
2024-12-23T15:27:11.639,      -0.01,       -0.01,       -0.03,       0.03
2024-12-23T15:27:12.138,      -0.00,        0.01,        0.02,       0.02
2024-12-23T15:27:12.655,      -0.01,       -0.02,       -0.01,       0.03
2024-12-23T15:27:13.171,      -0.02,        0.02,       -0.01,       0.03
2024-12-23T15:27:13.687,      -0.01,       -0.00,       -0.00,       0.01
2024-12-23T15:27:14.205,       0.00,       -0.00,       -0.01,       0.01
2024-12-23T15:27:14.718,      -0.00,       -0.01,        0.00,       0.01
2024-12-23T15:27:15.235,      -0.01,        0.01,       -0.02,       0.03
2024-12-23T15:27:15.786,      -0.01,        0.02,        0.01,       0.03
2024-12-23T15:27:16.300,      -0.01,        0.01,        0.03,       0.04
2024-12-23T15:27:16.817,      -0.01,        0.01,       -0.01,       0.01
2024-12-23T15:27:17.317,      -0.02,       -0.01,        0.00,       0.02
2024-12-23T15:27:17.834,       0.00,        0.02,        0.01,       0.02
2024-12-23T15:27:18.350,      -0.00,       -0.03,       -0.04,       0.05
2024-12-23T15:27:18.864,      -0.01,        0.01,        0.04,       0.05
2024-12-23T15:27:19.381,      -0.02,        0.02,        0.01,       0.03
2024-12-23T15:27:19.898,      -0.02,       -0.01,        0.00,       0.02
2024-12-23T15:27:20.415,      -0.01,        0.00,       -0.01,       0.02
2024-12-23T15:27:20.962,      -0.01,       -0.00,        0.01,       0.01
2024-12-23T15:27:21.479,      -0.02,        0.00,       -0.02,       0.02
2024-12-23T15:27:21.996,      -0.00,       -0.01,        0.00,       0.01
2024-12-23T15:27:22.511,       0.00,       -0.00,        0.01,       0.01
2024-12-23T15:27:23.012,       0.00,        0.02,        0.03,       0.04
2024-12-23T15:27:23.527,       0.01,        0.00,       -0.00,       0.01
2024-12-23T15:27:24.043,      -0.00,        0.00,        0.00,       0.00
2024-12-23T15:27:24.558,      -0.01,        0.00,       -0.03,       0.03
2024-12-23T15:27:25.073,       0.00,       -0.02,       -0.04,       0.04
2024-12-23T15:27:25.575,      -0.02,       -0.01,       -0.03,       0.04
2024-12-23T15:27:26.091,      -0.00,       -0.00,       -0.01,       0.01
2024-12-23T15:27:26.607,      -0.01,       -0.00,        0.02,       0.02
2024-12-23T15:27:27.140,       0.00,       -0.00,        0.02,       0.02
2024-12-23T15:27:27.655,      -0.00,       -0.00,        0.00,       0.01
2024-12-23T15:27:28.170,       0.00,       -0.01,        0.01,       0.01
2024-12-23T15:27:28.688,      -0.01,       -0.00,       -0.01,       0.01
2024-12-23T15:27:29.189,       0.00,       -0.00,        0.01,       0.01
2024-12-23T15:27:29.702,       0.00,       -0.00,        0.01,       0.01
2024-12-23T15:27:30.219,      -0.01,        0.02,        0.03,       0.04
2024-12-23T15:27:30.736,      -0.02,        0.02,        0.01,       0.02
