"Sensor 9 Average (x, y, z)"
"[0.011025, 0.010004999999999998, -0.01171280000000001]"
"[0.011145000000000002, 0.008865, -0.0158994]"
"[0.016200000000000013, 0.00519, -0.016601199999999997]"
"[0.015525000000000004, 0.0067800000000000004, -0.0153912]"
"[0.02001, 0.005999999999999998, -0.019505200000000007]"
"[0.019470000000000015, 0.003675, -0.016698000000000005]"
"[0.01153500000000001, 0.01146, -0.013697200000000007]"
"[0.01374000000000001, 0.009600000000000001, -0.0132858]"
"[0.01320000000000001, 0.009869999999999999, -0.0196504]"
"[0.015765, 0.0072000000000000015, -0.017811200000000006]"
"[0.015030000000000009, 0.006749999999999999, -0.020449000000000002]"
"[0.018029999999999997, 0.0042450000000000005, -0.0204974]"
"[0.009840000000000008, 0.013379999999999998, -0.016189799999999997]"
"[0.014025000000000003, 0.011505, -0.015149200000000002]"
"[0.014250000000000006, 0.010785000000000001, -0.018997000000000007]"
"[0.013950000000000004, 0.01047, -0.019626199999999996]"
"[0.015030000000000009, 0.008175, -0.020787800000000002]"
"[0.01800000000000001, 0.0060750000000000005, -0.019384200000000004]"
"[0.009600000000000018, 0.012089999999999998, -0.015463800000000007]"
"[0.010350000000000005, 0.01377, -0.017738600000000007]"
"[0.012839999999999997, 0.01047, -0.021175000000000006]"
"[0.01374000000000001, 0.010649999999999998, -0.0210056]"
"[0.014895000000000012, 0.010335, -0.0212718]"
"[0.015105000000000007, 0.007424999999999999, -0.0213444]"
"[0.007755000000000005, 0.014714999999999997, -0.018997]"
"[0.009735000000000008, 0.01536, -0.019868199999999996]"
"[0.010935000000000014, 0.013605, -0.020908799999999998]"
"[0.011970000000000001, 0.012795, -0.022893199999999995]"
"[0.013800000000000007, 0.013139999999999999, -0.0236192]"
"[0.014100000000000001, 0.010379999999999999, -0.025458400000000006]"
"[0.006270000000000005, 0.018629999999999997, -0.018706600000000004]"
"[0.007350000000000002, 0.016245, -0.018609799999999996]"
"[0.009285000000000009, 0.016859999999999997, -0.01977140000000001]"
"[0.010245000000000011, 0.015329999999999998, -0.021634799999999996]"
"[0.012375000000000004, 0.011685, -0.025264800000000004]"
"[0.012630000000000002, 0.009765, -0.024538800000000006]"
