"Sensor 2 Average (x, y, z)"
"[0.01074000000000002, -0.0042150000000000035, -0.03196819999999999]"
"[0.013140000000000006, -0.0054449999999999985, -0.028483399999999996]"
"[0.01328999999999999, -0.008535000000000001, -0.027829999999999997]"
"[0.01398, -0.010064999999999998, -0.026039199999999995]"
"[0.01423499999999999, -0.010799999999999997, -0.02470819999999999]"
"[0.015855, -0.011399999999999993, -0.02161059999999999]"
"[0.008805, -0.0035400000000000015, -0.0307098]"
"[0.011415000000000002, -0.00440999999999999, -0.032500600000000004]"
"[0.010710000000000004, -0.006404999999999994, -0.028749599999999997]"
"[0.010769999999999995, -0.010379999999999993, -0.02749119999999999]"
"[0.013199999999999996, -0.008985, -0.025071200000000005]"
"[0.012119999999999985, -0.011414999999999998, -0.024200000000000003]"
"[0.008414999999999999, -0.00315, -0.035695000000000005]"
"[0.007634999999999996, -0.0034199999999999994, -0.031363199999999994]"
"[0.0072449999999999945, -0.0062399999999999956, -0.028676999999999998]"
"[0.00931500000000001, -0.007499999999999993, -0.0275154]"
"[0.010950000000000008, -0.009255, -0.024635599999999997]"
"[0.011744999999999998, -0.008025000000000004, -0.0231594]"
"[0.0066899999999999946, -0.0013649999999999982, -0.0327668]"
"[0.007979999999999994, -0.00324, -0.03167779999999999]"
"[0.004920000000000001, -0.005625000000000005, -0.028289799999999993]"
"[0.007725000000000003, -0.00838499999999999, -0.0255794]"
"[0.00954, -0.0077999999999999944, -0.02395799999999999]"
"[0.00912000000000001, -0.009240000000000005, -0.0221672]"
"[0.002940000000000005, 0.00021000000000000185, -0.03482379999999999]"
"[0.004395000000000003, -0.002249999999999995, -0.03371059999999999]"
"[0.004590000000000004, -0.0032849999999999963, -0.026983000000000004]"
"[0.004034999999999997, -0.005955000000000002, -0.027055600000000003]"
"[0.006134999999999995, -0.0070199999999999985, -0.0248534]"
"[0.0066900000000000084, -0.007004999999999997, -0.0218768]"
"[0.0005699999999999941, 0.0016649999999999929, -0.0332992]"
"[0.0009750000000000036, -0.0028799999999999937, -0.0280478]"
"[0.0001500000000000043, -0.00204, -0.031096999999999996]"
"[0.0017700000000000007, -0.004919999999999994, -0.0270314]"
"[0.0029550000000000062, -0.004934999999999995, -0.023595]"
"[0.004259999999999993, -0.006074999999999997, -0.01936]"
