"Sensor 6 Average (x, y, z)"
"[0.01084499999999998, 0.006795000000000002, -0.026499000000000005]"
"[0.011220000000000008, 0.005610000000000004, -0.0288706]"
"[0.012734999999999996, 0.0005099999999999966, -0.0281204]"
"[0.01282499999999999, -0.000434999999999984, -0.029887000000000007]"
"[0.01376999999999999, -0.0029849999999999946, -0.0259182]"
"[0.014670000000000002, -0.003959999999999998, -0.026039200000000002]"
"[0.00963, 0.007215000000000006, -0.028773800000000013]"
"[0.009239999999999998, 0.0072449999999999945, -0.03269420000000001]"
"[0.010859999999999995, 0.0020999999999999908, -0.029620800000000013]"
"[0.012779999999999986, -0.00014999999999999736, -0.0312906]"
"[0.013064999999999993, -0.00190499999999999, -0.029741800000000002]"
"[0.01301999999999999, -0.0028499999999999845, -0.029669199999999996]"
"[0.004559999999999995, 0.007380000000000005, -0.030249999999999996]"
"[0.008744999999999989, 0.005655000000000007, -0.030419400000000003]"
"[0.007590000000000013, 0.0026400000000000104, -0.031266399999999986]"
"[0.01006499999999999, 0.001455000000000005, -0.031823000000000004]"
"[0.010679999999999995, 4.499999999999643e-05, -0.0307098]"
"[0.011024999999999993, -0.0030749999999999944, -0.026716800000000002]"
"[0.0031800000000000023, 0.010365000000000006, -0.0296934]"
"[0.003705, 0.009209999999999989, -0.0326458]"
"[0.006629999999999997, 0.006299999999999993, -0.03158100000000001]"
"[0.0054449999999999915, 0.002924999999999997, -0.03187140000000001]"
"[0.006074999999999997, -0.001334999999999996, -0.0322828]"
"[0.007169999999999996, -0.0012600000000000042, -0.028991600000000003]"
"[0.00019499999999998685, 0.011730000000000011, -0.02952399999999999]"
"[0.002684999999999993, 0.009209999999999989, -0.0330814]"
"[0.002564999999999998, 0.006825000000000005, -0.0338316]"
"[0.004604999999999998, 0.003360000000000009, -0.031847200000000006]"
"[0.0036449999999999955, 0.0014100000000000015, -0.030685599999999997]"
"[0.006014999999999993, -0.0020399999999999863, -0.027394400000000003]"
"[-0.002160000000000002, 0.013500000000000005, -0.031097000000000003]"
"[-0.0008250000000000202, 0.010140000000000003, -0.029959599999999992]"
"[0.0008699999999999819, 0.006375000000000013, -0.029015799999999998]"
"[0.00015000000000001124, 0.004290000000000002, -0.03020159999999999]"
"[0.0020399999999999863, 0.003014999999999997, -0.0301532]"
"[0.00180000000000001, 0.0001799999999999996, -0.0314358]"
