"Sensor 10 Average (x, y, z)"
"[0.009149999999999998, 0.01153500000000001, -0.02386119999999999]"
"[0.008984999999999986, 0.013290000000000031, -0.0238128]"
"[0.010874999999999989, 0.008685000000000012, -0.0252406]"
"[0.012029999999999992, 0.0073650000000000035, -0.0280236]"
"[0.014249999999999992, 0.006045000000000002, -0.027225000000000003]"
"[0.01595999999999998, 0.006300000000000021, -0.030225800000000008]"
"[0.00653999999999999, 0.012854999999999998, -0.022457600000000005]"
"[0.009194999999999995, 0.01128000000000002, -0.025797199999999996]"
"[0.00899999999999998, 0.01158, -0.025458400000000003]"
"[0.011414999999999995, 0.009930000000000001, -0.027055599999999996]"
"[0.010889999999999983, 0.00690000000000001, -0.027830000000000004]"
"[0.012795, 0.006825000000000005, -0.029160999999999996]"
"[0.0036299999999999874, 0.016005000000000012, -0.022457600000000005]"
"[0.00467999999999999, 0.014520000000000012, -0.0241032]"
"[0.005339999999999991, 0.011940000000000013, -0.026595799999999992]"
"[0.009539999999999993, 0.012120000000000013, -0.0271766]"
"[0.009614999999999985, 0.011235000000000002, -0.0300564]"
"[0.008504999999999992, 0.0074850000000000125, -0.0322586]"
"[0.0027299999999999824, 0.01803000000000001, -0.023498199999999993]"
"[0.004364999999999987, 0.016349999999999996, -0.023667599999999994]"
"[0.00467999999999999, 0.013004999999999996, -0.025772999999999994]"
"[0.003944999999999976, 0.01437, -0.028241399999999996]"
"[0.007544999999999989, 0.010875000000000003, -0.02860439999999999]"
"[0.007109999999999991, 0.009570000000000016, -0.028023599999999992]"
"[0.0007349999999999857, 0.01765500000000001, -0.023812800000000005]"
"[0.0006599999999999939, 0.017039999999999993, -0.025676199999999993]"
"[-0.000570000000000008, 0.01681499999999999, -0.025724599999999997]"
"[0.0026099999999999873, 0.015675, -0.027370199999999994]"
"[0.004514999999999991, 0.011085000000000005, -0.03000799999999999]"
"[0.0063449999999999965, 0.010710000000000004, -0.030927599999999996]"
"[-0.0032400000000000068, 0.019800000000000033, -0.022288199999999998]"
"[-0.0009300000000000072, 0.01813500000000002, -0.027128199999999995]"
"[0.0006149999999999836, 0.017040000000000007, -0.026136000000000003]"
"[0.001454999999999991, 0.01455, -0.029161000000000003]"
"[0.0010199999999999931, 0.012150000000000001, -0.030516199999999997]"
"[0.0007949999999999902, 0.012150000000000001, -0.027975199999999995]"
