"Sensor 5 Average (x, y, z)"
"[0.014970000000000004, 0.005549999999999999, -0.018803399999999994]"
"[0.014700000000000012, 0.0038999999999999937, -0.0197714]"
"[0.016800000000000002, 4.499999999999643e-05, -0.019384199999999997]"
"[0.01744500000000001, -0.00014999999999999736, -0.018246799999999997]"
"[0.018240000000000013, -0.0008399999999999935, -0.0204248]"
"[0.021524999999999996, -0.003254999999999994, -0.0195294]"
"[0.01477499999999999, 0.005684999999999996, -0.021755800000000006]"
"[0.016275000000000005, 0.002490000000000006, -0.0179564]"
"[0.01774499999999999, 0.0013649999999999912, -0.0213686]"
"[0.01774499999999999, -0.00088499999999999, -0.0192874]"
"[0.01772999999999999, -0.002009999999999998, -0.0210298]"
"[0.020580000000000008, -0.002715000000000002, -0.021513800000000007]"
"[0.011955, 0.007440000000000002, -0.021900999999999997]"
"[0.014789999999999998, 0.004679999999999997, -0.023836999999999997]"
"[0.016904999999999996, 0.0036300000000000013, -0.021659000000000005]"
"[0.01679999999999999, 0.0004949999999999885, -0.023401400000000003]"
"[0.01819500000000001, -0.0014400000000000107, -0.023183600000000006]"
"[0.019514999999999998, -0.00213, -0.0231352]"
"[0.011970000000000001, 0.0074850000000000055, -0.022481800000000003]"
"[0.013830000000000002, 0.006779999999999994, -0.0235224]"
"[0.016485, 0.004440000000000013, -0.0246356]"
"[0.015495000000000002, 0.003495000000000012, -0.024248399999999996]"
"[0.0177, 0.0019649999999999945, -0.0242968]"
"[0.018045, 0.0011100000000000138, -0.023231999999999996]"
"[0.012120000000000006, 0.011040000000000008, -0.0226028]"
"[0.013139999999999992, 0.008565000000000003, -0.0258698]"
"[0.015134999999999996, 0.006225000000000001, -0.026499]"
"[0.01237499999999999, 0.0032250000000000126, -0.024369399999999992]"
"[0.015555000000000006, 0.0034500000000000086, -0.023909599999999996]"
"[0.017459999999999996, 0.00036000000000000615, -0.027563799999999992]"
"[0.008490000000000004, 0.011310000000000014, -0.0273218]"
"[0.011430000000000003, 0.007725000000000003, -0.027878399999999998]"
"[0.011385000000000006, 0.008175000000000002, -0.025603599999999997]"
"[0.013950000000000004, 0.004650000000000001, -0.0281688]"
"[0.012885, 0.001695000000000002, -0.026136000000000006]"
"[0.013214999999999998, 0.0004950000000000024, -0.023594999999999998]"
