"Sensor 13 Average (x, y, z)"
"[-0.35064, -0.39663, 0.3809564]"
"[-0.38228999999999996, -0.39156, 0.43046959999999995]"
"[-0.41195999999999994, -0.38226, 0.47969239999999996]"
"[-0.4409999999999999, -0.36462, 0.5334164]"
"[-0.4699499999999999, -0.33999000000000007, 0.5796383999999999]"
"[-0.49562999999999996, -0.3066, 0.6288612]"
"[-0.34164000000000005, -0.4245, 0.42650079999999996]"
"[-0.3705, -0.42240000000000005, 0.4806604]"
"[-0.40229999999999994, -0.41142, 0.5381596]"
"[-0.43148999999999993, -0.39198000000000005, 0.5941584]"
"[-0.45846, -0.36680999999999997, 0.6504475999999999]"
"[-0.48519, -0.33054000000000006, 0.7038811999999999]"
"[-0.32348999999999994, -0.45543, 0.4672536]"
"[-0.35057999999999995, -0.45105, 0.529496]"
"[-0.37887, -0.44079, 0.5915447999999999]"
"[-0.41037, -0.4219800000000001, 0.6559168]"
"[-0.44001, -0.39252000000000004, 0.7179172]"
"[-0.4647299999999999, -0.35724, 0.7787075999999999]"
"[-0.2973, -0.48051, 0.5064576]"
"[-0.32688000000000006, -0.47919000000000006, 0.5766376]"
"[-0.35258999999999996, -0.4688099999999999, 0.6455108]"
"[-0.38193, -0.4486200000000001, 0.7159328]"
"[-0.40986, -0.42092999999999997, 0.7854352]"
"[-0.43466999999999995, -0.38234999999999997, 0.8559056]"
"[-0.27032999999999996, -0.50823, 0.5450807999999999]"
"[-0.2943, -0.50517, 0.6225692]"
"[-0.3216, -0.4967099999999999, 0.6962823999999999]"
"[-0.34767, -0.4761000000000001, 0.7746419999999998]"
"[-0.37304999999999994, -0.447, 0.8516463999999999]"
"[-0.39597, -0.40566, 0.9252143999999998]"
"[-0.2355, -0.5312100000000001, 0.5828328]"
"[-0.25733999999999996, -0.52995, 0.6607568000000001]"
"[-0.27921, -0.5179199999999999, 0.7430368]"
"[-0.30362999999999996, -0.50088, 0.8276400000000002]"
"[-0.32586, -0.4711199999999999, 0.9110332000000001]"
"[-0.34779, -0.4263900000000001, 0.990264]"
