,SampleID,Accelerometerx,Accelerometery,Accelerometerz,Magnetometerx,Magnetometery,Magnetometerz,Gyroscopex,Gyroscopey,Gyroscopez,EulerAngx,EulerAngy,EulerAngz,Quaternionx,Quaterniony,Quaternionz,LinearAccelerationx,LinearAccelerationy,LinearAccelerationz,Gravityx,Gravityy,Gravityz
0,0.05,-0.36,9.31,-1167.75,400.25,1228.5625,0.004363323129985824,0.001090830782496456,-0.001090830782496456,357.0625,0.1875,1.875,0.99957275390625,-0.01654052734375,-0.002197265625,0.025146484375,0.02,0.06,-0.45,0.03,-0.32,9.8
1,0.17,-0.03,9.61,-1167.75,400.25,1228.5625,-0.00545415391248228,-0.001090830782496456,0.003272492347489368,357.0625,0.1875,1.875,0.99957275390625,-0.01654052734375,-0.002197265625,0.025146484375,0.02,0.11,-0.4,0.03,-0.32,9.8
2,0.26,-0.33,9.200000000000001,-1167.375,400.25,1227.5625,0.002181661564992912,-0.001090830782496456,0.001090830782496456,357.0625,0.1875,1.875,0.99957275390625,-0.01654052734375,-0.002197265625,0.025146484375,-0.08,-0.01,-0.35000000000000003,1.31,-0.32,9.8
3,1.48,-0.27,9.43,-1168.875,401.0,1229.5,0.003272492347489368,0.002181661564992912,-0.002181661564992912,365.0625,0.1875,1.875,0.99957275390625,-0.01654052734375,-0.002197265625,0.025146484375,1.47,0.25,-0.29,1.31,-0.32,9.8
4,1.37,-0.23,9.39,-1159.0625,400.25,1228.25,-0.004363323129985824,-0.001090830782496456,0.001090830782496456,365.0625,0.1875,1.875,0.99957275390625,-0.01654052734375,-0.002197265625,0.025146484375,1.44,-0.08,-0.51,1.31,-0.32,9.8
5,-0.11,-0.49,9.3,-1159.0625,400.25,1228.25,0.14289883250703572,0.00545415391248228,-0.001090830782496456,365.0625,0.1875,1.875,0.99957275390625,-0.01654052734375,-0.002197265625,0.025146484375,-0.04,0.03,-0.38,0.03,-0.32,9.8
6,-0.06,-0.26,9.5,-1167.5,401.0,1228.375,0.001090830782496456,0.0,0.003272492347489368,357.0625,0.1875,1.875,0.99957275390625,-0.01654052734375,-0.002197265625,0.025146484375,0.0,0.04,-0.43,0.03,-0.32,9.8
7,0.05,-0.31,9.39,-1166.75,401.0,1228.25,-0.004363323129985824,0.002181661564992912,0.001090830782496456,365.0625,0.1875,1.875,0.99957275390625,-0.01654052734375,-0.002197265625,0.025146484375,-0.01,-0.01,-0.42,0.03,-0.32,9.8
8,0.05,-0.33,9.43,-1166.75,401.0,1228.25,0.002181661564992912,0.0,-0.001090830782496456,357.0625,0.1875,1.875,0.99957275390625,-0.01654052734375,-0.002197265625,0.025146484375,-0.01,0.08,-0.34,0.03,-0.32,9.8
9,0.06,-0.26,9.4,-1168.875,400.25,1229.5,-0.002181661564992912,0.0,0.002181661564992912,357.0625,0.1875,1.875,0.99957275390625,-0.01654052734375,-0.002197265625,0.025146484375,0.0,0.0,-0.41000000000000003,0.03,-0.32,9.8
10,0.01,-0.35000000000000003,9.370000000000001,-1167.0625,401.375,1228.875,-0.001090830782496456,-0.003272492347489368,0.0,357.0625,0.1875,1.875,0.99957275390625,-0.01654052734375,-0.002197265625,0.025146484375,0.0,-0.03,-0.45,0.03,-0.32,9.8
11,0.0,-0.27,9.41,-1167.0625,400.25,1228.6875,0.002181661564992912,-0.002181661564992912,0.001090830782496456,357.0625,0.1875,1.875,0.99957275390625,-0.01654052734375,-0.002197265625,0.025146484375,-0.02,0.08,-0.36,0.03,-0.32,9.8
12,0.01,-0.27,9.42,-1167.0625,400.25,1228.6875,-0.003272492347489368,0.0,0.001090830782496456,357.0625,0.1875,1.875,0.99957275390625,-0.01654052734375,-0.002197265625,0.025146484375,0.0,-0.01,-0.41000000000000003,0.03,-0.32,9.8
13,0.02,-0.33,9.35,-1168.25,401.0,1228.6875,0.002181661564992912,0.002181661564992912,0.0,357.0625,0.1875,1.875,0.99957275390625,-0.01654052734375,-0.002197265625,0.025146484375,-0.01,0.07,-0.33,0.03,-0.32,9.8
14,0.02,-0.24,9.48,-1167.5,401.75,1229.0625,-0.002181661564992912,0.0,0.001090830782496456,357.0625,0.1875,1.875,0.99957275390625,-0.01654052734375,-0.002197265625,0.025146484375,0.0,0.01,-0.4,0.03,-0.32,9.8
