,SampleID,Accelerometerx,Accelerometery,Accelerometerz,Magnetometerx,Magnetometery,Magnetometerz,Gyroscopex,Gyroscopey,Gyroscopez,EulerAngx,EulerAngy,EulerAngz,Quaternionx,Quaterniony,Quaternionz,LinearAccelerationx,LinearAccelerationy,LinearAccelerationz,Gravityx,Gravityy,Gravityz
0,1.42,-0.34,9.4,396.375,1230.25,2047.875,0.001090830782496456,0.003272492347489368,-0.001090830782496456,357.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,0.0,0.19,-0.35000000000000003,0.02,-0.32,9.8
1,0.04,-0.25,9.36,397.0625,1229.1875,2047.875,-0.003272492347489368,0.0,0.001090830782496456,357.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,0.0,-0.03,-0.36,0.02,-0.32,9.8
2,-0.05,-0.42,9.370000000000001,397.0625,1229.1875,2047.875,-0.001090830782496456,-0.001090830782496456,0.001090830782496456,357.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,0.08,0.02,-0.37,0.02,-0.32,9.8
3,1.31,-0.22,9.4,398.1875,1229.5625,2047.875,0.1407171709420428,0.0,0.0,365.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,-0.06,0.1,-0.31,1.3,-0.32,9.8
4,-0.03,-0.42,9.33,397.375,1228.875,2047.875,0.1407171709420428,0.002181661564992912,-0.002181661564992912,365.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,1.3,-0.01,-0.46,1.3,-0.32,9.8
5,1.3,-0.27,9.38,397.375,1228.875,2047.875,0.13962634015954636,-0.001090830782496456,0.001090830782496456,365.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,-0.03,-0.01,-0.33,1.3,-0.32,9.8
6,1.36,-0.27,9.41,397.0625,1230.375,2047.875,0.001090830782496456,0.001090830782496456,-0.001090830782496456,357.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,0.0,0.0,-0.42,0.02,-0.32,9.8
7,0.05,-0.31,9.36,396.75,1229.25,2047.875,0.001090830782496456,0.001090830782496456,-0.002181661564992912,357.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,0.01,0.05,-0.42,0.02,-0.32,9.8
8,0.01,-0.27,9.42,396.75,1229.25,2047.875,0.001090830782496456,0.001090830782496456,-0.001090830782496456,357.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,0.02,-0.02,-0.41000000000000003,0.02,-0.32,9.8
9,0.03,-0.3,9.39,398.1875,1229.5625,2047.875,0.001090830782496456,0.0,-0.002181661564992912,357.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,0.0,0.01,-0.38,0.02,-0.32,9.8
10,0.02,-0.29,9.4,397.0625,1229.25,2047.875,0.001090830782496456,0.001090830782496456,-0.001090830782496456,357.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,0.02,-0.01,-0.43,0.02,-0.32,9.8
11,0.03,-0.3,9.39,397.0625,1229.1875,2047.875,0.0,0.001090830782496456,-0.003272492347489368,357.0625,0.125,1.875,-1.00042724609375,-0.01654052734375,-0.00164794921875,0.02520751953125,0.02,-0.01,-0.39,0.02,-0.32,9.8
12,0.01,-0.27,9.42,397.0625,1229.1875,2047.875,0.001090830782496456,0.0,-0.001090830782496456,357.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,1.29,-0.02,-0.42,0.02,-0.32,9.8
13,0.02,-0.3,9.35,396.6875,1229.875,2047.875,0.001090830782496456,-0.001090830782496456,-0.004363323129985824,357.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,0.0,0.0,-0.36,0.02,-0.32,9.8
14,0.01,-0.28,9.42,397.375,1229.5625,2047.875,0.001090830782496456,0.0,-0.001090830782496456,357.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,0.02,-0.03,-0.43,0.02,-0.32,9.8
15,0.01,-0.31,9.38,397.75,1229.25,2047.875,0.001090830782496456,0.0,-0.002181661564992912,357.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,0.02,0.0,-0.38,0.02,-0.32,9.8
16,0.01,-0.27,9.42,397.75,1229.25,2047.875,0.001090830782496456,-0.002181661564992912,-0.002181661564992912,357.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,0.0,0.0,-0.4,0.02,-0.32,9.8
17,0.0,-0.33,9.370000000000001,397.375,1229.875,2047.875,0.002181661564992912,0.0,-0.002181661564992912,357.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,0.01,-0.01,-0.39,0.02,-0.32,9.8
18,0.0,-0.27,9.43,397.0625,1229.5625,2047.875,0.001090830782496456,0.001090830782496456,-0.001090830782496456,357.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,0.0,0.0,-0.4,0.02,-0.32,9.8
19,0.0,-0.29,9.4,396.375,1230.25,2047.875,0.001090830782496456,0.001090830782496456,0.002181661564992912,357.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,0.01,0.0,-0.4,0.02,-0.32,9.8
20,0.01,-0.29,9.42,396.375,1230.25,2047.875,0.1407171709420428,-0.001090830782496456,0.001090830782496456,357.0625,0.125,1.875,0.99957275390625,-0.01654052734375,-0.00164794921875,0.02520751953125,0.02,0.02,-0.37,0.02,-0.32,9.8
