"Sensor 4 Average (x, y, z)"
"[0.0003899999999999997, -0.0011999999999999927, 0.0005807999999999924]"
"[0.0004799999999999995, -0.0009300000000000003, -0.00033880000000000715]"
"[-0.0010500000000000006, -0.0018300000000000052, 0.004307599999999998]"
