"Sensor 8 Average (x, y, z)"
"[-0.06304499999999999, 0.003915000000000002, -0.31014719999999996]"
"[-0.06411, -0.011460000000000001, -0.30845320000000004]"
"[-0.061709999999999994, -0.02418, -0.3070738]"
"[-0.062294999999999996, -0.039615, -0.3008060000000001]"
"[-0.061095, -0.05442, -0.2947802]"
"[-0.06129, -0.0669, -0.2874476]"
"[-0.077025, 0.0038999999999999937, -0.3012174]"
"[-0.07460999999999998, -0.011265, -0.2988458]"
"[-0.07493999999999999, -0.025050000000000003, -0.29562720000000003]"
"[-0.07377, -0.03825, -0.29107760000000005]"
"[-0.075255, -0.051419999999999993, -0.2841322]"
"[-0.07247999999999999, -0.06677999999999999, -0.2810346]"
"[-0.088605, 0.0037499999999999964, -0.2890448]"
"[-0.08563499999999998, -0.00999, -0.28875439999999997]"
"[-0.08775, -0.0246, -0.28752020000000006]"
"[-0.086925, -0.03873, -0.28072]"
"[-0.08571, -0.049005, -0.27447640000000006]"
"[-0.08406, -0.063405, -0.26789399999999997]"
"[-0.098775, 0.0049499999999999995, -0.2766786]"
"[-0.09931499999999999, -0.00783, -0.27479099999999995]"
"[-0.09915, -0.023399999999999997, -0.2736536]"
"[-0.09817499999999998, -0.036555, -0.27166920000000006]"
"[-0.09562499999999999, -0.048674999999999996, -0.26489319999999994]"
"[-0.09427499999999998, -0.06114000000000001, -0.25598760000000004]"
"[-0.10837500000000001, 0.004980000000000002, -0.26404619999999995]"
"[-0.10835999999999998, -0.009630000000000001, -0.2643608]"
"[-0.110745, -0.020685, -0.2640704]"
"[-0.108375, -0.03369, -0.2585286]"
"[-0.10422, -0.04515, -0.25083300000000003]"
"[-0.103695, -0.057390000000000004, -0.2463318]"
"[-0.11747999999999997, 0.005549999999999996, -0.2505184]"
"[-0.11714999999999999, -0.00789, -0.25165580000000004]"
"[-0.11574, -0.02088, -0.24850980000000006]"
"[-0.114795, -0.03123, -0.24388759999999993]"
"[-0.11365499999999999, -0.044219999999999995, -0.2401608]"
"[-0.11080499999999999, -0.055830000000000005, -0.2345464]"
