"Sensor 5 Average (x, y, z)"
"[0.11259000000000001, -0.004409999999999999, -0.24686419999999995]"
"[0.111585, -0.018090000000000002, -0.24383920000000003]"
"[0.11147999999999998, -0.027225, -0.2444442]"
"[0.11021999999999998, -0.038565, -0.241032]"
"[0.11081999999999999, -0.05065499999999999, -0.2382006]"
"[0.105735, -0.06279, -0.2299242]"
"[0.10451999999999999, -0.004695000000000001, -0.2596902]"
"[0.104205, -0.01533, -0.2609244]"
"[0.10344, -0.028425, -0.25969020000000004]"
"[0.103425, -0.040425, -0.2542936]"
"[0.10056, -0.052379999999999996, -0.25102660000000004]"
"[0.098505, -0.064695, -0.24357299999999996]"
"[0.09516000000000001, -0.0027750000000000014, -0.2740166]"
"[0.095925, -0.015015, -0.2716208]"
"[0.094875, -0.02994, -0.2702414]"
"[0.09269999999999999, -0.042749999999999996, -0.26603059999999995]"
"[0.0891, -0.05376, -0.2617472]"
"[0.08959500000000002, -0.06396, -0.25298679999999996]"
"[0.08394, -0.003029999999999998, -0.2819784]"
"[0.085185, -0.016965, -0.28277700000000006]"
"[0.08344499999999999, -0.02937, -0.28132500000000005]"
"[0.082155, -0.04278, -0.2771868]"
"[0.08266499999999999, -0.05789999999999999, -0.2695154]"
"[0.08019, -0.06659999999999999, -0.26087600000000005]"
"[0.07179, -0.00204, -0.29354600000000003]"
"[0.072, -0.01545, -0.294393]"
"[0.071475, -0.030510000000000002, -0.2913196]"
"[0.07236, -0.043664999999999995, -0.28744759999999997]"
"[0.069585, -0.056819999999999996, -0.28028440000000004]"
"[0.07022999999999999, -0.067515, -0.27500880000000005]"
"[0.05882999999999999, -0.0017699999999999973, -0.3025726]"
"[0.06099, -0.017445000000000002, -0.3001042]"
"[0.058275, -0.02949, -0.29872480000000007]"
"[0.060254999999999996, -0.04539, -0.294998]"
"[0.057765, -0.058800000000000005, -0.2848582]"
"[0.05595000000000001, -0.06981, -0.2810104]"
