"Sensor 15 Average (x, y, z)"
"[0.004155, 0.11263499999999999, -0.2655708]"
"[0.0032850000000000006, 0.10314, -0.2778886]"
"[0.00171, 0.09409499999999998, -0.29013379999999994]"
"[0.00624, 0.08171999999999997, -0.30245159999999993]"
"[0.006510000000000001, 0.07117499999999999, -0.3136562]"
"[0.00546, 0.057735, -0.3216422]"
"[-0.010035000000000002, 0.11237999999999998, -0.2618682]"
"[-0.008820000000000001, 0.10235999999999999, -0.2753476]"
"[-0.0087, 0.09429, -0.28693940000000007]"
"[-0.00876, 0.08335499999999998, -0.3032744]"
"[-0.010110000000000001, 0.07077, -0.3080418]"
"[-0.012105000000000001, 0.0573, -0.3198272]"
"[-0.019215, 0.11137499999999999, -0.2588432]"
"[-0.021134999999999998, 0.10205999999999998, -0.2760736]"
"[-0.022785, 0.09528, -0.28442259999999997]"
"[-0.024045, 0.08351999999999998, -0.29957179999999994]"
"[-0.025725, 0.07136999999999999, -0.30859840000000005]"
"[-0.026370000000000005, 0.056415000000000014, -0.3173588]"
"[-0.03472499999999999, 0.11022, -0.25550359999999994]"
"[-0.035129999999999995, 0.10168499999999997, -0.2692008]"
"[-0.037305, 0.092025, -0.2800182]"
"[-0.03726, 0.08148, -0.2930136]"
"[-0.038535, 0.07127999999999998, -0.3019917999999999]"
"[-0.039194999999999994, 0.056775, -0.31322059999999996]"
"[-0.043335, 0.10611000000000001, -0.2507604]"
"[-0.047744999999999996, 0.10087499999999999, -0.263659]"
"[-0.05076, 0.089325, -0.277211]"
"[-0.05199, 0.08037, -0.286891]"
"[-0.053744999999999994, 0.06916499999999999, -0.2963047999999999]"
"[-0.05474999999999999, 0.056939999999999984, -0.3043149999999999]"
"[-0.056565, 0.10386000000000001, -0.24364560000000002]"
"[-0.059399999999999994, 0.096945, -0.25656840000000003]"
"[-0.06094499999999999, 0.08935499999999999, -0.269225]"
"[-0.063525, 0.07838999999999999, -0.2802602]"
"[-0.06597, 0.06760499999999998, -0.2847372]"
"[-0.06801000000000001, 0.055455, -0.2943204]"
