"Sensor 4 Average (x, y, z)"
"[-0.05530499999999999, -0.066315, -0.28935940000000004]"
"[-0.05436, -0.07851, -0.282898]"
"[-0.0534, -0.08898, -0.2712336]"
"[-0.051135, -0.096735, -0.25857699999999995]"
"[-0.051615, -0.10566, -0.25037319999999996]"
"[-0.049365000000000006, -0.11298, -0.23711160000000003]"
"[-0.06803999999999999, -0.062865, -0.2847372]"
"[-0.06764999999999999, -0.074955, -0.27624299999999996]"
"[-0.06517499999999998, -0.08424000000000001, -0.2645544]"
"[-0.06281999999999999, -0.09541500000000001, -0.2534466]"
"[-0.06255, -0.10232999999999999, -0.23895080000000002]"
"[-0.05747999999999998, -0.109065, -0.2276494]"
"[-0.08005499999999999, -0.059295, -0.27176599999999995]"
"[-0.07841999999999999, -0.07026, -0.2653772]"
"[-0.074955, -0.08304, -0.253737]"
"[-0.07582499999999998, -0.091515, -0.2460656]"
"[-0.0726, -0.09844499999999999, -0.23411079999999998]"
"[-0.0696, -0.107715, -0.22118800000000002]"
"[-0.08861999999999998, -0.057885000000000006, -0.2622311999999999]"
"[-0.08753999999999999, -0.06883500000000001, -0.25501959999999996]"
"[-0.08674499999999999, -0.08019000000000001, -0.24543640000000005]"
"[-0.08459999999999998, -0.089055, -0.2370874]"
"[-0.08141999999999999, -0.09640499999999999, -0.2261732]"
"[-0.077385, -0.102225, -0.21380700000000002]"
"[-0.09793499999999998, -0.055395000000000014, -0.2500102]"
"[-0.09509999999999999, -0.068775, -0.24154019999999998]"
"[-0.094215, -0.075975, -0.23498199999999997]"
"[-0.091275, -0.083475, -0.22503579999999998]"
"[-0.089475, -0.09324000000000002, -0.21661419999999998]"
"[-0.0861, -0.09992999999999999, -0.20494980000000002]"
"[-0.10685999999999998, -0.05249999999999999, -0.23868460000000002]"
"[-0.10486499999999999, -0.064485, -0.229779]"
"[-0.10063499999999997, -0.07172999999999999, -0.2241888]"
"[-0.10106999999999998, -0.08213999999999999, -0.21528319999999995]"
"[-0.09623999999999999, -0.09034500000000001, -0.20463520000000002]"
"[-0.09263999999999997, -0.09645, -0.19621360000000002]"
