"Sensor 9 Average (x, y, z)"
"[0.111495, 0.05627999999999998, -0.238975]"
"[0.113355, 0.043154999999999985, -0.24316159999999998]"
"[0.11673, 0.03289499999999999, -0.24679160000000006]"
"[0.117225, 0.02150999999999999, -0.2517526]"
"[0.11864999999999999, 0.008639999999999984, -0.25138959999999994]"
"[0.118305, -0.004050000000000005, -0.2546324]"
"[0.102555, 0.057434999999999986, -0.24979240000000003]"
"[0.10393499999999999, 0.047024999999999983, -0.25593920000000003]"
"[0.105735, 0.034274999999999986, -0.2633686]"
"[0.107025, 0.021359999999999987, -0.26339280000000004]"
"[0.10810499999999999, 0.00898499999999999, -0.2667324]"
"[0.10944000000000001, -0.006015000000000013, -0.2659096]"
"[0.091995, 0.06041999999999999, -0.2576816]"
"[0.09594, 0.04804499999999999, -0.2671196]"
"[0.09800999999999997, 0.03727499999999999, -0.2704349999999999]"
"[0.09770999999999999, 0.02338499999999999, -0.2749362]"
"[0.09919499999999998, 0.008204999999999987, -0.27740459999999995]"
"[0.09904499999999998, -0.0050250000000000156, -0.2789776]"
"[0.082575, 0.06407999999999998, -0.2708222]"
"[0.08471999999999999, 0.050564999999999985, -0.2760736]"
"[0.084915, 0.03682499999999999, -0.282777]"
"[0.088545, 0.024389999999999988, -0.2878348]"
"[0.087795, 0.009704999999999984, -0.28986759999999995]"
"[0.086415, -0.0026550000000000115, -0.29255380000000003]"
"[0.07008, 0.06391499999999999, -0.27951]"
"[0.074655, 0.053069999999999985, -0.2840838]"
"[0.07458, 0.03589499999999999, -0.2932072]"
"[0.07438499999999999, 0.022859999999999988, -0.29625640000000003]"
"[0.07649999999999998, 0.010019999999999987, -0.2993056]"
"[0.077595, -0.003705000000000014, -0.3015078]"
"[0.058935, 0.06517499999999998, -0.28798]"
"[0.05938499999999999, 0.055364999999999984, -0.2941994]"
"[0.06047999999999999, 0.03874499999999999, -0.30090279999999997]"
"[0.06099, 0.02477999999999999, -0.3059606]"
"[0.062265000000000015, 0.009479999999999985, -0.3073642]"
"[0.061485, -0.003945000000000011, -0.30654139999999996]"
