"Sensor 12 Average (x, y, z)"
"[-0.054869999999999995, 0.013169999999999996, -0.25622959999999995]"
"[-0.0549, 0.002009999999999996, -0.25688300000000003]"
"[-0.05484, -0.009825000000000004, -0.25516479999999997]"
"[-0.05391, -0.021390000000000003, -0.2525512]"
"[-0.05326499999999999, -0.03264, -0.249139]"
"[-0.064635, 0.012539999999999996, -0.24848559999999997]"
"[-0.064665, 0.002009999999999996, -0.2490906]"
"[-0.06507, -0.009405000000000004, -0.247324]"
"[-0.06416999999999999, -0.02055000000000001, -0.24519439999999998]"
"[-0.063405, -0.031905, -0.2418306]"
"[-0.074265, 0.012914999999999996, -0.23931380000000002]"
"[-0.07443, 0.0016199999999999964, -0.2408868]"
"[-0.074055, -0.009210000000000003, -0.239217]"
"[-0.07326000000000002, -0.020355, -0.2367244]"
"[-0.07267500000000002, -0.030615, -0.23309439999999998]"
"[-0.082575, 0.012734999999999996, -0.23079539999999998]"
"[-0.08226, 0.0017699999999999955, -0.2310374]"
"[-0.08237999999999998, -0.008670000000000004, -0.22944019999999998]"
"[-0.08112, -0.019365000000000004, -0.2276494]"
"[-0.08079, -0.029985, -0.2249148]"
"[-0.08930999999999999, 0.011894999999999996, -0.220099]"
"[-0.08937, 0.0017549999999999961, -0.22121220000000003]"
"[-0.08938499999999998, -0.008160000000000008, -0.219615]"
"[-0.088185, -0.018180000000000005, -0.21796939999999998]"
"[-0.087525, -0.027765, -0.21487179999999997]"
"[-0.04334999999999999, 0.011714999999999996, -0.2151138]"
"[-0.04353, 0.002264999999999996, -0.2154284]"
"[-0.04347, -0.007305000000000006, -0.2147266]"
"[-0.042570000000000004, -0.015735000000000006, -0.21354079999999998]"
"[-0.041819999999999996, -0.024840000000000004, -0.21027379999999998]"
"[-0.05154, 0.011459999999999996, -0.2098624]"
"[-0.051254999999999995, 0.002339999999999995, -0.21041900000000002]"
"[-0.051329999999999994, -0.007050000000000001, -0.2091364]"
"[-0.050805, -0.016035, -0.20773280000000002]"
"[-0.050069999999999996, -0.02433, -0.2040786]"
"[-0.05876999999999999, 0.010784999999999996, -0.2034252]"
"[-0.058785, 0.002144999999999996, -0.20323159999999998]"
"[-0.058665, -0.0063000000000000035, -0.20294119999999996]"
"[-0.057855000000000004, -0.015270000000000006, -0.20112620000000003]"
"[-0.058155, -0.023805000000000003, -0.1982948]"
"[-0.06549, 0.010754999999999995, -0.19575379999999998]"
"[-0.06529499999999999, 0.0025499999999999967, -0.1966008]"
"[-0.06537, -0.006345000000000003, -0.1956812]"
"[-0.06465, -0.014460000000000008, -0.1939388]"
"[-0.06427499999999998, -0.02292, -0.191422]"
"[-0.071475, 0.010604999999999996, -0.18834859999999998]"
"[-0.071625, 0.002264999999999996, -0.1888568]"
"[-0.07164000000000001, -0.005580000000000005, -0.1878888]"
"[-0.0705, -0.014175000000000004, -0.18614640000000002]"
"[-0.070575, -0.021735, -0.1839442]"
