"Sensor 13 Average (x, y, z)"
"[0.08272499999999999, 0.053775, -0.2044174]"
"[0.083745, 0.04474500000000001, -0.2106852]"
"[0.08532, 0.035925, -0.2154768]"
"[0.086475, 0.026414999999999998, -0.21903419999999996]"
"[0.08746499999999999, 0.015944999999999997, -0.2212122]"
"[0.076545, 0.054555, -0.21441199999999996]"
"[0.07806, 0.04623, -0.22029259999999998]"
"[0.07929, 0.036480000000000005, -0.22440659999999998]"
"[0.07999500000000001, 0.026864999999999997, -0.22849639999999996]"
"[0.079965, 0.01668, -0.230747]"
"[0.06796499999999998, 0.05641499999999999, -0.2225916]"
"[0.06958500000000001, 0.047295000000000004, -0.2287626]"
"[0.071685, 0.0384, -0.2334574]"
"[0.07155, 0.027254999999999995, -0.23689379999999996]"
"[0.072285, 0.01686, -0.23984619999999995]"
"[0.060465000000000005, 0.05817, -0.22965799999999997]"
"[0.06140999999999999, 0.048375, -0.23582899999999998]"
"[0.062115000000000004, 0.03915, -0.2409836]"
"[0.06264, 0.027914999999999995, -0.245267]"
"[0.06382499999999999, 0.017835, -0.2474934]"
"[0.050955, 0.058574999999999995, -0.23633719999999997]"
"[0.05201999999999998, 0.04959, -0.24275019999999997]"
"[0.052875000000000005, 0.039705000000000004, -0.2476628]"
"[0.0534, 0.028755, -0.2520672]"
"[0.053205, 0.01833, -0.254826]"
"[0.06741, 0.04345500000000001, -0.1773618]"
"[0.068685, 0.037364999999999995, -0.1809676]"
"[0.07038, 0.029399999999999992, -0.1849122]"
"[0.070725, 0.021750000000000002, -0.1872112]"
"[0.070875, 0.013485, -0.1896312]"
"[0.062009999999999996, 0.045225, -0.18450080000000002]"
"[0.06327, 0.03762, -0.1885422]"
"[0.063435, 0.030119999999999997, -0.19176079999999998]"
"[0.064155, 0.022559999999999997, -0.1945922]"
"[0.06511499999999999, 0.01368, -0.1968186]"
"[0.05599499999999999, 0.04653, -0.19016360000000002]"
"[0.056175, 0.038520000000000006, -0.1942534]"
"[0.05732999999999999, 0.030359999999999998, -0.1998194]"
"[0.057765000000000025, 0.022934999999999997, -0.2014166]"
"[0.058679999999999996, 0.01449, -0.20386079999999998]"
"[0.048960000000000004, 0.047085, -0.1961894]"
"[0.04952999999999999, 0.03927, -0.20139240000000005]"
"[0.05042999999999999, 0.031229999999999997, -0.20470780000000002]"
"[0.050805, 0.022695, -0.20770859999999997]"
"[0.050745, 0.014295000000000002, -0.2097414]"
"[0.041639999999999996, 0.048045, -0.2010778]"
"[0.04242, 0.040725000000000004, -0.2057968]"
"[0.042614999999999986, 0.03198, -0.20918479999999998]"
"[0.042690000000000006, 0.023174999999999998, -0.21225819999999998]"
"[0.04281, 0.014145, -0.2149444]"
