"Sensor 6 Average (x, y, z)"
"[0.046185000000000004, -0.037425, -0.25005859999999996]"
"[0.045749999999999985, -0.047850000000000004, -0.24517019999999998]"
"[0.044939999999999994, -0.05766, -0.23805540000000003]"
"[0.043349999999999986, -0.066105, -0.2305776]"
"[0.041940000000000005, -0.074925, -0.2220592]"
"[0.03633, -0.03801, -0.2545114]"
"[0.03503999999999999, -0.048975000000000005, -0.24940519999999997]"
"[0.034335000000000004, -0.058785000000000004, -0.24197579999999996]"
"[0.033854999999999996, -0.067545, -0.23549019999999998]"
"[0.032025, -0.07576500000000001, -0.22639099999999998]"
"[0.024585, -0.03828000000000001, -0.258093]"
"[0.024374999999999997, -0.049109999999999994, -0.253374]"
"[0.024299999999999992, -0.05896500000000002, -0.2459446]"
"[0.023069999999999997, -0.06831, -0.23810379999999995]"
"[0.02181, -0.07609500000000001, -0.2290288]"
"[0.01302, -0.03828000000000001, -0.2607066]"
"[0.013500000000000002, -0.0489, -0.25494700000000003]"
"[0.012510000000000004, -0.059340000000000004, -0.24785640000000003]"
"[0.012480000000000002, -0.0684, -0.2393864]"
"[0.011850000000000003, -0.077145, -0.23033559999999997]"
"[0.001695000000000002, -0.03834, -0.26184399999999997]"
"[0.0015600000000000024, -0.04900499999999999, -0.2559876]"
"[0.0013500000000000005, -0.059055, -0.24824360000000006]"
"[0.0016050000000000023, -0.068925, -0.24076579999999997]"
"[0.0014400000000000003, -0.07691999999999999, -0.231836]"
"[0.03705, -0.028560000000000002, -0.20974140000000002]"
"[0.03702000000000001, -0.03693, -0.20620819999999998]"
"[0.03565499999999999, -0.04545, -0.2010294]"
"[0.035174999999999984, -0.052500000000000005, -0.19575379999999998]"
"[0.03431999999999999, -0.05906999999999999, -0.18929239999999997]"
"[0.028574999999999993, -0.02958, -0.214412]"
"[0.028349999999999997, -0.03762, -0.2095236]"
"[0.02759999999999999, -0.045704999999999996, -0.20458679999999999]"
"[0.0273, -0.053055, -0.19914179999999998]"
"[0.026414999999999998, -0.060405, -0.1921964]"
"[0.01998, -0.029325, -0.21617859999999994]"
"[0.019724999999999996, -0.037500000000000006, -0.21257279999999998]"
"[0.0192, -0.04584, -0.20795060000000004]"
"[0.018344999999999997, -0.053489999999999996, -0.2009084]"
"[0.018164999999999997, -0.060555, -0.1950762]"
"[0.010785, -0.029879999999999993, -0.218647]"
"[0.010919999999999996, -0.038459999999999994, -0.2140006]"
"[0.010350000000000002, -0.04597500000000001, -0.209088]"
"[0.009899999999999996, -0.053895, -0.20308640000000003]"
"[0.009675, -0.060270000000000004, -0.19594740000000002]"
"[0.0015600000000000024, -0.029025, -0.2193246]"
"[0.0017700000000000007, -0.03772500000000001, -0.21576720000000005]"
"[0.0016199999999999964, -0.046035, -0.2093058]"
"[0.0018749999999999982, -0.053774999999999996, -0.2040302]"
"[0.0012600000000000007, -0.060825, -0.19715739999999998]"
