"Sensor 9 Average (x, y, z)"
"[0.4708500000000001, 0.31067999999999996, -0.07356800000000001]"
"[0.539955, 0.29988000000000004, -0.1099164]"
"[0.6112200000000001, 0.2751, -0.14628900000000003]"
"[0.677175, 0.23575499999999996, -0.1825406]"
"[0.732885, 0.17645999999999998, -0.215501]"
"[0.7748400000000001, 0.10389, -0.23730520000000005]"
"[0.51981, 0.387015, -0.1351328]"
"[0.605265, 0.37887, -0.18408940000000001]"
"[0.6951750000000001, 0.351735, -0.241274]"
"[0.77823, 0.30417, -0.29654680000000005]"
"[0.8479200000000001, 0.23169, -0.345092]"
"[0.90069, 0.13793999999999998, -0.379698]"
"[0.5660400000000001, 0.47759999999999997, -0.20562740000000002]"
"[0.6677400000000001, 0.47454, -0.2818332]"
"[0.773625, 0.446265, -0.3648876]"
"[0.8746499999999999, 0.388095, -0.4476758]"
"[0.96297, 0.300375, -0.5202758]"
"[1.02726, 0.180975, -0.5739514000000001]"
"[0.5963249999999999, 0.5816250000000001, -0.2996686]"
"[0.7139850000000001, 0.58857, -0.404382]"
"[0.8382, 0.5579850000000001, -0.5226716]"
"[0.9559350000000001, 0.49105499999999996, -0.6406707999999999]"
"[1.0625099999999998, 0.38319, -0.7467878000000001]"
"[1.1430299999999998, 0.23501999999999998, -0.8291161999999999]"
"[0.601845, 0.700425, -0.4059308]"
"[0.73377, 0.71592, -0.5513486]"
"[0.87102, 0.690525, -0.7185222]"
"[1.007955, 0.616455, -0.8855264]"
"[1.1300849999999998, 0.4851, -1.0369458]"
"[1.2200699999999998, 0.303075, -1.1532752000000002]"
"[0.582255, 0.8262449999999999, -0.5259628000000001]"
"[0.7150500000000001, 0.853785, -0.7150616]"
"[0.8590650000000001, 0.83499, -0.9339506]"
"[1.0041149999999996, 0.7527, -1.1603658000000001]"
"[1.1359949999999999, 0.596115, -1.3697199999999998]"
"[1.2336299999999998, 0.37579500000000005, -1.5319568000000001]"
