values,,position,position,position,Magnetometer,Magnetometer,Magnetometer
axis,,x,y,z,x,y,z
Sensor,Sample,,,,,,
0,0,0,0,0,-0.021618313135022646,-0.046823356591994124,-0.06231484881870486
0,1,0,0,0,-0.021722365038560412,-0.04657852858366997,-0.06275553923368833
0,2,0,0,0,-0.021850899742930592,-0.04652956298200514,-0.06279838413514506
0,3,0,0,0,-0.021850899742930592,-0.04652956298200514,-0.06279838413514506
0,4,0,0,0,-0.02204064144938181,-0.046566287183253764,-0.06264536662994247
0,5,0,0,0,-0.021887623944179212,-0.04657852858366997,-0.06290855673889093
0,6,0,0,0,-0.021887623944179212,-0.04657852858366997,-0.06290855673889093
0,7,0,0,0,-0.02166115803647937,-0.04657240788346187,-0.06276778063410454
0,8,0,0,0,-0.021795813441057656,-0.04649283878075652,-0.06276778063410454
0,9,0,0,0,-0.021795813441057656,-0.04649283878075652,-0.06276778063410454
0,10,0,0,0,-0.021985555147508877,-0.04657240788346187,-0.06266372873056678
0,11,0,0,0,-0.022132451952503365,-0.04648059738034031,-0.06278614273472885
0,12,0,0,0,-0.021893744644387318,-0.0463030970743053,-0.06245562492349125
0,13,0,0,0,-0.021893744644387318,-0.0463030970743053,-0.06245562492349125
0,14,0,0,0,-0.021850899742930592,-0.04658464928387808,-0.06278002203452074
0,15,0,0,0,-0.021820296241890073,-0.046554045782837554,-0.06294528094013954
0,16,0,0,0,-0.021820296241890073,-0.046554045782837554,-0.06294528094013954
0,17,0,0,0,-0.021710123638144205,-0.04657240788346187,-0.062253641816623816
0,18,0,0,0,-0.02193046884563594,-0.04643163177867548,-0.06282898763618558
0,19,0,0,0,-0.02193046884563594,-0.04643163177867548,-0.06282898763618558
0,20,0,0,0,-0.021973313747092667,-0.046566287183253764,-0.06289631533847471
0,21,0,0,0,-0.021857020443138694,-0.046762149589913087,-0.06294528094013954
0,22,0,0,0,-0.021857020443138694,-0.046762149589913087,-0.06294528094013954
0,23,0,0,0,-0.021722365038560412,-0.046664218386583425,-0.06306769494430163
0,24,0,0,0,-0.02192434814542784,-0.04690292569469947,-0.06279226343493696
0,25,0,0,0,-0.02192434814542784,-0.04690292569469947,-0.06279226343493696
0,26,0,0,0,-0.021740727139184724,-0.0466274941853348,-0.0630248500428449
0,27,0,0,0,-0.02160607173460644,-0.046964132696780514,-0.06313502264659077
0,28,0,0,0,-0.02160607173460644,-0.046964132696780514,-0.06313502264659077
0,29,0,0,0,-0.02168564083731179,-0.04674378748928877,-0.06271881503243971
0,30,0,0,0,-0.021691761537519894,-0.04675602888970498,-0.06295140164034765
0,31,0,0,0,-0.02191210674501163,-0.046566287183253764,-0.06282898763618558
0,32,0,0,0,-0.02191210674501163,-0.046566287183253764,-0.06282898763618558
0,33,0,0,0,-0.021740727139184724,-0.04684783939282654,-0.06255355612682091
0,34,0,0,0,-0.021948830946260253,-0.04660913208471049,-0.0622169176153752
0,35,0,0,0,-0.021948830946260253,-0.04660913208471049,-0.0622169176153752
0,36,0,0,0,-0.021759089239809036,-0.04659076998408618,-0.06312890194638267
0,37,0,0,0,-0.021820296241890073,-0.046823356591994124,-0.06307381564450973
0,38,0,0,0,-0.021820296241890073,-0.046823356591994124,-0.06307381564450973
0,39,0,0,0,-0.021771330640225243,-0.04672542538866446,-0.0630064879422206
0,40,0,0,0,-0.021838658342514382,-0.04661525278491859,-0.06298200514138817
0,41,0,0,0,-0.021838658342514382,-0.04661525278491859,-0.06298200514138817
0,42,0,0,0,-0.02209572775125474,-0.046688701187415846,-0.06282286693597747
0,43,0,0,0,-0.02189986534459542,-0.046449993879299795,-0.062480107724323664
0,44,0,0,0,-0.02189986534459542,-0.046449993879299795,-0.062480107724323664
0,45,0,0,0,-0.021697882237728,-0.04659689068429428,-0.06274941853348023
0,46,0,0,0,-0.021850899742930592,-0.046554045782837554,-0.06298812584159627
0,47,0,0,0,-0.021850899742930592,-0.046554045782837554,-0.06298812584159627
0,48,0,0,0,-0.02175296853960093,-0.04673154608887257,-0.063030970743053
0,49,0,0,0,-0.022034520749173704,-0.04645611457950789,-0.06283510833639369
0,50,0,0,0,-0.022034520749173704,-0.04645611457950789,-0.0627065736320235
0,51,0,0,0,-0.02201003794834129,-0.0467866323907455,-0.0627065736320235
0,52,0,0,0,-0.02180193414126576,-0.0466274941853348,-0.06292691883951525
0,53,0,0,0,-0.021826416942098175,-0.04628473497368099,-0.06275553923368833
0,54,0,0,0,-0.021826416942098175,-0.04628473497368099,-0.06275553923368833
0,55,0,0,0,-0.021777451340433344,-0.046664218386583425,-0.06311053984575835
0,56,0,0,0,-0.022022279348757497,-0.046682580487207734,-0.06280450483535317
0,57,0,0,0,-0.022022279348757497,-0.046682580487207734,-0.06280450483535317
0,58,0,0,0,-0.021759089239809036,-0.04665809768637532,-0.06287795323785042
0,59,0,0,0,-0.021936589545844046,-0.046651976986167215,-0.06296976374097196
0,60,0,0,0,-0.021936589545844046,-0.046651976986167215,-0.06296976374097196
0,61,0,0,0,-0.021808054841473863,-0.04654180438242135,-0.06301260864242869
0,62,0,0,0,-0.021765209940017138,-0.04659076998408618,-0.06272493573264781
0,63,0,0,0,-0.021765209940017138,-0.04659076998408618,-0.06272493573264781
0,64,0,0,0,-0.02191822744521973,-0.04660301138450239,-0.06296364304076386
0,65,0,0,0,-0.021948830946260253,-0.04667645978699963,-0.06272493573264781
0,66,0,0,0,-0.021948830946260253,-0.04667645978699963,-0.06272493573264781
0,67,0,0,0,-0.021936589545844046,-0.0466274941853348,-0.06254743542661281
0,68,0,0,0,-0.02180193414126576,-0.04650508018117273,-0.06273717713306402
0,69,0,0,0,-0.02180193414126576,-0.04650508018117273,-0.06273717713306402
0,70,0,0,0,-0.02192434814542784,-0.04657240788346187,-0.06289631533847471
0,71,0,0,0,-0.021765209940017138,-0.04657240788346187,-0.06299424654180438
0,72,0,0,0,-0.021765209940017138,-0.04657240788346187,-0.06272493573264781
