"Sensor 16 Average (x, y, z)"
"[0.52869, -1.280085, 0.18929240000000003]"
"[0.6721049999999998, -1.4770649999999999, 0.3601685999999999]"
"[0.85059, -1.68552, 0.5928516]"
"[1.075785, -1.8809849999999997, 0.9107670000000002]"
"[1.3409849999999996, -2.0340450000000003, 1.3127048]"
"[1.647555, -2.113455, 1.8000927999999998]"
"[0.58812, -1.1542799999999998, 0.12085480000000001]"
"[0.7392749999999998, -1.3137, 0.26012579999999996]"
"[0.92676, -1.47681, 0.4484744]"
"[1.15113, -1.6246200000000002, 0.6995736]"
"[1.4196449999999998, -1.739055, 1.0121408]"
"[1.7237549999999997, -1.78482, 1.3870472000000003]"
"[0.6169349999999998, -1.0146000000000002, 0.0631378]"
"[0.764805, -1.1446499999999997, 0.168311]"
"[0.9460499999999998, -1.269975, 0.31634239999999997]"
"[1.1649299999999998, -1.377375, 0.5036746]"
"[1.4156250000000001, -1.4544749999999997, 0.7390438000000001]"
"[1.6967549999999998, -1.47012, 1.0116568]"
"[0.6179999999999999, -0.877335, 0.007623000000000005]"
"[0.759465, -0.9799349999999998, 0.0901208]"
"[0.9274649999999998, -1.07388, 0.19534240000000003]"
"[1.12623, -1.1498549999999998, 0.3325806]"
"[1.3509, -1.194855, 0.5016176]"
"[1.5986249999999997, -1.1952749999999999, 0.6960162]"
"[0.60339, -0.75132, -0.03840539999999999]"
"[0.730695, -0.827205, 0.019650400000000005]"
"[0.8800349999999999, -0.8939849999999999, 0.09505759999999999]"
"[1.05603, -0.94665, 0.1935032]"
"[1.25025, -0.97221, 0.3117444]"
"[1.45881, -0.9592350000000001, 0.44346500000000005]"
"[0.57468, -0.6350549999999999, -0.076835]"
"[0.68718, -0.6919200000000001, -0.03654199999999998]"
"[0.817215, -0.7388399999999999, 0.015778400000000005]"
"[0.9654299999999998, -0.773235, 0.08322379999999999]"
"[1.1304299999999998, -0.7815449999999999, 0.1631806]"
"[1.302615, -0.760065, 0.2505426]"
