-0.03438, 0.06555, -0.038453799999999996
-0.03667499999999999, 0.06160499999999999, -0.0347996
-0.038325, 0.056609999999999994, -0.0305888
-0.039345, 0.052215, -0.027007200000000002
-0.039854999999999995, 0.04788, -0.023232000000000003
-0.03942, 0.043935, -0.020086000000000003
-0.038654999999999995, 0.03888, -0.016286600000000002
-0.03784499999999999, 0.03531, -0.013406800000000002
-0.036615, 0.032085, -0.010841600000000003
-0.03594, 0.029324999999999997, -0.009196000000000001
-0.03405, 0.026294999999999992, -0.0068728000000000036
