"Sensor 10 Average (x, y, z)"
"[-0.6875249999999999, 0.33612, 1.2661198]"
"[-0.6001799999999999, 0.36714, 1.4164017999999996]"
"[-0.481725, 0.393675, 1.5474932000000001]"
"[-0.34011, 0.41581500000000005, 1.6473424000000003]"
"[-0.171615, 0.43013999999999997, 1.7062935999999997]"
"[0.002114999999999992, 0.4345349999999999, 1.722193]"
"[-0.71235, 0.19998, 1.3351624]"
"[-0.6213449999999999, 0.22397999999999998, 1.4951002]"
"[-0.501045, 0.24029999999999999, 1.6364765999999997]"
"[-0.3485999999999999, 0.25122, 1.7421822]"
"[-0.17732999999999996, 0.2613, 1.8047875999999996]"
"[0.005729999999999999, 0.265965, 1.8219695999999996]"
"[-0.7064250000000001, 0.06105000000000001, 1.3562405999999998]"
"[-0.6168149999999999, 0.069645, 1.5163236]"
"[-0.49348499999999995, 0.07297500000000001, 1.6566352]"
"[-0.3423, 0.0786, 1.762486]"
"[-0.17287500000000003, 0.08259000000000001, 1.8270273999999997]"
"[0.011579999999999993, 0.08508, 1.8448870000000002]"
"[-0.704115, -0.083625, 1.3583702]"
"[-0.6127799999999999, -0.08831999999999998, 1.5179934]"
"[-0.48934500000000003, -0.09496500000000002, 1.6620802]"
"[-0.33943499999999993, -0.10072499999999995, 1.7655594]"
"[-0.16794, -0.10439999999999999, 1.8314075999999997]"
"[0.014489999999999989, -0.10095000000000001, 1.8440883999999997]"
"[-0.6858449999999999, -0.226065, 1.3254339999999998]"
"[-0.5973, -0.24465, 1.4814272]"
"[-0.47614500000000004, -0.2607149999999999, 1.6184960000000002]"
"[-0.32861999999999997, -0.27179999999999993, 1.7240079999999998]"
"[-0.16075500000000004, -0.28008, 1.7858147999999998]"
"[0.018269999999999988, -0.280875, 1.8059249999999996]"
"[-0.65835, -0.35250000000000004, 1.2626592]"
"[-0.569925, -0.3877649999999999, 1.4091660000000001]"
"[-0.4558049999999999, -0.41488499999999995, 1.5350059999999999]"
"[-0.30834, -0.43537499999999996, 1.6376624000000002]"
"[-0.149235, -0.4452149999999999, 1.6925238000000002]"
"[0.021450000000000004, -0.44386499999999995, 1.7130211999999998]"
