"Sensor 9 Average (x, y, z)"
"[-0.72783, 0.17962499999999998, 0.5803159999999999]"
"[-0.754695, 0.20801999999999998, 0.7126173999999998]"
"[-0.7647600000000001, 0.23696999999999996, 0.8572365999999999]"
"[-0.750825, 0.2648849999999999, 1.0152626]"
"[-0.7114799999999999, 0.30088499999999996, 1.1742566]"
"[-0.64077, 0.334665, 1.3248048]"
"[-0.74898, 0.10595999999999998, 0.6080733999999999]"
"[-0.7746449999999999, 0.12470999999999999, 0.7463522]"
"[-0.7867950000000001, 0.14294999999999997, 0.8978925999999999]"
"[-0.7755749999999999, 0.16099499999999997, 1.0645822]"
"[-0.7364699999999998, 0.182415, 1.2290938]"
"[-0.663, 0.20265, 1.3959044]"
"[-0.7478699999999998, 0.03061499999999999, 0.6223997999999998]"
"[-0.777315, 0.03539999999999999, 0.7599526]"
"[-0.7878299999999999, 0.04041, 0.9144696]"
"[-0.775065, 0.04640999999999998, 1.0785939999999998]"
"[-0.733245, 0.05239499999999998, 1.2469533999999998]"
"[-0.661785, 0.05933999999999999, 1.4146836]"
"[-0.7447950000000001, -0.04755000000000001, 0.621456]"
"[-0.7737449999999999, -0.054285, 0.7608479999999999]"
"[-0.7839149999999999, -0.06459000000000001, 0.9134048]"
"[-0.7712549999999999, -0.07232999999999998, 1.0766095999999998]"
"[-0.7309049999999999, -0.081015, 1.2480666000000002]"
"[-0.6574949999999999, -0.08556000000000002, 1.4148771999999998]"
"[-0.73347, -0.12447, 0.6064035999999999]"
"[-0.759855, -0.14691, 0.7420445999999999]"
"[-0.769725, -0.16539, 0.8942383999999999]"
"[-0.75555, -0.187785, 1.0542246]"
"[-0.7162199999999999, -0.20979000000000006, 1.2183490000000001]"
"[-0.6457499999999999, -0.23181, 1.3834898000000002]"
"[-0.710295, -0.200145, 0.5800981999999999]"
"[-0.7337549999999999, -0.23098499999999997, 0.7086243999999999]"
"[-0.74148, -0.26488500000000004, 0.8495893999999999]"
"[-0.72636, -0.29935500000000004, 1.0020978000000003]"
"[-0.6867749999999999, -0.33162, 1.1582120000000002]"
"[-0.61581, -0.36109499999999994, 1.3113254]"
