"Sensor 4 Average (x, y, z)"
"[0.21361499999999997, 0.574425, 0.3233846]"
"[0.24835500000000002, 0.537555, 0.295724]"
"[0.275715, 0.49916999999999995, 0.263175]"
"[0.29446500000000003, 0.45819000000000004, 0.22876259999999998]"
"[0.30468, 0.414375, 0.1949552]"
"[0.308775, 0.37117500000000003, 0.16180119999999998]"
"[0.24928499999999995, 0.6146550000000001, 0.4151994]"
"[0.28599, 0.571395, 0.37464020000000003]"
"[0.315585, 0.5281650000000001, 0.3342745999999999]"
"[0.3387, 0.4798799999999999, 0.29015799999999997]"
"[0.35136, 0.43289999999999995, 0.24959879999999995]"
"[0.352125, 0.38719499999999996, 0.2060146]"
"[0.28386, 0.6341250000000002, 0.5102328]"
"[0.326415, 0.5919900000000001, 0.4633332]"
"[0.36117, 0.54204, 0.4095608]"
"[0.38128499999999993, 0.49216499999999996, 0.36007179999999994]"
"[0.39262500000000006, 0.44222999999999996, 0.30734]"
"[0.3933900000000001, 0.3918150000000001, 0.2569798]"
"[0.326805, 0.6551549999999999, 0.624723]"
"[0.37589999999999996, 0.60543, 0.5646102]"
"[0.412125, 0.55299, 0.5000687999999999]"
"[0.4335149999999999, 0.500175, 0.4338092]"
"[0.44336999999999993, 0.446655, 0.366025]"
"[0.44301000000000007, 0.393495, 0.3088888]"
"[0.37068000000000006, 0.65952, 0.7502242]"
"[0.42743999999999993, 0.60888, 0.6748896]"
"[0.46503, 0.5545800000000001, 0.5937711999999999]"
"[0.48721499999999995, 0.49463999999999997, 0.5145645999999999]"
"[0.49532999999999994, 0.44064, 0.43908479999999994]"
"[0.49165500000000006, 0.38666999999999996, 0.36549260000000006]"
"[0.419865, 0.6465449999999999, 0.8876802]"
"[0.48224999999999996, 0.5943449999999999, 0.7963977999999999]"
"[0.5214150000000001, 0.5373150000000001, 0.6986298]"
"[0.5454600000000001, 0.48040499999999997, 0.6009828]"
"[0.551445, 0.42273, 0.5099423999999999]"
"[0.544725, 0.368955, 0.4235968]"
