"Sensor 13 Average (x, y, z)"
"[-0.7003649999999999, -0.16642499999999996, 0.5721605999999999]"
"[-0.72843, -0.19251, 0.7079467999999999]"
"[-0.74112, -0.22002000000000002, 0.8527111999999999]"
"[-0.73005, -0.24831, 1.0083898]"
"[-0.69558, -0.27471, 1.1710864000000003]"
"[-0.633645, -0.29854500000000006, 1.3314114000000001]"
"[-0.6712049999999999, -0.23316, 0.5404586]"
"[-0.696735, -0.26586, 0.6620877999999999]"
"[-0.7053149999999999, -0.30408, 0.8012378]"
"[-0.69429, -0.3440399999999999, 0.9448164]"
"[-0.6606600000000001, -0.38205, 1.0988251999999998]"
"[-0.59877, -0.4166399999999999, 1.2462032]"
"[-0.625905, -0.28340999999999994, 0.5004801999999999]"
"[-0.6462, -0.32409, 0.6131312]"
"[-0.65115, -0.36772499999999997, 0.7341554]"
"[-0.64023, -0.41544000000000003, 0.8640126]"
"[-0.60654, -0.46153500000000003, 0.9999682000000001]"
"[-0.54786, -0.5044649999999999, 1.129777]"
"[-0.5810099999999999, -0.325515, 0.4539436]"
"[-0.59832, -0.37450499999999987, 0.5522439999999998]"
"[-0.601095, -0.42442500000000005, 0.6601276]"
"[-0.588345, -0.47519999999999996, 0.7751502]"
"[-0.556635, -0.524865, 0.8946014]"
"[-0.5012399999999999, -0.5730749999999999, 1.010229]"
"[-0.5353649999999999, -0.357915, 0.39934839999999994]"
"[-0.54873, -0.40796999999999994, 0.48632319999999984]"
"[-0.551265, -0.46057500000000007, 0.5846720000000001]"
"[-0.53565, -0.51621, 0.6844486]"
"[-0.50412, -0.5687999999999999, 0.7847091999999999]"
"[-0.45282, -0.62169, 0.8854053999999999]"
"[-0.4857, -0.37793999999999994, 0.34516459999999993]"
"[-0.49503, -0.43125, 0.4201361999999999]"
"[-0.49305, -0.48504, 0.4984232]"
"[-0.47796, -0.5406449999999999, 0.5825423999999999]"
"[-0.448305, -0.591195, 0.6727841999999999]"
"[-0.40212000000000003, -0.6419699999999999, 0.7561047999999998]"
