"Sensor 7 Average (x, y, z)"
"[-0.065865, 0.8259000000000001, 1.0150932]"
"[0.052754999999999996, 0.8212799999999998, 1.0122133999999998]"
"[0.16736999999999996, 0.80379, 0.9914014000000002]"
"[0.26915999999999995, 0.77034, 0.9409444000000001]"
"[0.35992500000000005, 0.7271399999999999, 0.8770563999999998]"
"[0.4297949999999999, 0.6732149999999999, 0.7904688000000001]"
"[-0.07476, 0.8012999999999999, 1.2024738]"
"[0.060329999999999995, 0.7985249999999999, 1.1934472]"
"[0.188475, 0.7802849999999999, 1.1672627999999996]"
"[0.307575, 0.743145, 1.1077308]"
"[0.40592999999999996, 0.6976800000000001, 1.0241681999999999]"
"[0.48401999999999995, 0.64524, 0.9291832]"
"[-0.076095, 0.7338900000000002, 1.3610563999999996]"
"[0.07004999999999999, 0.73035, 1.3569424000000003]"
"[0.208515, 0.71157, 1.3188031999999998]"
"[0.33618, 0.6785399999999999, 1.2535841999999997]"
"[0.44545499999999993, 0.6358349999999999, 1.1579941999999996]"
"[0.5285400000000001, 0.583575, 1.0443267999999999]"
"[-0.079275, 0.6440999999999999, 1.5295368]"
"[0.07624500000000002, 0.64194, 1.5243338]"
"[0.23293499999999995, 0.62361, 1.4802898]"
"[0.36949499999999996, 0.5936699999999999, 1.4053423999999999]"
"[0.486585, 0.5534399999999999, 1.2978702]"
"[0.57762, 0.5092650000000001, 1.1724658]"
"[-0.084225, 0.5215050000000001, 1.6835455999999998]"
"[0.08597999999999996, 0.518445, 1.6760194]"
"[0.2525549999999999, 0.50409, 1.6298699999999997]"
"[0.3984299999999999, 0.48061499999999996, 1.5420965999999998]"
"[0.524235, 0.44613, 1.4209272]"
"[0.6214050000000002, 0.411, 1.2810027999999998]"
"[-0.091545, 0.37059, 1.8092646]"
"[0.09286499999999999, 0.363105, 1.8059492]"
"[0.26602499999999996, 0.35034, 1.7527575999999998]"
"[0.424275, 0.33199500000000004, 1.6562479999999995]"
"[0.55386, 0.309465, 1.5241401999999997]"
"[0.653025, 0.283365, 1.3694053999999998]"
