"Sensor 3 Average (x, y, z)"
"[-0.041069999999999995, 0.65277, 0.3837394]"
"[0.017504999999999993, 0.6472950000000001, 0.3867886]"
"[0.07467, 0.6334500000000001, 0.37565659999999995]"
"[0.12898500000000002, 0.61653, 0.36111239999999994]"
"[0.17603999999999997, 0.58731, 0.3356298]"
"[0.217155, 0.553005, 0.3107764]"
"[-0.046919999999999996, 0.69987, 0.49179239999999996]"
"[0.02352, 0.697365, 0.49048559999999997]"
"[0.09160499999999999, 0.6815399999999999, 0.47862759999999993]"
"[0.152895, 0.6577650000000002, 0.4582753999999999]"
"[0.20958, 0.62613, 0.4302034]"
"[0.2544, 0.58944, 0.394097]"
"[-0.049034999999999995, 0.73059, 0.6025074000000001]"
"[0.029085, 0.725355, 0.6079282]"
"[0.10646999999999998, 0.7101149999999999, 0.5946182]"
"[0.17810999999999996, 0.685395, 0.5662558]"
"[0.24106499999999997, 0.64875, 0.5293992]"
"[0.29448, 0.607515, 0.4841451999999999]"
"[-0.05419499999999999, 0.757065, 0.7438837999999999]"
"[0.03736500000000001, 0.7525949999999999, 0.7411007999999998]"
"[0.12679499999999996, 0.73599, 0.7273068]"
"[0.20762999999999995, 0.708525, 0.6920716]"
"[0.27937500000000004, 0.6687, 0.6447606]"
"[0.339495, 0.62424, 0.591569]"
"[-0.05985, 0.7698, 0.8961743999999999]"
"[0.044384999999999994, 0.7635, 0.8951579999999999]"
"[0.14668499999999998, 0.7467900000000001, 0.8704014]"
"[0.24009000000000003, 0.716055, 0.8303261999999999]"
"[0.32225999999999994, 0.675045, 0.7743515999999999]"
"[0.38878500000000005, 0.6290699999999999, 0.7054058]"
"[-0.06844499999999999, 0.7605149999999999, 1.0618476]"
"[0.053565, 0.753375, 1.0672684000000003]"
"[0.16858499999999998, 0.73551, 1.0387366000000002]"
"[0.276495, 0.7070700000000001, 0.9882553999999998]"
"[0.36755999999999994, 0.6650699999999999, 0.91355]"
"[0.4409100000000001, 0.613755, 0.8307375999999999]"
