"Sensor 14 Average (x, y, z)"
"[-0.6923849999999999, -0.29557500000000003, 1.3149553999999999]"
"[-0.60735, -0.321795, 1.4724974]"
"[-0.4895999999999999, -0.3446999999999999, 1.6109456000000002]"
"[-0.34668, -0.36189, 1.7214428000000002]"
"[-0.18056999999999998, -0.372795, 1.7909210000000002]"
"[-0.006194999999999992, -0.373065, 1.8105955999999999]"
"[-0.65415, -0.41624999999999995, 1.2238907999999997]"
"[-0.57375, -0.44711999999999996, 1.3773913999999998]"
"[-0.462975, -0.48336, 1.5067888]"
"[-0.3248399999999999, -0.5072249999999999, 1.6058151999999999]"
"[-0.17146499999999998, -0.52059, 1.6653472]"
"[-0.0047699999999999895, -0.5235450000000001, 1.6890148]"
"[-0.601605, -0.49815, 1.1107074000000001]"
"[-0.5218349999999999, -0.54222, 1.245816]"
"[-0.42071999999999987, -0.579435, 1.361008]"
"[-0.2945699999999999, -0.6058049999999999, 1.4471842]"
"[-0.151605, -0.622755, 1.5033523999999998]"
"[-0.003015000000000004, -0.62856, 1.5134679999999998]"
"[-0.5488649999999998, -0.567825, 0.9947651999999999]"
"[-0.47705999999999993, -0.6153000000000001, 1.1092311999999998]"
"[-0.38224499999999995, -0.6568799999999999, 1.2118634]"
"[-0.26946, -0.6875249999999999, 1.2854072]"
"[-0.13808999999999996, -0.7063200000000001, 1.3343154000000002]"
"[4.500000000000337e-05, -0.7115249999999999, 1.3482062000000001]"
"[-0.492855, -0.612465, 0.8719502]"
"[-0.42783, -0.6628949999999999, 0.9671046000000002]"
"[-0.34201499999999996, -0.703965, 1.0553378]"
"[-0.240135, -0.73665, 1.1225169999999998]"
"[-0.12276000000000001, -0.755265, 1.1608014]"
"[0.00016500000000000542, -0.763785, 1.1786368]"
"[-0.439995, -0.636585, 0.74657]"
"[-0.38043, -0.69036, 0.8255104000000001]"
"[-0.302865, -0.7288350000000001, 0.8938995999999999]"
"[-0.20871, -0.761685, 0.9474541999999997]"
"[-0.10777499999999998, -0.7789949999999999, 0.985787]"
"[0.0005400000000000127, -0.7854750000000001, 1.0016137999999999]"
