"Sensor 16 Average (x, y, z)"
"[0.603645, -0.3258000000000001, 1.4613412]"
"[0.6866099999999999, -0.29811, 1.2959100000000001]"
"[0.7417499999999999, -0.26722499999999993, 1.1200244000000001]"
"[0.76293, -0.23838, 0.9532138000000001]"
"[0.7605, -0.20612999999999995, 0.7921386]"
"[0.7399799999999999, -0.17881499999999992, 0.6482211999999999]"
"[0.57297, -0.455805, 1.3614194000000002]"
"[0.6564599999999999, -0.414675, 1.2112584]"
"[0.704955, -0.373815, 1.0485133999999998]"
"[0.728325, -0.3319049999999999, 0.8915038000000001]"
"[0.729765, -0.29318999999999995, 0.7436176]"
"[0.70932, -0.25505999999999995, 0.6090656]"
"[0.5278050000000001, -0.54633, 1.2230196]"
"[0.60147, -0.50082, 1.0888548]"
"[0.6528750000000001, -0.45167999999999997, 0.9495112]"
"[0.67452, -0.4022849999999999, 0.8101917999999999]"
"[0.6768000000000002, -0.3533700000000001, 0.679536]"
"[0.660015, -0.30935999999999997, 0.5593104]"
"[0.48538500000000007, -0.6234149999999999, 1.0897986000000002]"
"[0.554295, -0.5730450000000001, 0.9729367999999998]"
"[0.602235, -0.516825, 0.8490085999999999]"
"[0.6245100000000001, -0.46491000000000005, 0.7266049999999998]"
"[0.6281100000000001, -0.4077299999999999, 0.6085816]"
"[0.6179250000000001, -0.35556, 0.504328]"
"[0.4377000000000001, -0.6717449999999999, 0.9489787999999999]"
"[0.5023799999999998, -0.6182999999999998, 0.8499281999999999]"
"[0.5473799999999999, -0.5616599999999999, 0.7435449999999999]"
"[0.5698049999999999, -0.50322, 0.6398964]"
"[0.5764799999999999, -0.446175, 0.5388614]"
"[0.5692350000000002, -0.3944399999999999, 0.4485712]"
"[0.392235, -0.696645, 0.8120309999999997]"
"[0.44800500000000004, -0.6444449999999999, 0.7247174]"
"[0.490455, -0.5865, 0.6368472000000001]"
"[0.51288, -0.5261700000000001, 0.5468232]"
"[0.5201250000000001, -0.470025, 0.46797959999999994]"
"[0.518475, -0.416025, 0.3874661999999999]"
