"Sensor 6 Average (x, y, z)"
"[-0.44737499999999997, 0.6205049999999999, 0.7382936]"
"[-0.38594999999999996, 0.6686699999999999, 0.8144509999999999]"
"[-0.30582, 0.7091399999999999, 0.8879705999999999]"
"[-0.21519, 0.7380149999999999, 0.9415494]"
"[-0.10889999999999998, 0.754995, 0.9720897999999999]"
"[-5.9999999999997555e-05, 0.7595399999999999, 0.9779703999999999]"
"[-0.501885, 0.5930699999999999, 0.8587854]"
"[-0.431685, 0.6432749999999999, 0.9500677999999999]"
"[-0.34569, 0.6822449999999999, 1.0348404]"
"[-0.23967, 0.7132649999999999, 1.1027456]"
"[-0.12102, 0.7298549999999999, 1.1396506]"
"[0.002939999999999998, 0.7326149999999998, 1.1508310000000002]"
"[-0.53955, 0.5389050000000001, 0.9687501999999998]"
"[-0.46705500000000005, 0.58023, 1.0786182]"
"[-0.37437, 0.619785, 1.1692956]"
"[-0.26022, 0.64701, 1.244122]"
"[-0.13066499999999998, 0.6643049999999999, 1.2886742000000002]"
"[0.005624999999999998, 0.66831, 1.3009920000000001]"
"[-0.58764, 0.46395, 1.0774082]"
"[-0.508215, 0.503535, 1.1998602]"
"[-0.404835, 0.538005, 1.3113253999999999]"
"[-0.282765, 0.5638949999999999, 1.3940651999999998]"
"[-0.1419, 0.57807, 1.4442317999999998]"
"[0.006180000000000005, 0.5799299999999998, 1.4575660000000004]"
"[-0.6265950000000001, 0.3683249999999999, 1.1765072]"
"[-0.5454749999999999, 0.4001849999999999, 1.3135276]"
"[-0.43581000000000003, 0.42813, 1.4340194000000002]"
"[-0.301815, 0.44977500000000004, 1.5235594]"
"[-0.15317999999999998, 0.4618199999999999, 1.5813973999999997]"
"[0.007620000000000002, 0.46696499999999996, 1.6020642]"
"[-0.66087, 0.25239, 1.2548184]"
"[-0.5756549999999999, 0.27046499999999996, 1.4061652]"
"[-0.46057499999999996, 0.28872, 1.5355383999999999]"
"[-0.32029499999999994, 0.30618, 1.6350004]"
"[-0.16133999999999998, 0.31516500000000003, 1.6970492]"
"[0.010920000000000006, 0.31692, 1.7138682]"
