"Sensor 5 Average (x, y, z)"
"[-0.5029349999999999, 0.370665, 0.3528117999999999]"
"[-0.51201, 0.4200900000000001, 0.4290176]"
"[-0.5112749999999999, 0.473175, 0.5121688]"
"[-0.49383, 0.52332, 0.5951264]"
"[-0.4612649999999999, 0.58017, 0.6811332]"
"[-0.41143499999999994, 0.62724, 0.7592508]"
"[-0.55245, 0.3472200000000001, 0.4087864]"
"[-0.56478, 0.39724500000000007, 0.4945753999999999]"
"[-0.56466, 0.4485, 0.593021]"
"[-0.54879, 0.502245, 0.6914666]"
"[-0.5166, 0.55491, 0.7942682000000001]"
"[-0.459135, 0.6024149999999999, 0.8881641999999998]"
"[-0.5915100000000001, 0.30989999999999995, 0.4600904]"
"[-0.60471, 0.356865, 0.5573986]"
"[-0.6089399999999999, 0.40420500000000004, 0.6640963999999998]"
"[-0.5913749999999999, 0.45357000000000003, 0.7796997999999999]"
"[-0.5569649999999999, 0.50379, 0.8927622000000001]"
"[-0.49696499999999993, 0.5503800000000001, 1.0025334]"
"[-0.62928, 0.267705, 0.5066027999999999]"
"[-0.64818, 0.307875, 0.6148251999999998]"
"[-0.6539999999999999, 0.35026500000000005, 0.7356799999999999]"
"[-0.6382350000000001, 0.39495, 0.8666261999999999]"
"[-0.601695, 0.4395, 0.9959509999999999]"
"[-0.5418, 0.48031500000000005, 1.1218393999999998]"
"[-0.6633899999999998, 0.21180000000000002, 0.5494125999999999]"
"[-0.686805, 0.243825, 0.6690332000000001]"
"[-0.692205, 0.28065, 0.8013345999999999]"
"[-0.678285, 0.31711500000000004, 0.9390325999999999]"
"[-0.6425249999999999, 0.35214, 1.0824418]"
"[-0.57978, 0.38942999999999994, 1.2262382]"
"[-0.69255, 0.14875500000000003, 0.5787671999999999]"
"[-0.7178699999999999, 0.168945, 0.7107781999999999]"
"[-0.72549, 0.192105, 0.8525176000000001]"
"[-0.713775, 0.21841500000000003, 1.0029447999999999]"
"[-0.6732600000000001, 0.24714, 1.1603416]"
"[-0.60687, 0.27280499999999996, 1.3116884000000002]"
