,x,y,z,Mx,My,Mz,Mx_std,My_std,Mz_std
0,-3.0,5.5,1.5,6.272000000000002,-14.112,-3.136000000000001,1.785305796991587e-15,0.0,8.926528984957934e-16
1,-0.5,2.5,3.5,1.25048,-17.514560000000003,23.52,0.11829089977549823,0.5919594635316231,0.0
2,7.0,-4.5,4.0,-4.704000000000001,1.5680000000000005,0.07056000000000001,0.0,4.463264492478967e-16,0.17896607206254192
3,3.0,3.0,6.5,-4.704000000000001,-4.704000000000001,4.704000000000001,0.0,0.0,0.0
4,-2.0,-6.0,0.0,3.136000000000001,11.352320000000004,-9.408000000000001,8.926528984957934e-16,0.6730400033137748,1.785305796991587e-15
5,7.0,2.5,7.0,-4.531520000000001,-1.5680000000000005,1.5611400000000004,0.4930827471688253,4.463264492478967e-16,0.02513037519767181
6,-1.5,3.0,0.0,50.176000000000016,-117.6,3.151680000000001,1.4282446375932695e-14,0.0,0.1568
7,7.5,-1.0,7.0,-4.609920000000001,0.38514000000000004,1.5190000000000003,0.37425534631107715,0.22685860946163955,0.05117883085097521
8,3.5,3.5,6.0,-5.033280000000001,-4.704000000000001,4.374720000000002,0.6418767634008411,0.0,0.6418767634008414
9,1.5,2.0,4.5,-8.153600000000004,-9.28256,15.115520000000004,0.6303597177305776,0.42753076137184776,0.7564316612766931
10,-6.0,-6.5,5.5,1.5680000000000005,1.6620800000000004,0.9427600000000003,4.463264492478967e-16,0.37425534631107715,0.07727833990311787
11,3.0,-6.0,1.5,-6.272000000000002,7.855680000000004,-3.136000000000001,1.785305796991587e-15,0.15679999999999986,8.926528984957934e-16
12,-1.0,-4.0,2.0,3.5280000000000014,29.79200000000001,10.20768,0.6823844113463357,7.141223187966347e-15,0.7877920414716447
13,6.0,8.0,6.0,-2.038400000000001,-3.1203200000000004,0.28224000000000005,0.7221677803878426,0.15679999999999997,0.06863534443018776
14,3.0,7.5,1.0,-3.136000000000001,-6.130880000000002,-4.704000000000001,8.926528984957934e-16,0.450993634302989,0.0
15,3.0,1.0,0.5,-86.24,-27.189120000000003,10.976000000000006,1.4282446375932695e-14,0.7465173183970134,5.355917390974761e-15
16,3.5,5.0,0.5,-8.075200000000002,-12.449920000000002,-7.855680000000004,0.5627086010511742,0.3742553463110771,0.15679999999999988
17,-5.0,-8.0,0.5,1.5248800000000005,1.5680000000000005,-3.136000000000001,0.1476223190811914,4.463264492478967e-16,8.926528984957934e-16
18,-0.5,2.0,2.5,1.5680000000000005,-28.224,42.33600000000001,4.463264492478967e-16,0.0,1.4282446375932695e-14
19,-1.5,3.5,4.5,3.136000000000001,-10.976000000000006,10.976000000000006,8.926528984957934e-16,5.355917390974761e-15,5.355917390974761e-15
20,4.5,-8.0,3.5,-3.136000000000001,3.1046400000000007,-1.5680000000000005,8.926528984957934e-16,0.22062590120570222,4.463264492478967e-16
21,6.5,7.5,0.5,-1.5680000000000005,-1.5836800000000004,-3.136000000000001,4.463264492478967e-16,0.1568,8.926528984957934e-16
22,-0.5,-2.0,7.5,-0.8065399999999999,1.5680000000000005,6.272000000000002,0.8138530805788454,4.463264492478967e-16,1.785305796991587e-15
23,-3.0,-3.0,2.0,18.816000000000003,23.45728,10.976000000000006,0.0,0.30881193256894957,5.355917390974761e-15
24,4.5,4.0,5.5,-5.958400000000001,-4.704000000000001,2.3990400000000007,0.6303597177305776,0.0,0.7865300590170562
25,-5.5,-2.5,4.5,6.272000000000002,3.136000000000001,3.136000000000001,1.785305796991587e-15,8.926528984957934e-16,8.926528984957934e-16
26,-4.0,1.0,5.5,6.272000000000002,-1.8345600000000006,7.840000000000003,1.785305796991587e-15,0.5919594635316227,3.570611593983174e-15
27,1.5,-3.0,6.0,-4.704000000000001,4.704000000000001,6.5228800000000025,0.0,0.0,0.5777342243102738
28,6.0,3.0,6.0,-4.71968,-3.136000000000001,1.5680000000000005,0.1567999999999999,8.926528984957934e-16,4.463264492478967e-16
29,4.0,7.5,5.5,-3.057600000000001,-4.076800000000001,0.7585200000000002,0.34345928845830165,0.7720298314223751,0.07832572238976661
30,5.5,-0.5,5.5,-7.840000000000003,0.5125400000000001,3.136000000000001,3.570611593983174e-15,0.151215908254029,8.926528984957934e-16
