,Magnetometerx,Magnetometery,Magnetometerz
0,-3.136,-4.704000000000001,3.136
1,-3.136,-4.704000000000001,3.136
2,-3.136,-4.704000000000001,4.704000000000001
3,-1.568,-4.704000000000001,3.136
4,-3.136,-4.704000000000001,4.704000000000001
5,-3.136,-4.704000000000001,4.704000000000001
6,-3.136,-4.704000000000001,4.704000000000001
7,-3.136,-4.704000000000001,4.704000000000001
8,-1.568,-4.704000000000001,3.136
9,-1.568,-4.704000000000001,3.136
10,-1.568,-4.704000000000001,3.136
11,-1.568,-4.704000000000001,3.136
12,-1.568,-4.704000000000001,3.136
13,-1.568,-4.704000000000001,3.136
14,-1.568,-3.136,3.136
15,-3.136,-4.704000000000001,4.704000000000001
16,-1.568,-4.704000000000001,4.704000000000001
17,-1.568,-4.704000000000001,4.704000000000001
18,-1.568,-4.704000000000001,4.704000000000001
19,-3.136,-4.704000000000001,3.136
20,-3.136,-4.704000000000001,4.704000000000001
21,-3.136,-4.704000000000001,3.136
22,-3.136,-4.704000000000001,3.136
23,-3.136,-4.704000000000001,3.136
24,-3.136,-4.704000000000001,3.136
25,-1.568,-4.704000000000001,3.136
26,-1.568,-3.136,3.136
27,-3.136,-4.704000000000001,3.136
28,-3.136,-4.704000000000001,3.136
29,-3.136,-4.704000000000001,3.136
30,-3.136,-4.704000000000001,3.136
31,-3.136,-4.704000000000001,3.136
32,-1.568,-4.704000000000001,3.136
33,-1.568,-4.704000000000001,3.136
34,-1.568,-4.704000000000001,3.136
35,-1.568,-4.704000000000001,3.136
36,-3.136,-4.704000000000001,3.136
37,-1.568,-4.704000000000001,4.704000000000001
38,-1.568,-4.704000000000001,3.136
39,-1.568,-4.704000000000001,3.136
40,-1.568,-4.704000000000001,3.136
41,-1.568,-4.704000000000001,3.136
42,-1.568,-4.704000000000001,4.704000000000001
43,-3.136,-4.704000000000001,3.136
44,-3.136,-4.704000000000001,3.136
45,-3.136,-4.704000000000001,3.136
46,-3.136,-4.704000000000001,3.136
47,-3.136,-4.704000000000001,3.136
48,-3.136,-4.704000000000001,3.136
49,-1.568,-4.704000000000001,3.136
50,-1.568,-4.704000000000001,3.136
51,-1.568,-4.704000000000001,3.136
52,-1.568,-4.704000000000001,3.136
53,-1.568,-4.704000000000001,3.136
54,-1.568,-4.704000000000001,3.136
55,-3.136,-4.704000000000001,4.704000000000001
56,-3.136,-4.704000000000001,4.704000000000001
57,-3.136,-4.704000000000001,4.704000000000001
58,-3.136,-4.704000000000001,4.704000000000001
59,-3.136,-4.704000000000001,3.136
60,-1.568,-3.136,3.136
61,-1.568,-3.136,3.136
62,-1.568,-3.136,3.136
63,-1.568,-3.136,3.136
64,-1.568,-4.704000000000001,3.136
65,-3.136,-4.704000000000001,3.136
66,-3.136,-4.704000000000001,4.704000000000001
67,-3.136,-4.704000000000001,4.704000000000001
68,-3.136,-4.704000000000001,4.704000000000001
69,-3.136,-4.704000000000001,4.704000000000001
70,-1.568,-4.704000000000001,3.136
71,-3.136,-3.136,4.704000000000001
72,-3.136,-3.136,4.704000000000001
73,-3.136,-3.136,4.704000000000001
74,-3.136,-3.136,4.704000000000001
75,-1.568,-4.704000000000001,4.704000000000001
76,-1.568,-4.704000000000001,3.136
77,-3.136,-4.704000000000001,3.136
78,-3.136,-4.704000000000001,3.136
79,-3.136,-4.704000000000001,3.136
80,-3.136,-4.704000000000001,3.136
81,-3.136,-4.704000000000001,3.136
82,-1.568,-4.704000000000001,3.136
83,-1.568,-4.704000000000001,3.136
84,-1.568,-4.704000000000001,3.136
85,-1.568,-4.704000000000001,3.136
86,-3.136,-4.704000000000001,3.136
87,-1.568,-4.704000000000001,3.136
88,-3.136,-4.704000000000001,3.136
89,-3.136,-4.704000000000001,3.136
90,-3.136,-4.704000000000001,3.136
91,-3.136,-4.704000000000001,3.136
92,-3.136,-4.704000000000001,4.704000000000001
93,-3.136,-4.704000000000001,3.136
94,-1.568,-4.704000000000001,3.136
95,-1.568,-4.704000000000001,3.136
96,-1.568,-4.704000000000001,3.136
97,-1.568,-4.704000000000001,3.136
98,-1.568,-3.136,3.136
99,-3.136,-3.136,4.704000000000001
