,Magnetometerx,Magnetometery,Magnetometerz
0,-6.272,1.568,45.472
1,-6.272,1.568,45.472
2,-4.704000000000001,1.568,45.472
3,-6.272,1.568,45.472
4,-6.272,1.568,45.472
5,-6.272,1.568,45.472
6,-6.272,1.568,45.472
7,-6.272,1.568,45.472
8,-6.272,1.47,45.472
9,-6.272,1.568,45.472
10,-6.272,1.568,45.472
11,-6.272,1.568,45.472
12,-6.272,1.568,45.472
13,-6.272,1.568,45.472
14,-6.272,1.568,45.472
15,-6.272,1.568,45.472
16,-6.272,1.568,45.472
17,-6.272,1.568,45.472
18,-6.272,1.568,45.472
19,-6.272,1.568,45.472
20,-6.272,1.568,45.472
21,-6.272,1.568,45.472
22,-6.272,1.568,45.472
23,-6.272,1.568,45.472
24,-6.272,1.568,45.472
25,-6.272,1.568,45.472
26,-6.272,1.568,45.472
27,-6.272,1.568,45.472
28,-6.272,1.568,45.472
29,-6.272,1.568,45.472
30,-6.272,1.47,45.472
31,-6.272,1.568,45.472
32,-6.272,1.568,45.472
33,-6.272,1.568,45.472
34,-6.272,1.568,45.472
35,-6.272,1.568,45.472
36,-6.272,1.568,45.472
37,-6.272,1.568,45.472
38,-6.272,1.568,45.472
39,-6.272,1.568,45.472
40,-6.272,1.568,45.472
41,-6.272,1.568,45.472
42,-6.272,1.372,45.472
43,-6.272,1.372,45.472
44,-6.272,1.372,45.472
45,-6.272,1.372,45.472
46,-6.272,1.568,45.472
47,-6.272,1.568,45.472
48,-6.272,1.568,45.472
49,-6.272,1.568,45.472
50,-6.272,1.568,45.472
51,-6.272,1.47,45.472
52,-6.272,1.47,45.472
53,-6.272,1.568,45.472
54,-6.272,1.568,45.472
55,-6.272,1.568,45.472
56,-6.272,1.568,45.472
57,-6.272,1.568,45.472
58,-6.272,1.47,45.472
59,-6.272,1.568,45.472
60,-6.272,1.568,45.472
61,-6.272,1.568,45.472
62,-6.272,1.568,45.472
63,-6.272,1.568,45.472
64,-6.272,1.568,45.472
65,-6.272,1.568,45.472
66,-6.272,1.568,45.472
67,-6.272,1.568,45.472
68,-6.272,1.568,45.472
69,-6.272,1.568,45.472
70,-6.272,1.47,45.472
71,-6.272,1.568,45.472
72,-6.272,1.568,45.472
73,-6.272,1.568,45.472
74,-6.272,1.568,45.472
75,-6.272,1.568,45.472
76,-4.704000000000001,1.568,45.472
77,-4.704000000000001,1.568,45.472
78,-4.704000000000001,1.568,45.472
79,-4.704000000000001,1.568,45.472
80,-6.272,1.568,45.472
81,-6.272,1.47,45.472
82,-6.272,1.568,45.472
83,-6.272,1.568,45.472
84,-6.272,1.568,45.472
85,-4.704000000000001,1.568,45.472
86,-6.272,1.568,45.472
87,-6.272,1.47,45.472
88,-6.272,1.47,45.472
89,-6.272,1.47,45.472
90,-6.272,1.47,45.472
91,-6.272,1.568,45.472
92,-6.272,1.568,45.472
93,-6.272,1.568,45.472
94,-6.272,1.568,45.472
95,-6.272,1.568,45.472
96,-6.272,1.568,45.472
97,-6.272,1.568,45.472
98,-6.272,1.568,45.472
99,-6.272,1.568,45.472
