,Magnetometerx,Magnetometery,Magnetometerz
0,-4.704000000000001,1.372,0.98
1,-4.704000000000001,1.372,0.98
2,-4.704000000000001,1.1760000000000002,0.98
3,-4.704000000000001,1.274,0.882
4,-4.704000000000001,1.078,1.078
5,-4.704000000000001,1.078,1.078
6,-4.704000000000001,1.078,1.078
7,-4.704000000000001,1.078,1.078
8,-4.704000000000001,1.274,1.078
9,-4.704000000000001,1.078,1.1760000000000002
10,-4.704000000000001,1.1760000000000002,1.1760000000000002
11,-4.704000000000001,1.1760000000000002,1.1760000000000002
12,-4.704000000000001,1.1760000000000002,1.1760000000000002
13,-4.704000000000001,1.274,1.078
14,-4.704000000000001,1.47,0.98
15,-4.704000000000001,1.1760000000000002,0.98
16,-4.704000000000001,1.1760000000000002,0.98
17,-4.704000000000001,1.1760000000000002,0.98
18,-4.704000000000001,1.1760000000000002,0.98
19,-4.704000000000001,1.372,1.078
20,-4.704000000000001,1.1760000000000002,1.1760000000000002
21,-4.704000000000001,1.372,1.078
22,-4.704000000000001,1.372,1.078
23,-4.704000000000001,1.372,1.078
24,-4.704000000000001,1.372,1.078
25,-4.704000000000001,1.274,0.98
26,-4.704000000000001,1.1760000000000002,0.98
27,-4.704000000000001,1.274,1.1760000000000002
28,-4.704000000000001,1.274,1.1760000000000002
29,-4.704000000000001,1.274,1.1760000000000002
30,-4.704000000000001,1.372,1.078
31,-4.704000000000001,1.274,0.882
32,-4.704000000000001,1.1760000000000002,1.078
33,-4.704000000000001,1.1760000000000002,1.078
34,-4.704000000000001,1.1760000000000002,1.078
35,-4.704000000000001,1.1760000000000002,1.078
36,-4.704000000000001,1.274,1.078
37,-4.704000000000001,1.1760000000000002,1.078
38,-4.704000000000001,1.1760000000000002,0.98
39,-4.704000000000001,1.1760000000000002,0.98
40,-4.704000000000001,1.1760000000000002,0.98
41,-4.704000000000001,1.1760000000000002,0.98
42,-4.704000000000001,1.274,1.078
43,-4.704000000000001,1.274,1.078
44,-4.704000000000001,1.274,1.078
45,-4.704000000000001,1.274,1.078
46,-4.704000000000001,1.274,1.078
47,-4.704000000000001,1.1760000000000002,1.078
48,-4.704000000000001,1.274,1.078
49,-4.704000000000001,1.372,1.078
50,-4.704000000000001,1.372,1.078
51,-4.704000000000001,1.372,1.078
52,-4.704000000000001,1.372,1.078
53,-4.704000000000001,1.372,1.1760000000000002
54,-4.704000000000001,1.372,0.98
55,-4.704000000000001,1.1760000000000002,0.98
56,-4.704000000000001,1.1760000000000002,0.98
57,-4.704000000000001,1.1760000000000002,0.98
58,-4.704000000000001,1.1760000000000002,0.98
59,-4.704000000000001,1.078,0.98
60,-4.704000000000001,0.98,0.98
61,-4.704000000000001,0.98,0.98
62,-4.704000000000001,0.98,0.98
63,-4.704000000000001,0.98,0.98
64,-4.704000000000001,1.372,0.98
65,-4.704000000000001,1.1760000000000002,1.078
66,-4.704000000000001,1.372,1.078
67,-4.704000000000001,1.372,1.078
68,-4.704000000000001,1.372,1.078
69,-4.704000000000001,1.1760000000000002,1.078
70,-4.704000000000001,1.274,0.98
71,-4.704000000000001,1.47,0.98
72,-4.704000000000001,1.47,0.98
73,-4.704000000000001,1.47,0.98
74,-4.704000000000001,1.47,0.98
75,-4.704000000000001,1.274,0.98
76,-4.704000000000001,1.1760000000000002,0.98
77,-4.704000000000001,1.274,1.078
78,-4.704000000000001,1.274,1.078
79,-4.704000000000001,1.274,1.078
80,-4.704000000000001,1.078,1.274
81,-4.704000000000001,1.274,1.1760000000000002
82,-4.704000000000001,1.274,0.98
83,-4.704000000000001,1.274,0.98
84,-4.704000000000001,1.274,0.98
85,-4.704000000000001,1.274,0.98
86,-4.704000000000001,1.372,0.98
87,-4.704000000000001,1.1760000000000002,0.98
88,-4.704000000000001,1.47,1.078
89,-4.704000000000001,1.47,1.078
90,-4.704000000000001,1.47,1.078
91,-4.704000000000001,1.47,1.078
92,-4.704000000000001,1.274,1.078
93,-4.704000000000001,1.372,1.078
94,-4.704000000000001,1.1760000000000002,1.078
95,-4.704000000000001,1.1760000000000002,1.078
96,-4.704000000000001,1.1760000000000002,1.078
97,-4.704000000000001,1.274,0.882
98,-4.704000000000001,1.1760000000000002,0.98
99,-4.704000000000001,1.1760000000000002,1.1760000000000002
