,Magnetometerx,Magnetometery,Magnetometerz
0,-1.568,3.136,1.1760000000000002
1,-1.568,3.136,1.1760000000000002
2,-1.568,3.136,1.1760000000000002
3,-3.136,3.136,1.078
4,-3.136,3.136,1.1760000000000002
5,-3.136,3.136,1.274
6,-3.136,3.136,1.274
7,-3.136,3.136,1.274
8,-3.136,3.136,1.1760000000000002
9,-3.136,3.136,1.274
10,-3.136,3.136,1.274
11,-3.136,3.136,1.274
12,-3.136,3.136,1.274
13,-3.136,3.136,1.274
14,-3.136,3.136,1.1760000000000002
15,-1.568,3.136,1.274
16,-3.136,3.136,1.274
17,-3.136,3.136,1.274
18,-3.136,3.136,1.274
19,-3.136,3.136,1.274
20,-3.136,3.136,1.1760000000000002
21,-1.568,3.136,1.1760000000000002
22,-1.568,3.136,1.078
23,-1.568,3.136,1.078
24,-1.568,3.136,1.078
25,-1.568,3.136,1.078
26,-1.568,3.136,1.372
27,-1.568,3.136,1.1760000000000002
28,-1.568,3.136,1.1760000000000002
29,-1.568,3.136,1.1760000000000002
30,-1.568,3.136,1.1760000000000002
31,-3.136,3.136,1.372
32,-1.568,3.136,1.274
33,-3.136,3.136,1.274
34,-3.136,3.136,1.274
35,-3.136,3.136,1.274
36,-3.136,3.136,1.274
37,-1.568,3.136,1.1760000000000002
38,-3.136,3.136,1.1760000000000002
39,-3.136,3.136,1.274
40,-3.136,3.136,1.274
41,-3.136,3.136,1.274
42,-3.136,3.136,1.372
43,-3.136,3.136,1.274
44,-3.136,3.136,1.372
45,-3.136,3.136,1.372
46,-3.136,3.136,1.372
47,-3.136,3.136,1.372
48,-3.136,3.136,1.1760000000000002
49,-3.136,3.136,1.274
50,-3.136,3.136,1.274
51,-3.136,3.136,1.274
52,-3.136,3.136,1.274
53,-1.568,3.136,1.274
54,-3.136,3.136,1.078
55,-3.136,3.136,1.274
56,-3.136,3.136,1.274
57,-3.136,3.136,1.274
58,-3.136,3.136,1.274
59,-3.136,3.136,1.078
60,-1.568,3.136,1.1760000000000002
61,-1.568,3.136,1.1760000000000002
62,-1.568,3.136,1.1760000000000002
63,-1.568,3.136,1.1760000000000002
64,-1.568,3.136,1.1760000000000002
65,-1.568,3.136,1.078
66,-3.136,3.136,1.078
67,-3.136,3.136,1.078
68,-3.136,3.136,1.078
69,-3.136,3.136,1.078
70,-1.568,3.136,1.274
71,-1.568,3.136,1.274
72,-3.136,3.136,1.078
73,-3.136,3.136,1.078
74,-3.136,3.136,1.078
75,-3.136,3.136,1.078
76,-1.568,3.136,1.274
77,-3.136,3.136,1.274
78,-3.136,3.136,1.274
79,-3.136,3.136,1.274
80,-3.136,3.136,1.274
81,-3.136,3.136,1.372
82,-1.568,3.136,1.1760000000000002
83,-3.136,3.136,1.1760000000000002
84,-3.136,3.136,1.1760000000000002
85,-3.136,3.136,1.1760000000000002
86,-3.136,3.136,1.1760000000000002
87,-3.136,3.136,1.1760000000000002
88,-1.568,3.136,1.1760000000000002
89,-1.568,3.136,1.1760000000000002
90,-1.568,3.136,1.1760000000000002
91,-1.568,3.136,1.1760000000000002
92,-1.568,3.136,1.078
93,-3.136,3.136,1.1760000000000002
94,-1.568,3.136,1.274
95,-1.568,3.136,1.274
96,-1.568,3.136,1.274
97,-1.568,3.136,1.274
98,-3.136,3.136,1.274
99,-1.568,3.136,1.274
