,Magnetometerx,Magnetometery,Magnetometerz
0,-6.272,0.49,0.882
1,-6.272,0.49,0.882
2,-6.272,0.5880000000000001,0.882
3,-6.272,0.686,0.784
4,-6.272,0.392,0.784
5,-6.272,0.392,0.784
6,-6.272,0.392,0.784
7,-6.272,0.686,0.784
8,-6.272,0.686,0.784
9,-6.272,0.686,0.882
10,-6.272,0.686,0.882
11,-6.272,0.686,0.882
12,-6.272,0.686,0.882
13,-6.272,0.5880000000000001,0.882
14,-6.272,0.5880000000000001,0.784
15,-6.272,0.5880000000000001,0.686
16,-6.272,0.5880000000000001,0.686
17,-6.272,0.5880000000000001,0.686
18,-6.272,0.5880000000000001,0.686
19,-6.272,0.686,0.882
20,-6.272,0.784,0.882
21,-6.272,0.784,0.882
22,-6.272,0.784,0.882
23,-6.272,0.784,0.882
24,-6.272,0.392,0.98
25,-6.272,0.5880000000000001,0.784
26,-6.272,0.392,0.882
27,-6.272,0.392,0.882
28,-6.272,0.392,0.882
29,-6.272,0.392,0.882
30,-6.272,0.5880000000000001,0.686
31,-6.272,0.5880000000000001,0.882
32,-6.272,0.784,0.784
33,-6.272,0.784,0.784
34,-6.272,0.784,0.784
35,-6.272,0.5880000000000001,0.784
36,-6.272,0.5880000000000001,0.784
37,-6.272,0.5880000000000001,0.784
38,-6.272,0.5880000000000001,0.784
39,-6.272,0.5880000000000001,0.784
40,-6.272,0.5880000000000001,0.784
41,-6.272,0.098,0.882
42,-6.272,0.686,0.686
43,-6.272,0.49,0.784
44,-6.272,0.49,0.784
45,-6.272,0.49,0.784
46,-6.272,0.5880000000000001,0.686
47,-6.272,0.686,0.882
48,-6.272,0.784,0.784
49,-6.272,0.784,0.784
50,-6.272,0.784,0.784
51,-6.272,0.784,0.784
52,-6.272,0.686,0.686
53,-6.272,0.49,0.784
54,-6.272,0.392,0.784
55,-6.272,0.392,0.784
56,-6.272,0.392,0.784
57,-6.272,0.392,0.784
58,-6.272,0.49,0.5880000000000001
59,-6.272,0.882,0.784
60,-6.272,0.882,0.784
61,-6.272,0.882,0.784
62,-6.272,0.882,0.784
63,-6.272,0.784,0.882
64,-6.272,0.49,0.784
65,-6.272,0.686,0.784
66,-6.272,0.686,0.784
67,-6.272,0.686,0.784
68,-6.272,0.686,0.784
69,-6.272,0.29400000000000004,0.686
70,-6.272,0.392,0.686
71,-6.272,0.392,0.882
72,-6.272,0.392,0.882
73,-6.272,0.392,0.882
74,-6.272,0.784,0.784
75,-6.272,0.686,0.784
76,-6.272,0.686,0.784
77,-6.272,0.686,0.784
78,-6.272,0.686,0.784
79,-6.272,0.686,0.784
80,-6.272,0.686,0.882
81,-6.272,0.49,0.882
82,-6.272,0.5880000000000001,0.882
83,-6.272,0.5880000000000001,0.882
84,-6.272,0.5880000000000001,0.882
85,-6.272,0.5880000000000001,0.686
86,-6.272,0.5880000000000001,0.882
87,-6.272,0.686,0.98
88,-6.272,0.686,0.98
89,-6.272,0.686,0.98
90,-6.272,0.686,0.98
91,-6.272,0.5880000000000001,0.882
92,-6.272,0.49,0.784
93,-6.272,0.686,0.784
94,-6.272,0.686,0.784
95,-6.272,0.686,0.784
96,-6.272,0.686,0.784
97,-6.272,0.49,0.686
98,-6.272,0.5880000000000001,0.784
99,-6.272,0.5880000000000001,0.784
