,Magnetometerx,Magnetometery,Magnetometerz
0,1.568,1.568,0.098
1,1.568,1.568,0.196
2,1.568,1.568,0.29400000000000004
3,1.568,1.568,0.29400000000000004
4,1.568,1.568,0.29400000000000004
5,1.568,1.568,0.196
6,1.568,1.568,0.196
7,1.568,1.568,0.098
8,1.568,1.568,0.098
9,1.568,1.568,0.098
10,1.568,1.568,0.098
11,1.568,1.568,0.29400000000000004
12,1.568,1.568,0.196
13,1.568,1.568,0.196
14,1.568,1.568,0.196
15,1.568,1.568,0.196
16,1.568,1.568,0.196
17,1.568,1.568,0.29400000000000004
18,1.568,1.568,0.098
19,1.568,1.568,0.098
20,1.568,1.568,0.098
21,1.568,1.568,0.098
22,1.568,1.568,0.196
23,1.568,1.568,0.196
24,1.568,1.568,0.29400000000000004
25,1.568,1.568,0.29400000000000004
26,1.568,1.568,0.29400000000000004
27,1.568,1.568,0.29400000000000004
28,1.568,1.568,0.29400000000000004
29,1.568,1.568,0.196
30,1.568,1.568,0.29400000000000004
31,1.568,1.568,0.29400000000000004
32,1.568,1.568,0.29400000000000004
33,1.568,1.568,0.196
34,1.568,1.568,0.098
35,1.568,1.568,0.196
36,1.568,1.568,0.196
37,1.568,1.568,0.196
38,1.568,1.568,0.196
39,1.568,1.568,0.29400000000000004
40,1.568,1.568,0.29400000000000004
41,1.568,1.568,0.196
42,1.568,1.568,0.196
43,1.568,1.568,0.196
44,1.568,1.568,0.29400000000000004
45,1.568,1.568,0.196
46,1.568,1.568,0.196
47,1.568,1.568,0.196
48,1.568,1.568,0.196
49,1.568,1.568,0.196
50,1.568,1.568,0.196
51,1.568,1.568,0.196
52,1.568,1.568,0.098
53,1.568,1.568,0.098
54,1.568,1.568,0.098
55,1.568,1.568,0.29400000000000004
56,1.568,1.568,0.0
57,1.568,1.568,0.196
58,1.568,1.568,0.196
59,1.568,1.568,0.196
60,1.568,1.568,0.196
61,1.568,1.568,0.29400000000000004
62,1.568,1.568,0.196
63,1.568,1.568,0.196
64,1.568,1.568,0.196
65,1.568,1.568,0.196
66,1.568,1.568,0.196
67,1.568,1.568,0.196
68,1.568,1.568,0.196
69,1.568,1.568,0.29400000000000004
70,1.568,1.568,0.29400000000000004
71,1.568,1.568,0.29400000000000004
72,1.568,1.568,0.0
73,1.568,1.568,0.196
74,1.568,1.568,0.29400000000000004
75,1.568,1.568,0.29400000000000004
76,1.568,1.568,0.29400000000000004
77,1.568,1.568,0.29400000000000004
78,1.568,1.568,0.196
79,1.568,1.568,0.196
80,1.568,1.568,0.196
81,1.568,1.568,0.196
82,1.568,1.568,0.196
83,1.568,1.568,0.196
84,1.568,1.568,0.196
85,1.568,1.568,0.29400000000000004
86,1.568,1.568,0.29400000000000004
87,1.568,1.568,0.29400000000000004
88,1.568,1.568,0.29400000000000004
89,1.568,1.568,0.196
90,1.568,1.568,0.196
91,1.568,1.568,0.196
92,1.568,1.568,0.196
93,1.568,1.568,0.196
94,1.568,1.568,0.098
95,1.568,1.568,0.098
96,1.568,1.568,0.196
97,1.568,1.568,0.196
98,1.568,1.568,0.196
99,1.568,1.568,0.196
