"Sensor 3 Average (x, y, z)"
"[-0.35087999999999997, -0.25914, 0.2179936]"
"[-0.35366999999999993, -0.25842, 0.21789679999999997]"
"[-0.35381999999999997, -0.25836000000000003, 0.21963919999999998]"
