x,y,z
6.382876033362592,-4.1303073335782585,29.568319744735593
6.339665267199078,-4.0836893435181905,29.57810100193884
6.2967240006401815,-4.097735060340524,29.578660394416566
6.346309885458637,-4.0280646951811425,29.577929836850164
6.387294109249857,-4.075963090551922,29.571881234884255
6.327598242257769,-4.144815480313273,29.57365217132917
6.407706890184406,-4.074730891450802,29.571808305793837
6.402629865353162,-4.122668061659152,29.568352961480826
6.34100576559636,-4.100245179397726,29.578101024936096
6.389566830481819,-4.09532805998727,29.574511591117304
6.33411440026517,-4.118694829193425,29.5855550200803
6.376649515483902,-4.1118356755063035,29.56987392371192
6.3377340265004065,-4.064476767696572,29.57849757540178
6.361549629672981,-4.0834059096141075,29.577454707206247
6.343481892018732,-4.147253229063722,29.570964422844817
6.353484386474562,-4.087706055677772,29.572091847293514
6.336354496616663,-4.11578959858996,29.57505784702802
6.320736332806358,-4.119665288842521,29.577435049563988
6.400203826427983,-4.1225893280818235,29.57256858759345
6.384707826636381,-4.045808300051361,29.574820039535943
6.341932009297841,-4.058051109374703,29.577521746677842
6.38462889892926,-4.086437015578297,29.571662426221117
6.360978257384369,-4.09572433159663,29.578893143642958
6.3691519018759735,-4.0768693005736205,29.5774449700951
6.369548906026273,-4.076996575559927,29.573547542194433
6.339343198710465,-4.110916418995575,29.576948943196097
6.323315155404418,-4.148077684517112,29.577748415260825
6.316236955173905,-4.079016061349315,29.582107537467856
6.320917351948823,-4.08260810407201,29.57983398076723
6.3561910048767265,-4.073750601876016,29.575180978060345
6.3931633108772585,-4.1206364906881054,29.57323850268707
6.332310305288603,-4.118163067987896,29.579872297118065
6.389850996179833,-4.095834335299694,29.571552490742175
6.337377012065965,-4.1084781802082,29.575384715513362
6.381523280906874,-4.11248547990337,29.575460179854737
6.348273982705721,-4.0909881711949865,29.57196760672241
6.323769454052921,-4.0768386188569385,29.580441586316653
6.324619803556248,-4.115121385279423,29.576745794477333
6.376466056129211,-4.127688420728558,29.574834575246573
6.346504913098227,-4.093457572944338,29.575150871026647
6.359974325578719,-4.100003297491043,29.57393454719817
6.322430128356495,-4.132082687171525,29.58210851302977
6.363728463689795,-4.099585906999562,29.572759362086185
6.37541110466212,-4.055596155044769,29.576379323141182
6.329348129010489,-4.116957113170667,29.579181017146805
6.366192266636587,-4.091988261255857,29.574349213522062
6.364742441712337,-4.095889421791297,29.57592466746234
6.3581358712534355,-4.124736240950363,29.576280226831635
6.3414507039965216,-4.117309698291074,29.580184691308002
6.360805203514367,-4.087081746647731,29.572897620687126
6.414727065739557,-4.089085061935272,29.570613807096176
6.3771109895740725,-4.115200729717345,29.57073284727337
6.3751252869406025,-4.096935186506637,29.577957129318882
6.3213735568599665,-4.098627967906649,29.582840285868052
6.377636634747182,-4.144239416625716,29.571669671026477
6.314356416137381,-4.055651552756113,29.58088103269977
6.328295171165093,-4.152137192561435,29.57558722505798
6.387057581306731,-4.115171335202736,29.57627513976972
6.352608962642657,-4.082812912703956,29.5777326686146
6.332286687398841,-4.114027187303252,29.57954623772972
6.364342467152484,-4.052588659248885,29.5720096450314
6.378016514511663,-4.0947585783793645,29.57108370688602
6.349898082377615,-4.112321439716986,29.575516670882426
6.294146959556613,-4.057575558200744,29.59175310858205
6.370124342768579,-4.11123944397744,29.57104920637053
6.322551410607804,-4.1150423551673745,29.57965472224077
6.3111553819544515,-4.144923003369021,29.57854846191978
6.338958613387485,-4.06042737808594,29.578155408111787
6.380007866190272,-4.051036090196772,29.575103119615093
6.368586744813169,-4.145770614142776,29.574876119588993
6.318334538108255,-4.116390975894927,29.579101790753704
6.30921045725098,-4.0961146208484385,29.581316410839563
6.3864736122603185,-4.1103723634078495,29.57798602587008
