x,y,z
5.899135113641461,-7.839797389458928,27.931046559454725
5.873329570926545,-7.856055024460044,27.92859709204047
5.940380169799264,-7.890995698424859,27.92258259763225
5.920863794096906,-7.860451693202079,27.929675195698675
5.892347763040595,-7.8725218253562925,27.92926474259948
5.9355884608319185,-7.8729425605819126,27.926033641477787
5.905844936704372,-7.823221040924615,27.93226781502356
5.917419806276279,-7.847412544019415,27.927520873632467
5.892318482200678,-7.861222001651391,27.929750154543008
5.9471385775778645,-7.882631050283745,27.923518362420385
5.908914890773008,-7.860204717287982,27.927738990103144
5.929058254012559,-7.8683445161538055,27.92583948936189
5.89374493674473,-7.87550304137855,27.93267821852925
5.912747822348951,-7.826561463604927,27.930601379691492
5.876142493622825,-7.797441645338256,27.938551714262463
5.903445507594192,-7.846359862853032,27.92947672621389
5.890957302061564,-7.843684456290365,27.93093686752221
5.925827625378655,-7.851212861074256,27.92976158385551
5.8715153703458345,-7.864143441122275,27.930728839805287
5.899642486743367,-7.877686853145443,27.928470026831807
5.895810537428178,-7.84873704829932,27.929747798268238
5.903803844128057,-7.859407432566497,27.92980330916199
5.908166422255395,-7.836486863355634,27.932582213777007
5.894575596920035,-7.848234533395184,27.930488189273547
5.880101488110806,-7.820855182160059,27.93672054593424
5.872500655623929,-7.867529481290714,27.93122124268746
5.902593970001384,-7.84691703260405,27.929534799719637
5.9169726156256655,-7.876468624630463,27.927900706326255
5.874115346086704,-7.866469649776131,27.934157696768025
5.881292008769178,-7.881081616410822,27.926280493925066
5.931676272781428,-7.852143841330804,27.931577687874164
5.9053530184146465,-7.873757906053302,27.931379295259717
5.891042881693024,-7.872713968797245,27.9286802888213
5.921885604299696,-7.829682841835676,27.933224733275292
5.877508452864261,-7.869549194697196,27.931496307589295
5.921492304630631,-7.8275036601643935,27.93272654169356
5.948517198783522,-7.895885701880779,27.919856872339615
5.885351042885801,-7.864799791538442,27.92800513578082
5.874578194401635,-7.832527651158137,27.934992944917653
5.882270625730401,-7.817567027506272,27.9311568613085
5.950750468618866,-7.869861251835272,27.92381702349871
5.903514842237067,-7.828748334643026,27.933861507977088
5.9130629555308305,-7.8671243724916495,27.92907997135968
5.90575447845973,-7.828136369942356,27.93292925275547
5.866857052924099,-7.881046050492289,27.93367201663719
5.952058078394969,-7.854837587295542,27.92713600468456
5.8802373169885245,-7.83139772205616,27.935571088686576
5.901658177500176,-7.9162059970407554,27.92588897974893
5.892619184190441,-7.855466502203221,27.929385169018296
5.844678624380302,-7.765482277605597,27.907396499268728
5.714736770532401,-8.198808100567422,27.83749166587024
5.8135644417837895,-8.324061363593849,27.828832572760273
5.711267789892842,-7.872588059103132,27.92232652015137
5.825655311528494,-8.116158595662588,27.73639736249483
5.750591017698802,-8.376966548788785,27.727746664762606
5.914932445440605,-7.376570457087142,27.979125417828055
5.6340620766655185,-7.215710679166332,28.0311126691552
5.637861655786299,-7.209873275090414,28.033171438928733
