"Sensor 4 Average (x, y, z)"
"[0.04482000000000001, -0.08999999999999996, -0.025361599999999998]"
"[0.050879999999999995, -0.07739999999999998, -0.0412368]"
"[0.04011000000000001, -0.06260999999999999, -0.03901039999999999]"
"[0.048, -0.07325999999999996, -0.046948]"
"[0.06482999999999998, -0.09236999999999997, -0.047528799999999996]"
"[0.06348, -0.11214, -0.0437536]"
"[0.06426, -0.09788999999999999, -0.04883559999999999]"
"[0.07524, -0.1092, -0.045834799999999995]"
"[0.07355999999999999, -0.10868999999999997, -0.04689959999999999]"
"[0.060689999999999994, -0.09263999999999999, -0.045060399999999994]"
"[0.06294, -0.07415999999999998, -0.046222]"
"[0.06294000000000001, -0.08720999999999997, -0.0473836]"
