"Sensor 5 Average (x, y, z)"
"[0.006450000000000001, -0.10275, -0.033395999999999995]"
"[0.01929, -0.08601000000000002, -0.0487388]"
"[0.01617, -0.06429000000000001, -0.04588320000000001]"
"[0.019200000000000002, -0.08070000000000004, -0.05164279999999999]"
"[0.020579999999999998, -0.10647, -0.058515599999999994]"
"[0.01044, -0.11243999999999997, -0.0564828]"
"[0.01764, -0.10923000000000004, -0.05677319999999998]"
"[0.02172, -0.12774000000000002, -0.05846719999999999]"
"[0.021060000000000002, -0.12420000000000002, -0.05469199999999999]"
"[0.01653, -0.10134000000000003, -0.0504328]"
"[0.029699999999999994, -0.09539999999999997, -0.052998]"
"[0.020700000000000003, -0.09945, -0.0524172]"
