"Sensor 14 Average (x, y, z)"
"[0.0037799999999999986, -0.04824, -0.028362400000000024]"
"[0.017999999999999995, -0.038820000000000014, -0.05091680000000001]"
"[0.016709999999999996, -0.030149999999999996, -0.04636720000000001]"
"[0.01788, -0.034409999999999996, -0.052901200000000016]"
"[0.020489999999999994, -0.049289999999999994, -0.05430480000000002]"
"[0.015179999999999997, -0.052079999999999994, -0.05585360000000002]"
"[0.01908, -0.050069999999999996, -0.05140080000000002]"
"[0.020640000000000006, -0.057780000000000005, -0.050190800000000015]"
"[0.02178, -0.05688000000000001, -0.052030000000000014]"
"[0.019379999999999994, -0.045989999999999996, -0.05048120000000002]"
"[0.02151, -0.04205999999999999, -0.04898080000000002]"
"[0.01881, -0.04566, -0.04951320000000002]"
