"Sensor 16 Average (x, y, z)"
"[0.01098, -0.039689999999999975, -0.02599080000000001]"
"[0.025799999999999997, -0.034140000000000004, -0.043705200000000013]"
"[0.020759999999999997, -0.02505, -0.0414304]"
"[0.021959999999999997, -0.031200000000000002, -0.04573800000000001]"
"[0.02763, -0.038159999999999986, -0.0501908]"
"[0.024749999999999998, -0.046259999999999996, -0.05038440000000001]"
"[0.02745, -0.04149, -0.048980800000000005]"
"[0.029549999999999996, -0.045660000000000006, -0.04641560000000001]"
"[0.03084, -0.04548000000000001, -0.0490292]"
"[0.02496, -0.037290000000000004, -0.044866800000000005]"
"[0.02805, -0.033, -0.042592000000000005]"
"[0.026729999999999997, -0.038099999999999995, -0.045544400000000006]"
