"Sensor 6 Average (x, y, z)"
"[0.01593, -0.09863999999999999, -0.028217199999999998]"
"[0.029279999999999994, -0.08330999999999998, -0.04704479999999999]"
"[0.02325, -0.06318, -0.040220399999999996]"
"[0.028199999999999996, -0.07737000000000002, -0.0485452]"
"[0.03381, -0.10256999999999998, -0.05169119999999999]"
"[0.026880000000000005, -0.11244, -0.04931959999999999]"
"[0.03132, -0.10493999999999999, -0.05173959999999999]"
"[0.037559999999999996, -0.1224, -0.04917439999999999]"
"[0.037259999999999995, -0.11889000000000001, -0.050868399999999994]"
"[0.02985, -0.09908999999999997, -0.04709319999999999]"
"[0.03837, -0.08694, -0.047528799999999996]"
"[0.03207, -0.09491999999999999, -0.04781919999999999]"
