"Sensor 11 Average (x, y, z)"
"[0.015390000000000004, -0.059939999999999986, -0.02937880000000001]"
"[0.028229999999999995, -0.05051999999999999, -0.0499972]"
"[0.022979999999999997, -0.038310000000000004, -0.044624800000000006]"
"[0.026219999999999997, -0.04794, -0.0490776]"
"[0.03315, -0.06072, -0.05493400000000001]"
"[0.03000000000000001, -0.06837000000000001, -0.052465600000000015]"
"[0.03171, -0.06336, -0.05604720000000001]"
"[0.036930000000000004, -0.07166999999999998, -0.0540628]"
"[0.03741, -0.07218, -0.0539176]"
"[0.03171, -0.060750000000000005, -0.04719000000000001]"
"[0.03473999999999999, -0.05199, -0.04840000000000001]"
"[0.031679999999999986, -0.056909999999999995, -0.051836400000000005]"
